ID,Unit,Altname,Texts (lookup),Persons (lookup),Places (lookup)
ETH1577Gogoss,Gogošša,,,,
ETH1578Gogot,Gogot,,,,
ETH1579Goirin,Goirinaa,,,,
ETH1580Goirin,Goirinṣi,,,,
ETH1581Gollan,Gollango,"Kollanko, Wällängo",,,
ETH1582Gomara,Gomara,,,,
ETH1583Gomba,Gomba,,,,
ETH1584Gombec,Gombeččuu,,,,
ETH1585Gona,Gona,,,,
ETH1586Gonga,Gonga,,,,
ETH1587Goona,Goona,Gona,,,
ETH1588Gordan,Gordanna,Soddo Gordanna,,,
ETH1589Gorgor,Gorgorša,,,,
ETH1590Gorosb,Gorosbolo,,,,
ETH1591Gorros,Gorrose,"Gorräse, Korrose",,,
ETH1592Gosage,Gosage,,,,
ETH1593Gosana,Gošanaʾa,,,,
ETH1594Gotage,Gotage,,,,
ETH1595Goyras,Goyraš,,,,
ETH1596Goyrii,Goyriinaa,,,,
ETH1597Goza,Goza,,,,
ETH1598GubaDe,Guba Dera,,,,
ETH1599GubaGa,Guba Gababa,,,,
ETH1600Gubahi,Gubahin,,,,
ETH1601Gubawi,Gubawi,,,,
ETH1602Guca,Guḉa,,,,
ETH1603Gudela,Gudela,Gwǝdela,,,
ETH1604Guduru,Guduru,Gudru,,,
ETH1605Guemo,Guemo,,,,
ETH1606Guggi,Guǧǧi,,,,
ETH1607guhani,Ǧuhaniyya,,,,
ETH1608guhayn,Ǧuhayna,,,,
ETH1609Gulatt,Gulätt,,,,
ETH1610Gulba,Gulba,,,,
ETH1611Gumar,Gumär,,,,
ETH1612Gumuz,Gumuz,,,,
ETH1613Gurage,Gurage,,,,
ETH1614Gurgur,Gurgura,,,,
ETH1615Guttuu,Guttuu,,,,
ETH1616Haadii,Haadiiččo,,,,
ETH1617habab,Ḥabab,,,,
ETH1618HabarA,Habar ʿAffaan,,,,
ETH1619HabarA,Habar Awal,,,,
ETH1620HabarG,Habar Garḥaǧis,Habar Garxajis,,,
ETH1621HabarG,Habar Gidir,,,,
ETH1622HabarM,Habar Magaadleh,,,,
ETH1623HabarT,Habar Tolǧeʿlo,,,,
ETH1624HabarY,Habar Yoonis,Yūnis,,,
ETH1625habasa,Ḥabašāt,ḤBS,,,
ETH1626habsi,Ḥabšī,,,,
ETH1627Haɖanɖ,Haɖánɖowa,"Hadändowa, Hadendoa",,,
ETH1628Hadiyy,Hadiyya,,,,
ETH1629Haffar,Haffära,,,,
ETH1630Hagalo,Hagalo,,,,
ETH1631haggiA,Ḥaǧǧi Abkur,,,,
ETH1632haggis,Ḥaǧǧi Šek Dimbago,,,,
ETH1633Haizo,Haizo,,,,
ETH1634Hakaak,Hakaakoo,,,,
ETH1635Halaku,Halaku,,,,
ETH1636halang,Ḥalänga,,,,
ETH1637Hallen,Hallenga,,,,
ETH1638Hamadl,Hamadlu,,,,
ETH1639Hamag,Hamaǧ,,,,
ETH1640Hamar,Hamär,,,,
ETH1641Hamask,Hamaškorêb,,,,
ETH1642Hamaya,Hamaya,,,,
ETH1643Hamec,Haméč,,,,
ETH1644hamran,Ḥamrān,"Ḥomrān, Ḥumrān",,,
ETH1645hamta,Ḫamta,"Ḫamär, Ḫamǝr, Ḫamǝt, Ḫamir, Khamir, Xamir",,,
ETH1646Hanoma,Hanoma,"Hanuma, Anuma",,,
ETH1647harak,Ḥarak,,,,
ETH1648Harari,Harari,Adäre,,,
ETH1649Harbak,Harbakäl,,,,
ETH1650Harbaw,Harbäwaš,,,,
ETH1651Harbe,Harbe,,,,
ETH1652Harbeg,Harbegoona,,,,
ETH1653harkam,Ḥarkammēlá,,,,
ETH1654harla,Ḥarla,Harálla,,,
ETH1655Harro,Harro,Haruro,,,
ETH1656Harso,Harso,"Harse, Wäraze",,,
ETH1657Harsu,Harsu,,,,
ETH1658harti,Ḥarti,,,,
ETH1659Haruro,Haruro,,,,
ETH1660Hasa,Hāsā,Ḫasa,,,
ETH1661hasaba,Ḥasāballá ʿÁre,Ḥasāballá-d dik,,,
ETH1662hasaba,Ḥasabat ʿAre,,,,
ETH1663HasanA,Hasan Allaaba,,,,
ETH1664hasanG,Ḥasan Gāša,,,,
ETH1665hasana,Ḥasanāb,,,,
ETH1666hasoba,Ḥasōba,Ḥassōbá,,,
ETH1667hassan,Ḥassan Geyša,,,,
ETH1668hassiy,Ḫaṣṣīya,,,,
ETH1669hasu,Ḫāsu,,,,
ETH1670Hausa,Hausa,,,,
ETH1671hauwud,Ḥauwuda,,,,
ETH1672Hawiye,Hawiye,,,,
ETH1673haysam,Ḥaysamāle,,,,
ETH1674hazo,Ḥazo,"Ḥado, Ḥazu",,,
ETH1675hazoAs,Ḥazo ʿAsaʿalīla,,,,
ETH1676hdhRMT,ḤḌRMT,,,,
ETH1677hDQN,ḤDQN,ḤDFN,,,
ETH1678Hebrew,Hebrew,,,,
ETH1679Hedara,Hǝdaräb,"Hadaarib, Hadareb, Ḥadārib, Ḥadāriba",,,
ETH1680Hembaa,Hembaʾa,,,,
ETH1681henkeb,Ḥenkébba,,,,
ETH1682Hepasa,Heṗaṣa,,,,
ETH1683herto,Ḥertó,,,,
ETH1684Higir,Higir,,,,
ETH1685Hinnir,Hinnira,,,,
ETH1686Hoku,Hoku,,,,
ETH1687Holloo,Holloo,,,,
ETH1688hugari,"Ḥuǧarīya, pl.n.",,,,
ETH1689HugraW,"Huǧra Wärrä Abbaye, town",,,,
ETH1690Huhwar,"Huhwara, pl.n.",,,,
ETH1691Hulawa,"Hula, wär.",,,,
ETH1692Hulate,"Hulät-Ǝrgi, pl.n.",,,,
ETH1693Hulate,"Hulät Ǝǧ Ǝnnäse,wär.",,,,
ETH1694Hullep,"Hulle, pl.n.",,,,
ETH1695Hulluk,"Hulluka, riv.",,,,
ETH1696humara,Ḥumära,"ʾƎhǝmärin, Ḥǝmärin, Ḥǝmora , pl.n.",,,
ETH1697Humbop,"Humbo, pl.n.",,,,
ETH1698Hoofa,Hoofa,,,,
ETH1699Hooko,Hooko,,,,
ETH1700Horroo,Horroone,,,,
ETH1701Hozo,Hozo,,,,
ETH1702Hubban,Hubbana,,,,
ETH1703Humara,Humarad,,,,
ETH1704Humban,Humbanaa,,,,
ETH1705húmmad,Ḥúmmad-Dāba,,,,
ETH1706hummad,Ḥummaddó,,,,
ETH1707Humme,Humme,,,,
ETH1708Hurruu,Hurruumuu,,,,
ETH1709Hyksos,Hyksos,,,,
ETH1710Idda,Idda,,,,
ETH1711Iddafe,Iddäfer,Iddefir,,,
ETH1712iddi,ʿÍddi,,,,
ETH1713Idik,Idik,,,,
ETH1714Ifraag,Ifraaǧo,,,,
ETH1715Iggu,Iǧǧu,,,,
ETH1716Ilamu,Ilamu,,,,
ETH1717Illuu,Illuu,"Ilu, Iluu",,,
ETH1718Immîno,Immînó,,,,
ETH1719Ingass,Ingassana,,,,
ETH1720Iraqw,Iraqw,,,,
ETH1721Irbo,Irbo,,,,
ETH1722Irir,Irir,,,,
ETH1723Irob,Irob,,,,
ETH1724Ironna,Ironnaba,,,,
ETH1725Isaaq,Isaaq,,,,
ETH1726Ismail,Ismāʾīl,Ismaaiil,,,
ETH1727Israel,Israelites,,,,
ETH1728Issa,ʿIssa,"Cisse, ʿIise",,,
ETH1729Ittuu,Ittuu,,,,
ETH1730Jain,Jain,,,,
ETH1731Jewsre,"Jews, rel.",,,,
ETH1732Jibbal,Jibbali,,,,
ETH1733Jiiddu,"Jiiddu, dial. Somali",,,,
ETH1734Jiidle,Jiidle,,,,
ETH1735Jikaan,Jikääny,"Abigar, dial.",,,
ETH1736Jumjum,Jumjum,,,,
ETH1737JurLuw,Jur-Luwo,Jur Luo,,,
ETH1738Kabaal,Kabaal ʿAd,,,,
ETH1739Kababi,Kababiš,,,,
ETH1740Kabaal,Kabaal Maadoow,,,,
ETH1741Kabota,Kabota,,,,
ETH1742Kabuta,Kabuta,,,,
ETH1743Kacama,Kaḉama,,,,
ETH1744Kadalo,Kadalo,,,,
ETH1745Kadu,Kadu,,,,
ETH1746Kafa,Käfa,Käfiččo,,,
ETH1747Kahali,Kahali,,,,
ETH1748Kalaa,Kalaa,,,,
ETH1749Kalaza,Kalaza,,,,
ETH1750Kaleso,"Kale, soc. ethn.",,,,
ETH1751Kaleng,Kalenǧin,,,,
ETH1752Kallab,Kallabayḍ,,,,
ETH1753Kallac,Kallaččum,,,,
ETH1754Kamba,Kamba,Kikamba,,,
ETH1755Kambaa,Kambaata,,,,
ETH1756Kanuri,Kanuri,,,,
ETH1757Kanz,Kanz,,,,
ETH1758Kara,Kara,Karo,,,
ETH1759Kara,Kara,Kara apoKaro,,,
ETH1760Karani,Karanī,,,,
ETH1761Karatt,Karatti,Karatte,,,
ETH1762Karawa,Karawa,,,,
ETH1763Karbud,Karbuddá,,,,
ETH1764Karimo,Karimoǧoŋ,,,,
ETH1765Karmet,Karmet,,,,
ETH1766Kasa,Ḵasā,al-Ḫaṣṣīya,,,
ETH1767Kaskan,Kaskantamas,,,,
ETH1768Kasu/K,Kasu/KS,,,,
ETH1769Kawka,Kawka,,,,
ETH1770Kayla,Kayla,,,,
ETH1771Kereit,Kereits,Qara Ḫitāy,,,
ETH1772Kestan,Kǝstane,,,,
ETH1773Kikuyu,Kikuyu,,,,
ETH1774Kinda,Kinda,,,,
ETH1775Kîu,Kîʿu,,,,
ETH1776Kodell,Kodelle,,,,
ETH1777Kogo,Kogo,,,,
ETH1778Komo,Komo,"Gokwɔm, Koma",,,
ETH1779Konkan,Konkani,,,,
ETH1780Kono,Kono,,,,
ETH1781Konso,Konso,,,,
ETH1782Konta,Konta,,,,
ETH1783Kooret,Koorete,"Amaaro, Amarro, Koore, Kore, Koyra",,,
ETH1784Kooyye,Kooyyee,,,,
ETH1785Kotoko,Kotoko,,,,
ETH1786Koytad,"Koyta, dial. Nara",,,,
ETH1787KoytaM,Koyta Marda,,,,
ETH1788Kuca,Kuča,,,,
ETH1789Kuek,Kuek,,,,
ETH1790Kuliak,Kuliak,,,,
ETH1791Kumam,Kumam,,,,
ETH1792Kunama,Kunama,,,,
ETH1793Kundes,Kundes,,,,
ETH1794Kunfal,Kunfäl,,,,
ETH1795Kunfal,Kunfäl,,,,
ETH1796Kura,Kura,,,,
ETH1797Kurds,Kurds,,,,
ETH1798Kusa,Kusa,,,,
ETH1799Kusuma,Kusuma,"Gato, Gatto, Kato",,,
ETH1800Kutay/,Kutay/Gändabarat,,,,
ETH1801Kutna,Kuʾtna,,,,
ETH1802Kutube,Kutube,,,,
ETH1803Kwama,Kwama,Goma,,,
ETH1804Kwegu,Kwegu,,,,
ETH1805Kwoygi,Kwoygi,,,,
ETH1806Laayta,Laʿaytän,,,,
ETH1807Labat,Labat,,,,
ETH1808Labhal,Labhalet ʿAre,,,,
ETH1809Lagoda,Lagoda,Logoda,,,
ETH1810Laha,Laha,,,,
ETH1811Laka,Laka,,,,
ETH1812LaloOr,"Lalo, Or. ethn.",,,,
ETH1813Lamaca,Lamačalli,,,,
ETH1814Lamu,Lamu,,,,
ETH1815Lang,Lang,,,,
ETH1816Lante,Lante,,,,
ETH1817Larim,Larim,,,,
ETH1818Lasine,Lasine,,,,
ETH1819Leemo,Leemo,Leemo-Hadiyya,,,
ETH1820Leeqaa,Leeqaa,Warra Leeqaa,,,
ETH1821Leeqaa,Leeqaa Qällǝm,,,,
ETH1822LelisA,Lēliš ʿAre,,,,
ETH1823Lemama,Lemamär,,,,
ETH1824Levite,Levites,,,,
ETH1825Libido,Libido,Märäqo,,,
ETH1826Libido,Libidor,,,,
ETH1827Liiban,Liiban,,,,
ETH1828Limmu,Limmu,,,,
ETH1829Lisa,Liša,,,,
ETH1830Lossa,Lossa,,,,
ETH1831Lotuho,Lotuho,Lotuko,,,
ETH1832Lummee,Lummee,Lume,,,
ETH1833Luo,Luo,Luwo,,,
ETH1834Maa,Maʿa,Leeqaa Maʿa,,,
ETH1835Maale,Maale,,,,
ETH1836Maalin,Maalingur,,,,
ETH1837Maasai,Maasai,,,,
ETH1838Maba,Maba,Mabaan,,,
ETH1839Macca,Mäḉḉa,,,,
ETH1840Mafa,Mafā,,,,
ETH1841Magaad,Magaadleh,,,,
ETH1842Magadi,Maǧāḏīb,,,,
ETH1843Magaŋg,Maǧaŋgir,,,,
ETH1844Magar,Mägär,,,,
ETH1845Mageer,Maǧeerteen,Majeerteen,,,
ETH1846MahadA,Maḥad ʿAse,,,,
ETH1847Mahri,Mahrī,,,,
ETH1848Mak,Mak,,,,
ETH1849MaKada,Mäḵada,,,,
ETH1850Makadd,Makaddoor,,,,
ETH1851Makade,Makadè,,,,
ETH1852Makahi,Makahíl,,,,
ETH1853Makki,Mäkki,,,,
ETH1854Malagw,Mälägw,,,,
ETH1855Malass,Mälaṣṣänay,,,,
ETH1856Malbe,Malbe,,,,
ETH1857Maldea,Maldeʾa,,,,
ETH1858Male,Mälé,,,,
ETH1859Malga,Mälga,,,,
ETH1860Malgaa,Malgaa,,,,
ETH1861Malhin,Malḥina Miʿimbara,Meʿembara,,,
ETH1862Malima,Malima,,,,
ETH1863Malko,Mälko,,,,
ETH1864Malle,Malle,,,,
ETH1865Malo,Malo,,,,
ETH1866Mana,Mana,Oto Mana,,,
ETH1867Mancoo,Mančoo,,,,
ETH1868Mandal,Mandala,,,,
ETH1869Mande,Mande,,,,
ETH1870Mando,Mando,,,,
ETH1871Mango,Manǧo,"Manča, Manǧa",,,
ETH1872Mangur,Mangurtô,,,,
ETH1873Mansa,Mänsaʿ,,,,
ETH1874Mao,Mao,,,,
ETH1875Maqorq,Mäqorqor,,,,
ETH1876Maraaq,Maraaqo,,,,
ETH1877Marar,Marar,,,,
ETH1878Maratt,Märätta,,,,
ETH1879Marda,Marda,,,,
ETH1880Mareeh,Mareeḥaan,,,,
ETH1881Marree,Marre󡸥eḥaan,"Marreḥān, Marrexan",,,
ETH1882Marta,Marta,,,,
ETH1883Marucl,"Maru, clan",,,,
ETH1884Marya,Marya,,,,
ETH1885Mashal,Mäsḥalit,,,,
ETH1886Masmas,Mäsmäs,"Masmas, Mäsmäsa",,,
ETH1887Maso,Mašo,,,,
ETH1888Masoll,Mašolle,"Mašǝle, Mašile, Mašola",,,
ETH1889Masqan,Mäsqan,"Gogot, Mascan, Maskan, Mǝsqan, Urib",,,
ETH1890Mastît,Mastîtai,,,,
ETH1891Matarb,Matarba,,,,
ETH1892Mati,Mati,,,,
ETH1893Matso,Matso,,,,
ETH1894Matto,Matto,,,,
ETH1895May,May,"Af Maay, Maymay",,,
ETH1896Mayak,Mayak,,,,
ETH1897Mayu,Mayu,,,,
ETH1898Mazahu,Mazahur,,,,
ETH1899MedraB,Mǝdrä Bägwäs,,,,
ETH1900Medun,Mǝ󐅫dūn,,,,
ETH1901Meen,Meʾen,Bodi,,,
ETH1902Mehri,Mehri,,,,
ETH1903Mela,Mela,,,,
ETH1904Melani,Melanir,,,,
ETH1905Mello,Mello,,,,
ETH1906Melsaf,Melšaf,,,,
ETH1907MerMer,Mer Meru,,,,
ETH1908Metin,Mǝṭin,Metine,,,
ETH1909Metta,Metta,,,,
ETH1910Miigo,Miigo,,,,
ETH1911Mikael,Mikaʾelo,,,,
ETH1912Mina,Mina,Sāho,,,
ETH1913Minaba,Minabä Zärʾay,,,,
ETH1914Minaea,Minaeans,,,,
ETH1915Minifi,Minifire,,,,
ETH1916Mirifl,Mirifle,,,,
ETH1917Misna,Mišna,,,,
ETH1918Modayt,Mōdaytó,,,,
ETH1919Moga,Moǧa,,,,
ETH1920Mogama,Mogämänna,,,,
ETH1921Mogare,Mogareb,"Mogaräb, Mogreb",,,
ETH1922Mogoma,Mogomanna,,,,
ETH1923Molkoo,Molkootu,,,,
ETH1924Mongol,Mongols,,,,
ETH1925Moseth,Mōset Ḥarag,,,,
ETH1926Mosiye,Mosiye,Bussa,,,
ETH1927Moz,Moz,,,,
ETH1928Mugugi,Muguǧi,Koegu,,,
ETH1929Muher,Muḫǝr,"Mwäḫǝr, Muxer",,,
ETH1930Murle,Murle,Olam,,,
ETH1931Mursi,Mursi,,,,
ETH1932Mururs,Murursade,"Murasade, Murusade",,,
ETH1933Musung,Mušunguli,,,,
ETH1934Muuser,"Muuse, reer",,,,
ETH1935Naa,Naʾa,,,,
ETH1936Nabarr,Nabarra,,,,
ETH1937Nadare,Nadare,,,,
ETH1938Nafas,Näfas,,,,
ETH1939Nafiha,Nāfiʿ Ḥarag,,,,
ETH1940Nagado,Nagado Tigroč,,,,
ETH1941Naggad,Naggadee,,,,
ETH1942Naggad,Naggadoo,Nagaadoo,,,
ETH1943Ŋalam,Ŋalam,,,,
ETH1944naŋato,Ñaŋatom,Bume,,,
ETH1945NaoBus,Nao Bušašo,,,,
ETH1946Nara,Nara,“Barya”,,,
ETH1947Nasiro,Nasiro,,,,
ETH1948Nassar,Nassár,,,,
ETH1949Nayi,Nayi,Naʾo,,,
ETH1950Negera,Negera,,,,
ETH1951Nonno,Nonno,"Nonnoo, Nonno Illuu, Nunnu, Nunnuu, Wärra Nonno",,,
ETH1952Noolee,Noolee,Nole,,,
ETH1953Nuba,Nuba,,,,
ETH1954Nuer,Nuer,,,,
ETH1955Nurab,Nurāb,,,,
ETH1956Nurann,Nuranna,,,,
ETH1957NuurYu,Nuur Yuunis,,,,
ETH1958Nzema,Nzema,,,,
ETH1959Obboru,Obborubär,,,,
ETH1960Oboo,Oboo,,,,
ETH1961Oborra,Oborra,,,,
ETH1962Ocollo,Očollo,,,,
ETH1963OdaAli,Oda ʿAlī,,,,
ETH1964Odoola,Odoola,,,,
ETH1965Olmoqu,Olmoque,,,,
ETH1966Ometo,Ometo,,,,
ETH1967Ongosu,Ongosula,,,,
ETH1968Ongota,ʿOngota,Birale,,,
ETH1969Ongut,Ongut,,,,
ETH1970Opuuo,Opuuo,,,,
ETH1971Ora,Ora,,,,
ETH1972Orma,Orma,,,,
ETH1973Oromo,Oromo,,,,
ETH1974Otto,Otto,,,,
ETH1975Otu,Otu,,,,
ETH1976Oyda,Oyda,,,,
ETH1977Oydina,Oydina,,,,
ETH1978Oyyata,Oyyata,"Oyeta, Oyota",,,
ETH1979Paayti,Paʾayti,,,,
ETH1980Pabir,Pabir,,,,
ETH1981Pokomo,Pokomo,,,,
ETH1982Pokot,Pokot,,,,
ETH1983Qabeen,Qabeena,,,,
ETH1984Qadida,Qādīdá,,,,
ETH1985Qahtan,Qaḥṭānī,Muqrī,,,
ETH1986Qeha,Qeha,,,,
ETH1987Qeween,Qeweena,,,,
ETH1988Qogo,Qogo,,,,
ETH1989Qoncac,Qončača,,,,
ETH1990Qortee,Qortee,,,,
ETH1991Qotong,Qoton ǧoog,,,,
ETH1992Qwadza,Qwadza,,,,
ETH1993Raayya,Raayyaa,,,,
ETH1994Rabban,"Rabban Šāḇōr, mon.",,,,
ETH1995Rabia,Rabīʿa,,,,
ETH1996Rahanw,Raḥanween,"Raḥanweyn, Raxanweyn",,,
ETH1997Rajput,Rajput,,,,
ETH1998Rasaid,Rašāʾida,"Rašāyda, Rašāyida",,,
ETH1999Rasidi,Rašīdī,,,,
ETH2000Rauso,Rauso,,,,
ETH2001Rayyaa,Rayyaa,"Rayya Azaboo, Raayyaa, Rayya",,,
ETH2002Rendil,Rendille,,,,
ETH2003Rengak,Rengako,,,,
ETH2004Rhyzop,Rhyzophagoi,,,,
ETH2005Rikabi,Rikābī,,,,
ETH2006Rikata,Rikʾata,,,,
ETH2007Riqbat,Riq򰄁bāt,,,,
ETH2008Ris,Ris,,,,
ETH2009Robra,Robra,,,,
ETH2010Rorom,Rorom,,,,
ETH2011Rubata,Ru򰄁bāṭāb,,,,
ETH2012saarba,Šaarbana,,,,
ETH2013saasoo,Šaašoogo,,,,
ETH2014sabbiy,Ṣabbīya,,,,
ETH2015Sabboe,"Sabbo, ethn",,,,
ETH2016Sabdar,Säbdärat,,,,
ETH2017sabo,Šabo,"Mikeyir, Sabu",,,
ETH2018Sadaca,Sadača,Sädäča,,,
ETH2019SadanM,Sadan Marawwa,,,,
ETH2020Saggo,Saggo,,,,
ETH2021Saho,Sāho,,,,
ETH2022Sahrat,Sahratān,,,,
ETH2023Sai,Sai,,,,
ETH2024Saiddo,Saʿiddó,,,,
ETH2025sakaco,Šakačo,"Šeka, Šekka",,,
ETH2026Sakmar,Sakmarra,,,,
ETH2027Sakuye,Sakuye,,,,
ETH2028sale,Šale,,,,
ETH2029Saleeb,Saleebaan,,,,
ETH2030Sallaa,Sallaan,,,,
ETH2031sallim,Ṣällim,,,,
ETH2032Sam,Sam,,,,
ETH2033Samaal,Samaale,,,,
ETH2034Samari,Samaritans,,,,
ETH2035samay,Ṣamay,"Ṣamakko, Ṣamako, Kule",,,
ETH2036Sambaa,Sambaata,,,,
ETH2037Sambir,Sambiri,,,,
ETH2038Sambur,Samburu,,,,
ETH2039Samene,Samene,,,,
ETH2040sanada,Ṣänʿadäglä,"Ṣanʿadägle, Ṣǝnʿa Dägle",,,
ETH2041Sandag,Sandage,,,,
ETH2042sangam,Šangama,Šangma,,,
ETH2043sanqel,Šanqǝlla,"Šanqalla, Šanqilla, Šǝnqǝlla",,,
ETH2044Sarabe,Säräbe,,,,
ETH2045Sarace,Saracens,,,,
ETH2046Sardal,Sardal,,,,
ETH2047Sarto,Särṭo,,,,
ETH2048sata,Ṣata,,,,
ETH2049sawatt,Šäwʿattä ʿAnsäba,"Šobʿattä Ansäba, Šäbattä Ansäba",,,
ETH2050sawis,Šawiš,,,,
ETH2051say,Šay,,,,
ETH2052saye,Šaye,,,,
ETH2053Sayyoo,Sayyoo,,,,
ETH2054sB,ŠʿB,,,,
ETH2055se,Še,,,,
ETH2056Seehor,Seehorma,,,,
ETH2057sekLah,Šek Laḥlaha ʿAre,,,,
ETH2058SekakB,Sēká-k Badoytá-mēlá,,,,
ETH2059seko,Šeko,"Čako, Dorsa/Dorša, Šäko, Šeka",,,
ETH2060Sekoda,Sǝkodasa,Sokodasa,,,
ETH2061Selti,Sǝlṭi,"Islamiñña, Yiislaam Af, Sǝlṭe, Silṭi, Silṭe",,,
ETH2062semaga,Šǝmagällä,"Šǝmagǝlle, Šǝmagille, Wäld Šum",,,
ETH2063Serma,Serma,,,,
ETH2064Sesea,Sesea,,,,
ETH2065seyamo,Ṣǝyamo,ṢYM,,,
ETH2066Sheekh,Sheekhaal,,,,
ETH2067Shillu,Shilluk,Šilluk,,,
ETH2068Sibuu,Sibuu,,,,
ETH2069sida,Śʾida,,,,
ETH2070Sidaam,Sidaama,"Sidama, Sidamo",,,
ETH2071Siddi,Siddī,,,,
ETH2072Sidee,Sidee,,,,
ETH2073Sikko,Sikko,Siko,,,
ETH2074Silema,Silēman Gāša,,,,
ETH2075silkon,Šilkong,,,,
ETH2076SillaO,Silla Odda,Solla Odda,,,
ETH2077sinass,Šinašša,"Bòrná, Boro",,,
ETH2078Singab,Singabene,,,,
ETH2079sirazi,Šīrāzī,,,,
ETH2080siro,Širo,,,,
ETH2081sita,Šita,,,,
ETH2082SobaNo,Soba Noba,,,,
ETH2083Soddo,Soddo,Kǝstane,,,
ETH2084Sogona,Sogonà,,,,
ETH2085Solate,Solate,,,,
ETH2086Somali,Somali,,,,
ETH2087Songay,Songay,,,,
ETH2088Songo,Songo,,,,
ETH2089Songog,Songog Godá,,,,
ETH2090Sooro,Sooro,,,,
ETH2091Soorra,Soorraaʿ,,,,
ETH2092sori,Šori,,,,
ETH2093sua,Šua,,,,
ETH2094Suba,Suba,,,,
ETH2095Subaku,Subākum Ḥarag,,,,
ETH2096Subbo,Subbo,,,,
ETH2097Suber,Suber,,,,
ETH2098Sudee,Sudee,,,,
ETH2099sukuri,Šukurīya,Šukrīyah,,,
ETH2100Sumail,Sumâʿiltó,,,,
ETH2101sumal,Ṣūmāl,,,,
ETH2102Summus,Summus Sǝlṭi,,,,
ETH2103Suri,Suri,"Suuri, Surma",,,
ETH2104Suruks,Surukso,,,,
ETH2105Sutuma,Sutuma,,,,
ETH2106Suuba,Suuba,,,,
ETH2107Swahil,Swahili,,,,
ETH2108Taaisa,Taʿāʾiša,,,,
ETH2109Tagaro,Tägaro,,,,
ETH2110Taguda,Taguda,,,,
ETH2111Takil,Tákʿil,,,,
ETH2112Takkad,Takkaḍi,,,,
ETH2113Takkal,Täkkälä ʿAggäba,,,,
ETH2114Talfan,Tälfän,,,,
ETH2115Tallen,Tallensi,,,,
ETH2116Tama,Tama,,,,
ETH2117Tamitk,Tamít kē ḥaɖa-m mēlá,,,,
ETH2118taqwe,Ṭäqwe,,,,
ETH2119Tarqer,Tärqer Fǝtǝh,,,,
ETH2120Tarua,Tarūʿa,"Taroʿa, Tǝroʿa",,,
ETH2121Tatars,Tatars,,,,
ETH2122Tawalt,Tawaltut ʿAre,,,,
ETH2123Taza,Taza,,,,
ETH2124Tegera,Tǝgǝra,,,,
ETH2125Tegre,Tǝgre,,,,
ETH2126Tegren,Tǝgrǝñña,Tǝgrǝñña speakers,,,
ETH2127Tenet,Tenet,,,,
ETH2128Teru,Teru,,,,
ETH2129Teruha,Têru Ḥaysantó,,,,
ETH2130Teso,Teso,,,,
ETH2131Tiama,Tiama,,,,
ETH2132Tigret,Tigrētai,,,,
ETH2133Tika,Tika,,,,
ETH2134timbaa,Ṭimbaaro,,,,
ETH2135Timmuu,Timmuugaa,Ṭǝmmuga,,,
ETH2136Tirmag,Tirmaga,,,,
ETH2137Tongo,Tongo,,,,
ETH2138Toposa,Toposa,,,,
ETH2139Tora,Torʿa,,,,
ETH2140Torban,Torban Oboo,,,,
ETH2141Troglo,Troglodytai,Troglodites,,,
ETH2142Tukrir,Tukrīr,"Takrur, Tǝkwǝrir, Tuḵrir, Tuqrīr",,,
ETH2143Tumaal,Tumaal,,,,
ETH2144Tummee,Tummee,Tume,,,
ETH2145Turkan,Turkana,,,,
ETH2146Turo,Turo,Duro,,,
ETH2147Tuuf,Tuuf,,,,
ETH2148Tuulam,Tuulama,Tulama,,,
ETH2149Ubamar,Ubamär,"Ubamer, Woba",,,
ETH2150Uduk,Uduk,"Ṭwampa, Udhuk",,,
ETH2151Ulel,Ulél,,,,
ETH2152UllAll,Ullʾ Allaaba,,,,
ETH2153Uluto,Uluʿtó,,,,
ETH2154Ubamar,Ubamär,"Ubamer, Woba",,,
ETH2155UmarMa,"ʿUmar, Maǧeerteen ethn.",,,,
ETH2156Umarto,ʿUmarto,,,,
ETH2157UmmAli,Umm Alī,,,,
ETH2158UmmNag,Umm Nāǧī,,,,
ETH2159Ummo,Ummo,,,,
ETH2160UnɖaAl,ʿUnɖa ʿAlih-sarra,,,,
ETH2161Uraga,Uraga,Uraaga,,,
ETH2162Urdu,Urdu,,,,
ETH2163Uru,Uru,,,,
ETH2164Urusso,Urusso,,,,
ETH2165Urweyn,Urweyne,,,,
ETH2166Usmalo,Usmalo,,,,
ETH2167Waata,Waaṭa,,,,
ETH2168Waayyu,Waayyu,,,,
ETH2169Wabaju,Wabajuni,,,,
ETH2170Wabari,Wabarii,Oborra,,,
ETH2171Waboni,Waboni,,,,
ETH2172Waco,Wačo,,,,
ETH2173Waddu,Waddu,,,,
ETH2174Waga,Waga,,,,
ETH2175Wagguu,Waǧǧuu,,,,
ETH2176Wagosa,Wagoša,,,,
ETH2177Wagram,Wagram,,,,
ETH2178Wako,Wako,,,,
ETH2179Walaal,Walaaldoon,,,,
ETH2180Walane,Wäläne,"Wälläne-Gädäbano, Wälläne",,,
ETH2181Walayt,Wälaytta,"Borodda, Wälamo",,,
ETH2182Waliso,Waliso,Wälliso,,,
ETH2183Wallag,Wallaga,,,,
ETH2184Walqay,Wälqayte,,,,
ETH2185Wange,Wänge,,,,
ETH2186Waqtis,Waqtišiile,,,,
ETH2187Warabo,Wäräbo,,,,
ETH2188Warans,Wäränša,,,,
