ID,Place,Place,Place,Coordinates,Type,Region,Texts related (lookup),MSS related (lookup)
LOC1435Amul,Āmul,,,,pl.n.,,,
LOC1436Amuru,Amuru,,,,reg.,,,
LOC1437Anaaji,Anaaǧina,Anāǧina,,,pl.n.,,,
LOC1438Anager,ʿAnagǝr,,,,reg.,,,
LOC1439Anatol,Anatolia,,,,reg.,,,
LOC1440Anbasa,Anbäsät Gäläba,,,,reg.,,,
LOC1441Ancarr,Ančarro,,,,town,,,
LOC1442Ancasa,Ancaša,,,,pl.n.,,,
LOC1443Ancem,Ančǝm,,,,pl.n.,,,
LOC1444Andara,Andarača,,,,town,,,
LOC1445Andara,Andarača Maryam,,,,church,,,
LOC1446Andebe,Andǝbet,,,,pl.n.,,,
LOC1447Andido,ʿAndido Gäbrǝʾel,,,,church,,,
LOC1448Andhra,Andhra Pradesh,,,,reg.,,,
LOC1449Anfill,Anfillo,,,,forest,,,
LOC1450Angaca,Angača,,,,town,,,
LOC1451Angar,Angär,,,,riv.,,,
LOC1452Angara,Angäräb,,,,riv.,,,
LOC1453Angatg,Angatge,,,,agär,,,
LOC1454Angir,Angir,,,,settl.,,,
LOC1455Angola,Angoläla,Angwäläla,,,town,,,
LOC1456Angola,Angoläla Kidanä Mǝḥrät,,,,church,,,
LOC1457Angorc,Angorḉa,,,,settl.,,,
LOC1458Angot,Angot,,,,reg.,,,
LOC1459Angwa,ʿAngwa,,,,pl.n.,,,
LOC1460AngwaG,ʿAngwa Giyorgis,,,,church,,,
LOC1461AngwaM,ʿAngwa Mikaʾel,,,,church,,,
LOC1462AnkoWa,Anko Waḉo,,,,reg.,,,
LOC1463Ankoba,Ankobär,,,,mt.,,,
LOC1464Ankoba,Ankobär,,,,town,,,
LOC1465Ankoba,Ankobär,,,,wär.,,,
LOC1466Ankyra,Ankyra,Ankara,,,pl.n.,,,
LOC1467Anna,Anna,Anaa,,,reg.,,,
LOC1468Anole,Anole,,,,town,,,
LOC1469AnqarB,Anqär Baʾatti,,,,arch. site,,,
LOC1470Ansaba,ʿAnsäba,,,,riv.,,,
LOC1471Ansaba,ʿAnsäba,,,,reg.,,,
LOC1472Ansata,Ansäta,,,,reg,,,
LOC1473AnSeya,Anṣǝya,,,,riv.,,,
LOC1474AnSoki,Anṣokiya,Anṭūkīya,Anṭalya,,reg.,,,
LOC1475AnSoki,Anṣokiya-Gämza,,,,wär.,,,
LOC1476Araho,Aräḥo,,,,reg.,,,
LOC1477Arakit,Aräkit,,,,pl.n.,,,
LOC1478Antalo,Anṭalo,Ḥinṭālū,Hǝnṭalo,,town,,,
LOC1479Arada,Arada,,,,pl.n.,Ambo,,
LOC1480Antama,Antamani,,,,pl.n.,,,
LOC1481Antioc,Antioch,,,,town,,,
LOC1482Anza,ʿAnza,,,,arch. site,,,
LOC1483AnZare,Anžäre,,,,riv.,,,
LOC1484ApaHor,Apa Hor,,,,pl.n.,,,
LOC1485Apadan,Apadana,,,,reg.,,,
LOC1486Apolog,Apólogos,,,,pl.n.,,,
LOC1487Aqaqi,Aqaqi,Akaki Haqaaqii,,,town,,,
LOC1488Aqaqi,Aqaqi,Great Aqaqi,,,riv.,,,
LOC1489Aqaqi,Aqaqi,,,,wär.,,,
LOC1490AqaqiM,Aqaqi Mädḫane ʿAläm,,,,church,,,
LOC1491Aqasta,Aqästa,,,,town,,,
LOC1492Aqiq,Aqīq,Ptolemais of the Huntings,,,port,,,
LOC1493Aql,ʿAql,,,,is.,,,
LOC1494Aqobo,Aqobo,,,,riv.,,,
LOC1495Aqorda,ʿAqordät,Agordat,Aqordät,,town,,,
LOC1496Aqraba,ʿAqrabāʾ,,,,pl.n.,,,
LOC1497ArabGa,Aräb Gända,,,,pl.n.,Däse,,
LOC1498ArabGa,Arab Gända,,,,pl.n.,Gondär,,
LOC1499Arabab,Arabäbni,,,,reg.,,,
LOC1500Arabia,Arabia,,,,reg.,,,
LOC1501Aramis,Aramis,,,,pl.n.,,,
LOC1502Arabia,Arabian Peninsula,,,,reg.,,,
LOC1503Aranto,Aranto,,,,pl.n.,,,
LOC1504Araqqe,Aräqqǝṭ,,,,town,,,
LOC1505Arapki,Arapkir,,,,pl.n.,,,
LOC1506Arara,Arära,,,,reg.,,,
LOC1507AratMa,Arat Makaraka,,,,mt.,,,
LOC1508Arate,Arate,,,,area,,,
LOC1509Aramo,Aramo,,,,pl.n.,Eritrea,,
LOC1510Aramo,Arāmo,,,,pl.n.,Yǝfat,,
LOC1511AraroT,Araʿro Täklä Haymanot,,,,church,,,
LOC1512Arate,Arate,,,,church,,,
LOC1513Aratge,Aratge,,,,agär,,,
LOC1514Aratu,Aratu,,,,arch. site,,,
LOC1515Araya,Araya,,,,pl.n.,,,
LOC1516ArbaAm,Arba Amba,,,,pl.n.,,,
LOC1517ArbaMe,Arba Mǝnḉ,,,,town,,,
LOC1518ArbaMe,Arba Mǝnḉ Zuriya,,,,adm.,,,
LOC1519ArbaRu,Arbaʿ Rubaʿ,,,,pl.n.,,,
LOC1520ArbaRu,Arbaʿ Rukun,,,,mosque,,,
LOC1521ArbaWa,Arba Wayu,,,,pl.n.,,,
LOC1522Ardibb,Ardibbo,,,,lake,,,
LOC1523Arbaet,Arbaʿǝtu Ǝnsǝsa,,,,church,Aks.,,
LOC1524Arbaet,Arbaʿǝtu Ǝnsǝsa,,,,church,Funduroo,,
LOC1525Arbaet,Arbaʿǝtu Ǝnsǝsa,,,,church,Gärʿalta,,
LOC1526Arbaet,Arbaʿǝtu Ǝnsǝsa,,,,church,Gondär,,
LOC1527Arbaet,Arbaʿǝtu Ǝnsǝsa,,,,church,Zway,,
LOC1528ArbeGo,Arbe Gona,,,,pl.n.,,,
LOC1529Arekwa,Arekwa,,,,riv.,,,
LOC1530AreraF,Arera Fura,,,,settl.,,,
LOC1531Aret,Aret,,,,arch. site,,,
LOC1532Arero,Arero,,,,town,,,
LOC1533Arezzo,Arezzo,,,,town,,,
LOC1534Argaga,Argaga Enḉinne,,,,pl.n.,,,
LOC1535Aqabah,ʿAqabah,,,,gulf,,,
LOC1536Arjo,Arǧo,Arǧoo,,,town,,,
LOC1537Armace,Armaḉǝho,,,,town,,,
LOC1538ArgobB,Argob Bari,Argobäri Erer Gate,,,gate Har.,,,
LOC1539Arho,Arho,,,,pl.n.,,,
LOC1540Ariaca,Ariaca,,,,pl.n.,,,
LOC1541Arianz,Arianzos,,,,town,,,
LOC1542Aringo,Aringo,,,,town,,,
LOC1543Armany,Armanya,,,,settl.,,,
LOC1544Askata,Askätäm,,,,pl.n.,,,
LOC1545Arno,Arno,,,,riv.,,,
LOC1546Aroge,Aroge,,,,pl.n.,,,
LOC1547Arradd,ʿArraddó,,,,pl.n.,,,
LOC1548ArrafL,Arräf Lebbe,,,,pl.n.,,,
LOC1549Arraza,ʿArräza,,,,reg.,,,
LOC1550Arsima,Arsima Maryam,,,,church,,,
LOC1551Artumm,Arṭumma,Harṭumma,,,reg.,,,
LOC1552AcadaM,Aḉädä Mikaʾel,,,,church,,,
LOC1553Assage,Assagǝrt,,,,wär.,,,
LOC1554Asar,Ašär,,,,riv.,,,
LOC1555Asasa,Asasa,Aśaśa,,,reg.,,,
LOC1556Asayta,Asayta,Aysaʿīytá,,,town,,,
LOC1557Asko,Asko,,,,reg.,,,
LOC1558Asayun,Asayʿun,,,,town,,,
LOC1559AsbaTa,Asbä Täfäri,,,,town,,,
LOC1560Asberi,Asberi,,,,settl.,,,
LOC1561ASbi,Aṣbi,Azbì,,,town,,,
LOC1562ASbiDa,Aṣbi Dära,Aṣbidära,,,reg.,,,
LOC1563A�SbiE,A򡹣ṣbi Ǝnda Śǝllase,Ǝnda Śǝllase,,,church,,,
LOC1564A�SbiW,A򡹣ṣbi Wämbärta,,,,wär.,,,
LOC1565Asale,Asale,Asälla,,,lake,,,
LOC1566Asale,ʿAsale,,,,mt.,,,
LOC1567Asbo,ʿAsbo,,,,mt.,,,
LOC1568Asosa,Asosa,Asossa,,,town,,,
LOC1569Asboru,Asboru,,,,mt.,,,
LOC1570Aseba,ʿAsǝba,,,,reg.,,,
LOC1571Asfaca,Asfačäw,,,,mt.,,,
LOC1572Asgade,Asgäde,,,,reg.,,,
LOC1573AShafi,ʿAṣḥafi,,,,area,,,
LOC1574Asimba,Asimba,,,,mt.,,,
LOC1575Asinar,Asinara,,,,is.,,,
LOC1576alAsmu,al-Ašmūnayn,,,,pl.n.,,,
LOC1577AsirMa,Asir Mätira,Asira Mätira; Asǝr Mätira,Ašǝr Mätira,Däbrä ʿAlima; Däbrä ʿAlama,mon.,,,
LOC1578Asmadd,Asmāddīn Bari,Šäwa Bärr; Bāb at-Turk; Bāb an-Naṣr,,,gate Har.,,,
LOC1579Asmara,Asmära,,,,town,,,
LOC1580Assal,ʿAssal,Karumbae Bad Karum,,,lake,,,
LOC1581Assam,ʿAssäm,ʿAsäm Hassäm,,,riv.,,,
LOC1582ASSaSa,Aṣṣaṣame Qǝddus Mikaʾel,Aṭṭaṭami Mikaʾel Gondär Qǝddus Mikaʾel,,,church,Gondär,,
LOC1583Assir,Assir,,,,emirate,,,
LOC1584Astit,Astit,,,,settl.,,,
LOC1585AstitK,Astit Kidanä Mǝhrät,,,,church,,,
LOC1586Asus,Asus,,,,settl.,,,
LOC1587AswaMa,Aswa Maryam,,,,church,,,
LOC1588Aswan,Aswān,,,,pl.n.,,,
LOC1589Asyut,Asyūṭ,Lycopolis,,,reg.,,,
LOC1590Ataba,Atäba,,,,riv.,,,
LOC1591Atakel,Atakǝlt,,,,pl.n.,,,
LOC1592Ataye,Aṭaye,Efeson,,,town,,,
LOC1593Ataru,Aṭaru,,,,pl.n.,,,
LOC1594Ataret,Atäret,,,,pl.n.,,,
LOC1595Atarph,Atárph,Atephár,,,pl.n.,,,
LOC1596Atayye,Aṭayye,,,,riv.,,,
LOC1597Atazo,Atazo,,,,pl.n.,,,
LOC1598Atbara,Atbara,Atbära,,,riv.,,,
LOC1599Athara,Athara,,,,riv.,,,
LOC1600Athens,Athens,,,,town,,,
LOC1601Atkana,Atḵäna,,,,pl.n.,,,
LOC1602Atrons,Atronsä Maryam,,,,mon.,,,
LOC1603Au,Aù,,,,pl.n.,,,
LOC1604Aue,Aue,,,,pl.n.,,,
LOC1605Austra,Australia,,,,country,,,
LOC1606Avigno,Avignon,,,,town,,,
LOC1607AwDaba,Āw Dabana,,,,mosque,,,
LOC1608AwQura,Āw Qurʾān gēy,,,,Har.,,,
LOC1609Awsand,Awsandábba,,,,reg.,,,
LOC1610AwSari,Āw Šarīf,,,,mt.,,,
LOC1611AwaWad,Awä Wäday,,,,pl.n.,,,
LOC1612Awad,ʿAwāḍ,,,,settl.,,,
LOC1613Awadi,Awadi,Hawadi,,,riv.,,,
LOC1614AwaluG,Awalu Galba,Bäʿatti Awalo,,,arch. site,,,
LOC1615AwaraM,Awara Mälka,,,,pl.n.,,,
LOC1616Awas,Awaš,,,,railway station,,,
LOC1617Awas,Awaš,Wēʿáytu,,,riv.,,,
LOC1618Awasa,Awasa,,,,lake,,,
LOC1619Awasa,Awasa,,,,town,,,
LOC1620Awasga,Awašgama,,,,reg.,,,
LOC1621Awdal,Awdal,Aftal,Aftali; Awtal,,town,,,
LOC1622AwdiBe,ʿAwdi Bǝrhanu,,,,pl.n.,,,
LOC1623Awli,Awliʿ,,,,pl.n.,,,
LOC1624Awliya,Awliyāʾ Kumbo,,,,pl.n.,,,
LOC1625Awsa,Awsa,,,,town,,,
LOC1626Awsan,Awsan,,,,kingdom,,,
LOC1627AwzaMa,Awza Maryam,,,,church,,,
LOC1628Aya,Aya,Hayo,,,pl.n.,,,
LOC1629Ayand,Ayand,,,,pl.n.,,,
LOC1630Ayba,Ayba,Ayaba,,,settl.,Gondär,,
LOC1631Ayba,ʿAyba,,,,settl.,Tǝgray,,
LOC1632AybaGa,ʿAyba Gämad,,,,pl.n.,,,
LOC1633AybaKi,Ayba Kidanä Mǝḥrät,,,,church,,,
LOC1634Ayda,ʿAyda,,,,mon.,Agot,,
LOC1635Ayda,Ayda,,,,pl.n.,,,
LOC1636Aydhab,ʿAyḏāb,,,,port,,,
LOC1637Ayfars,Ayfars,,,,pl.n.,,,
LOC1638AyhudA,Ayhud Amba,,,,mt.,,,
LOC1639Aykal,Aykäl,,,,town,,,
LOC1640Ayla,ʿAyla,ʿĒylāṯ,,,town,,,
LOC1641Aylat,ʿAylät,,,,pl.n.,,,
LOC1642Aymall,Aymälläl,,,,reg.,,,
LOC1643AynAmb,ʿAyn Amba,,,,settl.,,,
LOC1644Ayyaba,Ayyabär,,,,pl.n.,,,
LOC1645AynHum,ʿAyn Ḥumrān,,,,pl.n.,,,
LOC1646AynSan,ʿAyn Sänʿafe,,,,mt.,,,
LOC1647Ayna,Ayna,,,,town,,,
LOC1648AynaAl,ʿAynä ʿAläm,,,,settl.,,,
LOC1649AynaKa,Aynä Kärm,,,,pl.n.,,,
LOC1650Ayne,Ayne,,,,town,,,
LOC1651AynaKa,Aynä Kärm,,,,pl.n.,,,
LOC1652AyneMa,Ayne Maryam,,,,church,,,
LOC1653AyneMe,Ayne-Mela,,,,pl.n.,,,
LOC1654AyneRo,Ayne-Robi,,,,riv.,,,
LOC1655Ayra,Ayra,,,,town,,,
LOC1656Ayrarr,Ayrarra,,,,riv.,,,
LOC1657Aysaaa,Ayšaaʿa,,,,pl.n.,,,
LOC1658Aysal,Ayšal,,,,plain,,,
LOC1659AyyoMa,Ayyo Makoo,,,,pl.n.,,,
LOC1660Azabo,ʿAzäbo,,,,reg.,,,
LOC1661Azakar,Azäkäre,,,,pl.n.,,,
LOC1662Azalo,Azälo,Azalu; Maǧit,Ayelu; Ayyalu,,mt.,,,
LOC1663Azana,Azäna,,,,reg.,,,
LOC1664Azande,Azande,Zande,,,reg.,,,
LOC1665Azania,Azania,,,,reg.,,,
LOC1666alAzar,al-ʿAzarīya,Bethany,,,pl.n.,,,
LOC1667Azarna,Azärnät,,,,reg.,,,
LOC1668Azawur,Azawur Kidanä Mǝḥrät,,,,church,,,
LOC1669Azazo,Azäzo,,,,town,,,
LOC1670AzazoT,Azäzo Täklä Haymanot,,,,church,,,
LOC1671AzwaGa,Azwa Gäde,,,,mt.,,,
LOC1672Baabbi,Baabbillee,Babillee,,,wär.,,,
LOC1673BaalaW,Bäʿalä Wäld,,,,church,Ankobär,,
LOC1674Baalbe,Baalbek,,,,arch. site,,,
LOC1675Baata,Bäʾata,Bäʾatä Maryam; Bäʾata Lämaryam,Taʿǝka Nägäśt Bäʾata Lämaryam,,mon.,Addis Abäba,,
LOC1676Baata,Bäʾata,Bäʾatä Maryam,Bäʾata Lämaryam,,church,Gondär,,
LOC1677Baata,Bäʾata,,,,church,Sägli,,
LOC1678Baata,Bäʾata,,,,district,,,
LOC1679BaataL,Bäʾatä Lǝm,,,,pl.n.,,,
LOC1680Baatta,Bäʿattä ḤammoƎgziʾ,,,,pl.n.,,,
LOC1681Baatti,Bäʿatti Abba Qäysi,,,,rock art site,,,
LOC1682Baatti,Bäʿatti Maryam,,,,rock art site,,,
LOC1683Baatti,Bäʿatti Maryam,,,,church,,,
LOC1684Baatti,Bäʿatti Mǝbqwal,,,,rock art site,,,
LOC1685Baatti,Bäʿatti Mǝšul,,,,rock art site,,,
LOC1686Baatti,Bäʿatti Nǝbayti,,,,rock art site,,,
LOC1687Baatti,Bäʿatti Ṣǝllum,,,,rock art site,,,
LOC1688BabalM,Bāb al-Mandab,,,,strait,,,
LOC1689BabJan,Bab Ǧänǧǝren,,,,valley,,,
LOC1690Babaka,Bäbäka,,,,reg.,,,
LOC1691Babbak,Bäbbäks Däbrä Gännät,,,,church,,,
LOC1692Babylo,Babylon,,,,town,,,
LOC1693Bacco,Bäččo,,,,town,,,
LOC1694Bacuma,Bačuma,,,,pl.n.,,,
LOC1695Bad,Bäd,,,,pl.n.,,,
LOC1696Badayd,Badayda,,,,pl.n.,,,
LOC1697Badda,Badda,,,,mt.,,,
LOC1698BaddaR,Badda Roge,,,,mt.,,,
LOC1699Baddes,Bäddessa,,,,settl.,,,
LOC1700Badell,Bädelle,Bäddälle; Bädelle; Bädälle,Baddallee,,reg.,,,
LOC1701Badeqe,Badǝqe,,,,church,,,
LOC1702Badera,Badera,,,,pl.n.,,,
LOC1703Badess,Badessa,,,,plain,,,
LOC1704Badi,Bāḍiʿ,,,,port,,,
LOC1705BadiFo,Badi Folla,,,,reg.,,,
LOC1706Badiqa,Badiqa,,,,town,,,
LOC1707Badiqi,Bādiqī,,,,pl.n.,,,
LOC1708Badiri,Badiri Ballo,,,,reg.,,,
LOC1709Badoqe,Badoqe,,,,pl.n.,,,
LOC1710Badr,Badr,,,,pl.n.,,,
LOC1711Badu,Badu,,,,pl.n.,,,
LOC1712Bajana,Baǧäna,,,,pl.n.,,,
LOC1713Bagemd,Bägemdǝr,,,,reg.,,,
LOC1714Baghda,Baghdad,,,,town,,,
LOC1715Bagio,Bägiʿo,,,,pl.n.,,,
LOC1716Bahaar,Bahaare,,,,forest,,,
LOC1717Bahar,Baḥar,,,,pl.n.,,,
LOC1718Bahara,Baharä Maryam,,,,church,,,
LOC1719Bahat,Bähat,,,,pl.n.,,,
LOC1720BaherB,Baḥǝr Bilal,,,,reg.,,,
LOC1721BaherD,Baḥǝr Dar,,,,town,,,
LOC1722BaherG,Bahǝr Gǝmb,,,,pl.n.,,,
LOC1723BaherM,Baḥǝr Mǝdǝr,Mǝdri Baḥri,,,reg.,,,
LOC1724Bahla,Bāḥlā,,,,pl.n.,,,
LOC1725Bala,Bala,,,,settl.,,,
LOC1726Bahrey,Baḥrǝy Gǝmb,,,,settl.,,,
LOC1727Balaba,Balabat,,,,pl.n.,,,
LOC1728Bahrka,Bahrkänta,,,,pl.n.,,,
LOC1729Baidoa,Baidoa,,,,pl.n.,,,
LOC1730Bakke,Bäkke,,,,pl.n.,,,
LOC1731Bakko,Bakko,,,,mt.,,,
LOC1732Bakko,Bakko,,,,reg.,,,
LOC1733Bakko,Bakko,,,,town,,,
LOC1734Balah,Bälah,,,,mt.,,,
LOC1735Balamb,Bälamba,,,,pl.n.,,,
LOC1736Balad,Balʿad,,,,pl.n.,,,
LOC1737Balas,Bäläs,,,,riv.,,,
LOC1738Balasa,Bäläsa,,,,riv.,,,
LOC1739Balasa,Bäläsa,,,,reg.,,,
LOC1740Balaya,Bäläya,,,,reg.,,,
LOC1741Balaza,Bäläza,,,,town,,,
LOC1742Balbal,Balbala,,,,pl.n.,,,
LOC1743Bale,Bale,Bali,Baale,,reg.,,,
LOC1744Bale,Bale,,,,town,,,
LOC1745BaleAr,Bale-Arsi,,,,reg.,,,
LOC1746Balli,Balli,,,,pl.n.,,,
LOC1747Ballo,Ballo,,,,pl.n.,,,
LOC1748Balci,Balči,,,,town,,,
LOC1749BaltaQ,Balta Qara,,,,pl.n.,,,
LOC1750Balya,Bälya,,,,reg.,,,
LOC1751Banga,Banga,Manga,,,mt.,,,
LOC1752Banja,Banǧa,,,,reg.,,,
LOC1753Bambas,Bambasi,,,,town,,,
LOC1754Bambeq,Bambǝqo,,,,pl.n.,,,
LOC1755Bambi,Bämbi,,,,pl.n.,,,
LOC1756Bambol,Bambolo Mǝllaš,,,,reg.,,,
LOC1757Banako,Bänakolä,Banna Kole,,,wär.,,,
LOC1758Banno,Banno,,,,settl.,,,
LOC1759BantuM,Bantu Mikaʾel,,,,church,,,
LOC1760Baqla,Bäqla,Bäqlo,,,reg.,,,
LOC1761Baquli,Baqulin,Bagulīn,,,pl.n.,,,
LOC1762Baqwel,Bäqwǝlo Säbbärä,,,,pl.n.,,,
LOC1763Baqoce,Bäqoče,,,,reg.,,,
LOC1764Baraas,Baraʿasōli,,,,pl.n.,,,
LOC1765Barahl,Bäraḥläy,,,,town,,,
LOC1766Barahl,Bäraḥle,,,,reg.,,,
LOC1767Barahs,Barahseri,,,,pl.n.,,,
LOC1768Baraka,Bäräka,,,,reg.,,,
LOC1769Baraka,Bäräḵät,,,,pl.n.,,,
LOC1770Baraki,Bäräḵit,,,,arch. site,,,
LOC1771Barant,Bäränta,,,,pl.n.,,,
LOC1772Barara,Bärara,,,,pl.n.,,,
LOC1773Barawl,Barawli,,,,volcano,,,
LOC1774Barbad,Barbados,,,,is.,,,
LOC1775Barbar,Bärbäre,,,,pl.n.,,,
LOC1776Barent,Barentu,Baräntu,,,town,,,
LOC1777Baress,Bäressa,Bärissa,Bareessaa,,riv.,,,
LOC1778Barga,Barga,,,,town,,,
LOC1779Bargeb,Bärgǝbbi,,,,settl.,,,
LOC1780Bari,Bari,,,,reg.,,,
LOC1781Barisa,Barīsā,,,,town,,,
LOC1782Barka,Barka,Baraka,,,riv.,,,
LOC1783BarkaM,Barka Mogaräb,Barka Mogareb,,,settl.,,,
LOC1784Barkan,Barkänta,,,,pl.n.,,,
LOC1785Barkwa,Barkwa,,,,pl.n.,,,
LOC1786Baro,Baro,Barro,,,riv.,,,
LOC1787BaroSa,Baro Salient,,,,geog.,,,
LOC1788Barrah,Bärrah,,,,pl.n.,,,
LOC1789Barsan,Bärsäna,,,,riv.,,,
LOC1790Barta,Barta,,,,pl.n.,,,
LOC1791Bartar,Bartarwa,,,,pl.n.,,,
LOC1792Baryga,Barygaza,,,,pl.n.,,,
LOC1793Barza,Barza,,,,town,,,
LOC1794Barzal,Bärzäla,,,,pl.n.,,,
LOC1795Basaka,Bäsaka,,,,lake,,,
LOC1796BaSe,Baṣǝʿ,,,,is.,,,
LOC1797Baselo,Bäšǝlo,,,,riv.,,,
LOC1798Baseqa,Bäsǝqa,,,,pl.n.,,,
LOC1799Baso,Baso,Šay,,,riv.,,,
LOC1800Baso,Baso,Basso,,,town,,,
LOC1801Baso,Baso,,,,wär.,,,
LOC1802BaSra,Baṣra,,,,port,,,
LOC1803Batu,Bätu,Bäto Betu,,,riv.,,,
LOC1804Batavi,Batavia,Jakarta,,,city,,,
LOC1805Basikd,Basikdira,,,,plateau,,,
LOC1806Bassor,Bassorah,,,,town,,,
LOC1807BateRa,Bāte Raḥayto,,,,pl.n.,,,
LOC1808Bati,Bati,Bāté; Baati,,,town,,,
LOC1809Batos,Batos,,,,mon.,,,
LOC1810BatraM,Bäträ Maryam,,,,church,,,
LOC1811Batu,Batu,,,,mt.,,,
LOC1812BavaGo,Bava Gor,,,,shrine,,,
LOC1813Bawa,Bäwa,,,,pl.n.,,,
LOC1814BayaQa,Bäyä Qäwǝsṭos,,,,church,,,
LOC1815Baylul,Baylūl,Bäylul,,,port,,,
LOC1816Bayo,Bäyo,,,,pl.n.,,,
LOC1817Bayonn,Bayonne,,,,reg.,,,
LOC1818Bayso,Bayso,,,,settl.,,,
LOC1819Baytal,Bayt al-Ḥabšī,,,,reg.,,,
LOC1820Bayuda,Bayuda,,,,reg.,,,
LOC1821Bazaim,Bazaim,,,,port,,,
LOC1822Bazin,Bāzīn,,,,kingdom,,,
LOC1823Bazo,Bazo,Dǝmǝkare,,,riv.,,,
LOC1824Bazza,Bazza,Bonke; Bazza,,,town,,,
LOC1825Becana,Bǝčäna,,,,awr.,,,
LOC1826Becana,Bǝčäna,,,,town,,,
LOC1827Becana,Bǝčäna Giyorgis,,,,church,,,
LOC1828Beccen,Bǝččǝñ,,,,pl.n.,,,
LOC1829Beco,Bǝčo,,,,reg.,,,
LOC1830Begi,Begi,Begii,,,pl.n.,,,
LOC1831Beijin,Beijing,,,,town,,,
LOC1832Beito,Bǝʿito,,,,reg.,,,
LOC1833Beirut,Beirut,Beyrouth,Bayrūt,,town,,,
LOC1834Behnes,Behnesa,Bǝhnǝsa,,,reg.,,,
LOC1835Belala,Bǝlala Arketa,,,,settl.,,,
LOC1836Belaya,Bǝlaya,,,,mt.,,,
LOC1837BeledW,Beled Weyn,Beled Weyne,,,pl.n.,,,
LOC1838Belgiu,Belgium,,,,country,,,
LOC1839Belgra,Belgrade,,,,town,,,
LOC1840Bembea,Bembea,,,,riv.,,,
LOC1841Beness,Benesso-Gurafarda,,,,pl.n.,,,
LOC1842Bengal,Bengal,,,,kingdom,,,
LOC1843BeniSa,Beni Šangul,Bela Šangul,,,reg.,,,
LOC1844BeniSa,Beni Šangul–Gumuz,,,,reg.,,,
LOC1845BeniSu,Beni Suef,,,,pl.n.,,,
LOC1846Benin,Benin,,,,country,,,
LOC1847Benin,Benin,,,,säfär,,,
LOC1848BeltaQ,Belta Qara,,,,pl.n.,,,
LOC1849Benaad,Benaadir,Banādir,Benadír,,reg.,,,
LOC1850Benaad,Benaadir,Banādir,Benadír,,town,,,
LOC1851Bengha,Benghazi,,,,reg.,,,
LOC1852Bentiu,Bentiu,,,,pl.n.,,,
LOC1853Beqwel,Bǝqwǝl Zär,Bǝqulzär,,,pl.n.,,,
LOC1854Berahl,Beraḥle,,,,settl.,,,
LOC1855Berber,Bǝrbǝr,,,,pl.n.,,,
LOC1856Berber,Bǝrbǝr Maryam,,,,church,,,
LOC1857Berber,Berbera,Barbarā; Malao,,,port,,,
LOC1858Bereda,Bereda,,,,falls,,,
LOC1859Bereni,Berenice,Berenikē,,,port,,,
LOC1860Bergam,Bergamo,,,,town,,,
LOC1861Bergen,Bergen,,,,town,,,
LOC1862Bergid,Bǝrgida Maryam,,,,mon.,,,
LOC1863Berhal,Berhale,,,,reg.,,,
LOC1864Berhan,Bǝrhan,,,,mt.,,,
LOC1865Beri,Beri,,,,mt.,,,
LOC1866BerikA,Bǝriḵ ʿAwdi,Bruḵ ʿAwdi,,,Aks.,,,
LOC1867Bermud,Bermuda,,,,is.,,,
LOC1868Bern,Bern,,,,town,,,
LOC1869Bero,Bero,,,,town,,,
LOC1870Berr,Bǝrr,,,,riv.,,,
LOC1871BerurM,Bǝrur Maryam,,,,mon.,,,
LOC1872Beseka,Beseka,,,,lake,,,
LOC1873Besked,Bǝskǝdira,,,,mosque,,,
LOC1874BetMak,Bet Maḵʿa,Bet Mäḵaʿǝ Forto,,,pl.n.,,,
LOC1875BetMul,Bet Muluʾ,,,,pl.n.,,,
LOC1876BetaAb,Betä Abba Libanos,,,,church,Lalibäla,,
LOC1877BetaAm,Betä Amanuʾel,,,,church,Lalibäla,,
LOC1878BetaAm,Betä Amhara,,,,reg.,,,
LOC1879BetaDa,Betä Däbrä Sina,,,,church,,,
LOC1880BetaDa,Betä Dänagǝl,,,,church,Lalibäla,,
LOC1881BetaGa,Betä Gäbrǝʾel-Rufaʾel,Betä Qǝddus Gäbrǝʾel Rufaʾel,,,church,Lalibäla,,
LOC1882BetaGi,Betä Giyorgis,,,,amba,,,
LOC1883BetaGi,Betä Giyorgis,,,,church,Baha,,
LOC1884BetaGo,Betä Golgota,,,,church,Lalibäla,,
LOC1885BetaLe,Betä Lǝḥem,,,,church,Däbrä Abbay,,
LOC1886BetaLe,Betä Lǝḥem,,,,church,Wänḉi,,
LOC1887BetaLe,Betä Lǝḥem Maryam,Betlǝḥem,Bethlehem,,church,Gayǝnt,,
LOC1888BetaMa,Betä Mädḫane ʿAläm,,,,church,Lalibäla,,
LOC1889BetaMa,Betä Märqorewos,,,,church,Lalibäla,,
LOC1890BetaMa,Betä Maryam,Lalibäla Maryam,,,church,Lalibäla,,
LOC1891BetaMa,Betä Maryam,,,,church,Ǧawla,,
LOC1892BetaMa,Betä Maryam,“kanisat Marya”,,,church,Tǝgray,,
LOC1893BetaMa,Betä Maryam,,,,church of Yosṭinos,,,
LOC1894BetaMa,Betä Mäsqäl,,,,church,Lalibäla,,
LOC1895BetaMa,Betä Mäsqäl,,,,church,Gwǝnagwǝna,,
LOC1896BetaMa,Betä Mäsqäl,Däbrä Mädära,,,mon.,Tǝgray,,
LOC1897BetaNo,Betä Nöbäyt,,,,pl.n.,,,
LOC1898BetaPa,Betä änṭälewon,,,,arch. site,church,,
