ID,Title 1,Title 2,Author,Author ID,MSS related (lookup)
LIT2140OntheR,On the Resurrection of Lazarus,,John Chrysostom,,
LIT2141OntheS,On the Samaritan Woman,,John Chrysostom,,
LIT2142OntheS,On the Saying of Christ,,John Chrysostom,,
LIT2143OntheS,On the Sinful Woman who Anointed Jesus’ Feet,,John Chrysostom,,
LIT2144OntheT,On the Ten Virgins,,John Chrysostom,,
LIT2145OntheT,On the Transfiguration of Our Lord,,Rǝtuʿa Haymanot,,
LIT2146OntheT,On the True Faith,,Cyril,,
LIT2147OntheV,On the Venerable Cross,,John Chrysostom,,
LIT2148OntheV,On the Vivification of the Dead,,Aphrahat,,
LIT2149OntheW,On the Washing of the Feet,,Rǝtuʿa Haymanot,,
LIT2150OntheW,On the Wedding at Cana,,John Chrysostom,,
LIT2151OnVirg,On Virginity,,Gregory of Nyssa,,
LIT2152OnVisi,On Visit of Mary to John the Baptist,,John Chrysostom,,
LIT2153OnaynL,ʿOnayn Lägwayn,,,,
LIT2154Onetho,One thousand and one nights,,,,
LIT2155Onomas,Onomasticon,,,,
LIT2156Oratio,Oratio ad dominas,,Cyril,,
LIT2157Oratio,Oratio dominica,,,,
LIT2158Oratio,Oratio universalis,,,,
LIT2159Oratio,Orations,,Gregory of Nazianzos,,
LIT2160Oratio,Orations to Nephalios,,Severos of Antioch,,
LIT2161Oromay,Oromay,,Bäʿalu Gǝrma,,
LIT2162Oscusd,Os cus de Judas,,Lobo Antunes,,
LIT2163TheOth,TheOther War,,ʿAlämsäggäd Täsfay,,
LIT2164Bookof,Book ofParables,,,,
LIT2165Paradi,Paradise of the Fathers,,,,
LIT2166Parado,Paradosis Pilati,,,,
LIT2167Parali,Paralipomena of Jeremiah,,,,
LIT2168PaterN,Pater Noster,"Lord’s Prayer, Our Father",,,
LIT2169Pateri,Patericon,Mäṣḥafä zenahomu läʾabäw,,,
LIT2170Peripl,Periplus of the Erythraean Sea,Períplous tês Erythrâs thalássēs,,,
LIT2171Peshit,Peshitta,"Pǝšiṭtā,Pšīṭtā",,,
LIT2172Pesiqt,Pesiqta Rabbati,,,,
LIT2173Petira,Peṭirat Mośe,,,,
LIT2174Philal,Philalethes,,Severos of Antioch,,
LIT2175Polati,Polätikanna polätikäññočč,,Abbe Gubäñña,,
LIT2176Polise,"Polisǝnna ǝrmǝǧǧäw, per.",,,,
LIT2177Prayer,Prayer for the Peace of the Soul of a Deceased Person,,Severos of Antioch,,
LIT2178Prayer,Prayer of Blessing of Baptismal Water for the Feast of the Epiphany,,Severos of Antioch,,
LIT2179Prayer,Prayer of Cyprian,,,,
LIT2180Prayer,Prayer of Manasses,,,,
LIT2181Prayer,Prayer of Thanksgiving,,,,
LIT2182Preach,Preaching of Andrew,,,,
LIT2183Preach,Preaching of Bartholomew,,,,
LIT2184Preach,Preaching of James,,,,
LIT2185Preach,Preaching of Judas Thaddeus,,,,
LIT2186Preach,Preaching of Peter,,,,
LIT2187Preach,Preaching of Philip,,,,
LIT2188Preach,Preaching of Simon Judas,,,,
LIT2189Preach,Preaching of Thomas,,,,
LIT2190Precep,Precepts of the Old Testament,,,,
LIT2191Prepar,Preparation of the Gospels,,Eusebios,,
LIT2192Profit,Profitable Compiler. Abridgement of the Explication of the Truth of the Faith,,Giyorgis Wäldä ʿAmid,,
LIT2193Prophe,Prophecy of Jeremiah Told to Pashhur,,,,
LIT2194Prophe,"Prophets, books of",,,,
LIT2195Prover,Proverbs,,,,
LIT2196Pseudo,Pseudo-Clementine romance,,,,
LIT2197pseudo,pseudo-Nicene Canons,,,,
LIT2198Qafowe,Qäfowǝn attǝnkut,,Tagäl Säyfu,,
LIT2199Qalage,Qalä gǝzat,,,,
LIT2200Qalaha,Qalä haymanot,,,,
LIT2201Qalanu,Qalä nuzaze,Qalä sǝret,,,
LIT2202QannGe,"Qäññ Geta Yoftahe neguśe, aḉḉǝr yäḥǝywätǝnna",,Yoḥannǝs Admasu,,
LIT2203Qannon,Qännona Abulidǝs,,,,
LIT2204Qannon,Qännona mänäkosat,,,,
LIT2205Qanuna,Qānūn al-masʿūdi fī l-hayʾa wan-nuǧūm,,al-Biruni,,
LIT2206Qaring,Qärin gärrämäw,,Taddäsä Zäwälde,,
LIT2207Qasida,Qaṣīdat al-burda,,al-Būṣīrī,,
LIT2208Qawani,Qawānīn al-mulūk,Canons of the Kings,,,
LIT2209Qimann,Qimäñña baḥtawi,,Abbe Gubäñña,,
LIT2210Questi,Questions of Bartholomew,,Gospel of Bartholomew,,
LIT2211Questi,Questions of Gregory,,,,
LIT2212Questi,Questions of Theodore,,,,
LIT2213Rabial,Rabīʿ al-qulūb fī ḏikr manāqib wa-faḍāʾil sayyidinā aš-šayḫ Nūr Ḥusayn,,,,
LIT2214RaeyaG,Raʾǝyä Gorgoryos,,,,
LIT2215RaeyaS,Raʾǝyä Sinoda,,Shenute of Atripe,,
LIT2216Raeyat,Raʾǝyä täʾammǝr,,,,
LIT2217Rafsan,Rafʿšaʾn al-ḥubšān,,as-Suyūṭī,,
LIT2218Rasaia,Rašāʾi al-Mīrġanīya,,Muḥammad al-Ḥasan al-Mīrġanī,,
LIT2219Reesam,Rǝʾǝsä mäṣaḥǝft,,,,
LIT2220Refuta,Refutation of the Synod of Chalcedon,,,,
LIT2221Retuwa,"Rǝtuʿ wäṣǝdǝq yǝdällu …, anaphora",,,,
LIT2222RetuaH,"Rǝtuʿa Haymanot, homiliary",,,,
LIT2223rihla,riḥla,,,,
LIT2224Rihlat,Riḥlat al-Ḥabaša,,Ṣādiq al-Muʾayyad al-ʿAẓam,,
LIT2225Riyadh,Riyāḍ aṣ-Ṣāliḥīn,,an-Nawawī,,
LIT2226Romanc,Romance of Alexander,,Pseudo-Callisthenes .,,
LIT2227Ruleof,Rule ofMaḫbärä Śǝllase,,,,
LIT2228Ruleso,Rules ofPachomius,monastic order of Pachomius,,,
LIT2229RuthBo,"Ruth, Book of",,,,
LIT2230Saatat,Säʿatat zägǝbṣ,,,,
LIT2231Saatat,Säʿatat zämäʿalt,,,,
LIT2232Saatat,Säʿatat dǝngǝl Maryam,,,,
LIT2233saggay,Ṣäggaye bet,,,,
LIT2234Sahel,Saḥǝl,,Solomon Ṣäḥaye,,
LIT2235Salama,Sälamä ḥǝmamat,Sälamä ḥǝmamatihu,,,
LIT2236Salama,Sälamä qǝddusan,,,,
LIT2237Salamt,Sälamta,,,,
LIT2238salata,Ṣalāt ʿalā an-Nabī,,Hāšim al-Mīrġanī,,
LIT2239Sallal,Sällälkulla zema,,,,
LIT2240salotb,Ṣälot bäʾǝntä aynä ṭǝla,,,,
LIT2241salotb,Ṣälot bäʾǝntä burake mänbär,,,,
LIT2242salotb,Ṣälot bäʾǝntä maʾǝsärä aganǝnt,,,,
LIT2243salotb,Ṣälot bäʾǝntä mäsṭǝmä aganǝnt,,,,
LIT2244salotm,Ṣälot mängädä sämay,,,,
LIT2245salotz,Ṣälot zäṣälläyä Yǝsḥaq Soryawi,,,,
LIT2246salotz,Ṣälot zäsäne Golgota,,,,
LIT2247salotz,Ṣälot zäzäwätǝr,,,,
LIT2248salota,Ṣälotä akkwätet,,,,
LIT2249salota,Ṣälotä burake,,,,
LIT2250salota,Ṣälotä Danǝʾel,,,,
LIT2251salota,Ṣälotä ʿƎnbaqom,,,,
LIT2252salota,Ṣälotä ʿǝṭan,,,,
LIT2253salota,Ṣälotä fattǝto,,,,
LIT2254salota,Ṣälotä fǝtḥat,,,,
LIT2255salota,Ṣälotä ḥaddisan,,,,
LIT2256salota,Ṣälotä ḥamus,,,,
LIT2257salota,Ṣälotä Ḥanna,,,,
LIT2258salota,Ṣälotä Ḥǝzqǝyas,,,,
LIT2259salota,Ṣälotä Isayǝyas,,,,
LIT2260salota,Ṣälotä kidan,,,,
LIT2261salota,Ṣälotä mäʿassǝban,,,,
LIT2262salota,Ṣälotä mädḫanit,,,,
LIT2263salota,Ṣälotä maḫläftä näfs,,,,
LIT2264salota,Ṣälotä Maryam,,,,
LIT2265salota,Ṣälotä Mǝnasse,,,,
LIT2266salota,Ṣälotä mǝnkwǝsǝnna …,,,,
LIT2267salota,Ṣälotä nǝssǝḥa,,,,
LIT2268salota,Ṣälotä qǝddase,,,,
LIT2269salota,Ṣälotä qǝddus abba Ǝnṭonǝs,,,,
LIT2270salota,Ṣälotä Säʿatat,,Ayyälä Täklä Haymanot,,
LIT2271salota,Ṣälotä śälästu däqiq,,,,
LIT2272salota,Ṣälotä Sǝmʿon näbiyy,,,,
LIT2273salota,Ṣälotä täklil,,,,
LIT2274salota,Ṣälotä Yonas,,,,
LIT2275salota,Ṣälotä Zäkaryas,,,,
LIT2276salota,Ṣälotatä mǝḥǝlla,,,,
LIT2277salotu,Ṣälotu lämuse,,,,
LIT2278salotu,Ṣälotu Muse,,,,
LIT2279salsaw,Śalsawi Dawit,,Mäkwännǝn Ǝndalkaččäw,,
LIT2280samsal,Šams al-Maʿārif,,al-Būnī,,
LIT2281Samunq,Sämun qǝddǝst,,,,
LIT2282Samuna,Sämunä ḥǝmamat,,,,
LIT2283Samuna,Sämunä Mänfäs Qǝddus,,,,
LIT2284Saqaqa,Säqäqänǝš ǝsat,,Daññaččäw Wärqu,,
LIT2285Saqoqa,Säqoqawä dǝngǝl,,,,
LIT2286Saqoqa,Säqoqawä Ermǝyas näbiyy,,,,
LIT2287Saqoqa,Säqoqawä näfs,,Athanasius,,
LIT2288sarako,Ṣärä koloniyalist,,Mängǝśtu Lämma,,
LIT2289saraMa,Ṣärä Maryam,Ḍǝrä Maryam,,,
LIT2290Sargis,Särgis Abǝrgawi,"Doctrina Jacobi nuper baptizati, Teaching of Jacob",,,
LIT2291sawahi,Šawāhid,,Budallāh,,
LIT2292Sawase,Säwasǝw zäqerǝllos,,,,
LIT2293Sawase,Säwasǝw,,,,
LIT2294Sawenn,Säwǝnna ǝwqät,,Ǝmmǝru Ḫaylä Śǝllase,,
LIT2295Sayfam,Sayfä mäläkot,,,,
LIT2296Sayfas,Säyfä śǝllase,,,,
LIT2297Scholi,Scholia,,Cyril of Alexandria,,
LIT2298Sebhat,Sǝbḥatä aqärrǝb,,,,
LIT2299Sebhat,SǝbḥatäƎgziʾabǝḥer,,,,
LIT2300Sebhat,Sǝbḥatä fǝqur,,,,
LIT2301Sebhat,Sǝbḥatä nägh,,,,
LIT2302Sebhat,Sǝbḥatatä mäḫalǝy,,,,
LIT2303Second,Second Homily on the Nativity,,Theodotos of Ankyra,,
LIT2304Sedata,Sǝdätäñña gǝṭǝmočč,,Wǝddalat Gädamu,,
LIT2305Chroni,Chronicle of Seʿert,,,,
LIT2306segger,Ṣǝggeräda bǝʾǝr:yägǝṭǝmočč mädbäl,,Däbbäbä Säyfu,,
LIT2307segomh,Šǝgom ḥadgäy ḥarǝnnät ʿǝyyu,,Gännät Sǝyyum,,
LIT2308sehufe,Ṣǝḥuf Ǝmni,,,,
LIT2309sellal,šǝlläla,,,,
LIT2310sellas,śǝllase,,,,
LIT2311SemaPi,Sǝmʿa Ṗilaṭos,,,,
LIT2312Semmen,Sǝmmǝntyoš qǝne,,,,
LIT2313semmiy,Šǝmmiya,,Mängǝśtu Lämma,,
LIT2314senafe,Śǝnä fǝṭrät,,,,
LIT2315Senkef,Sǝnkǝfre,,Mulu Sälomon,,
LIT2316Senkes,Sǝnkǝssar,,,,
LIT2317Senodo,Senodos,MäṣḥafäSenodos;Sinūdūs,,,
LIT2318Senten,Sentences to the monks,,,,
LIT2319Septua,Septuagint,,,,
LIT2320seratA,Śǝrʿat Adkämä Mǝlgaʾ,,,,
LIT2321seratA,Śǝrʿat Akkälän Guzayn,,,,
LIT2322seratK,Śǝrʿat Karnǝššǝm,,,,
LIT2323seratL,Śǝrʿat Loggo Särda,,,,
LIT2324seratL,Śǝrʿat Loggo Ḉǝwa,,,,
LIT2325seratM,Śǝrʿat Mǝʿem Mäḥaza,,,,
LIT2326seratz,Śǝrʿat zäʾagbǝʾo tabotä wǝstä betä krǝstiyan,,,,
LIT2327serata,Śǝrʿatä abäw mänäkosat,,,,
LIT2328serata,Śǝrʿatä abäw,,,,
LIT2329serata,Śǝrʿatä ʿaśirä mänäkosat,,,,
LIT2330serata,Śǝrʿatä betä krǝstiyan amä qǝddaseha,,,,
LIT2331serata,Śǝrʿatä betä krǝstiyan läʾǝgziʾabǝḥer,,,,
LIT2332serata,Śǝrʿatä betä krǝstiyan,,,,
LIT2333serata,Śǝrʿatä fǝḫrät,,,,
LIT2334serata,śǝrʿatä gädam,,,,
LIT2335serata,Śǝrʿatä gǝbǝr,,,,
LIT2336serata,Śǝrʿatä gǝbṣ,,,,
LIT2337serata,Śǝrʿatä gwǝzo,,,,
LIT2338serata,Śǝrʿatä maḫbär,,,,
LIT2339serata,Śǝrʿatä maḫlet,,,,
LIT2340serata,Śǝrʿatä mänäkosat,,,,
LIT2341serata,Śǝrʿatä mängǝśt,Mäṣḥafä Śǝrʿatä mängǝśt,,,
LIT2342serata,Śǝrʿatä mǝnkwǝsǝnna,,,,
LIT2343serata,Śǝrʿatä mǝśtirä nǝssǝḥa [nuzaze],,,,
LIT2344serata,Śǝrʿatä mǝśtirä täklil,,,,
LIT2345serata,Śǝrʿatä qännona,,,,
LIT2346serata,śǝrʿatä qǝbʾatä meron,,,,
LIT2347serata,Śǝrʿatä qǝddase,,,,
LIT2348serata,Śǝrʿatä qwǝrḥat,,,,
LIT2349serata,Śǝrʿatä śimät zäsǝyyumanä betä krǝstyan ityoṗyawit,Mäṣḥafä śǝrʿatä śimät zäsǝyyumanä betä krǝstyan ityopyawit,,,
LIT2350serata,Śǝrʿatä śimätä mǝnkwǝsǝnna,,,,
LIT2351Setann,Setäñña adari,,Nägaš Gäbrä Maryam,,
LIT2352ShortC,Short Chronicles,,,,
LIT2353SibylW,"Sibyl, Wisdom of",Ṭǝbäbä sabela,,,
LIT2354Sibyll,Sibylline Oracles,,,,
LIT2355sifatg,Ṣifat ǧazīrat al-ʿarab,Al-Hamdānī,,,
LIT2356Silsil,Silsilat at-tawārīḫ,as-Sīrāfī,,,
LIT2357Letter,Letter ofSimeon of Beth Arsham,,Simeon of Beth Arsham,,
LIT2358Sirach,"Sirach, Book of",,,,
LIT2359Sirata,Sīrat al-Ḥabaša,,Ḥasan b. Aḥmad al-Ḥaymī,,
LIT2360Siratr,Sīrat rasūl allāh,Life of the Prophet,Ibn Isḥāq/Ibn Išām,,
LIT2361somade,Ṣomä dǝggwa,,,,
LIT2362Songof,Song of Songs,Mäḥalǝyä mäḥalǝy,,,
LIT2363Statut,Statutes of the Apostles,,,,
LIT2364Storyo,"Story of King Dämatyanos of Lebanon and of Gigar, The",,,,
LIT2365Storyo,Story of Melchizedek,,,,
LIT2366Storyo,Story of the Magi,,,,
LIT2367Storyo,"Story of the Passion Revealed to Three Women Sarah, Salome and Mary Magdalene",,,,
LIT2368Storyo,Story of the Wood of the Cross,,,,
LIT2369subhal,Ṣubḥ al-aʿšā fī ṣināʿat al-inšāʾ,,al-Qalqašandī,,
LIT2370Sulaym,Sulāyman al-Ḥakīm,,Tawfīq al-Ḥakīm,,
LIT2371suwara,Ṣuwar al-aqālīm,,Abū Zayd,,
LIT2372Syllog,Sylloge,,Timotheus Ailouros,,
LIT2373Syllog,Sylloges,,Zäkaryas,,
LIT2374synaph,synápheia,,Nestorius,,
LIT2375Synaxa,Synaxarium,Synaxary,,,
LIT2376Synoda,Synodal Letter,,Cyriacus of Antioch,,
LIT2377Synoda,Synodal Letter,,Theodosios of Alexandria,,
LIT2378Synoda,Synodal Letter,,Theodosios of Antioch,,
LIT2379Synodu,Synodus Alexandrina,,,,
LIT2380sagara,Šaǧarat al-yakīn,,,,
LIT2381taamme,taʾammǝr,miracle,,,
LIT2382Taamme,Täʾammǝrä Iyäsus,"Mäṣḥafä ǝlʾatqärfa, Miracles of Jesus",,,
LIT2383Taamme,Täʾammǝrä mädḫane ʿaläm,,,,
LIT2384Taamme,Täʾammǝrä Maryam,Miracles of Mary,,,
LIT2385Taamme,Täʾammǝrä Maryam wäʾiyäsus,,,,
LIT2386Taamme,Täʾammǝrä Minas,,,,
LIT2387Taamme,Täʾammǝrä Rufaʾel,,,,
LIT2388Taamme,Täʾammǝrä śǝllase,Täʾammǝrihomu läśǝllase; Miracles of the Trinity,,,
LIT2389Taamme,Täʾammǝrä ṣǝyon,,,,
LIT2390Taamme,Täʾammǝrä Sinoda,,,,
LIT2391Taaqeb,Täʿaqǝbo mǝsṭir,,,,
LIT2392Tabara,Tabāraka,,,,
LIT2393tabiba,Ṭäbibä ṭäbiban,,,,
LIT2394Tafass,Täfäśśǝḥi Maryam,,,,
LIT2395Tagatt,Tāǧ at-tafāsīr li-kalām al-malik al-kabīr,,Muḥammad ʿUṯmān al-Mīrġanī,,
LIT2396Tagsas,Tägśaṣä Sälomon,,,,
LIT2397takle,täkle,,,,
LIT2398Talall,Talallaq säwočč,,Käbbädä Mikaʾel,,
LIT2399talfob,Ṭälfo bäkise,,Mängǝśtu Lämma,,
LIT2400Talmid,Tälmid,,,,
LIT2401Talmud,Talmud,,,,
LIT2402Tanbih,Tanbīh an-nāʾimin,,Ḥāmid,,
LIT2403Tanbih,"Tanbīh, Kitāb at-",,al-Masʿūdī,,
LIT2404Tanseu,Tänśǝʾu bäfǝrhatä ǝgziʾabǝḥer,,,,
LIT2405Tanwir,Tanwīr al-ġabaš,,Ibn al-Ǧawzī,,
LIT2406Taqqel,Täqqǝlǝnna särawitu,,Damṭe Assämmähäññ,,
LIT2407Taqwim,Taqwīm al-Buldān,,Abū l-Fidā,,
LIT2408Taratt,Tärät tärät yämäśärät,,Ḥaddis ʿAlämayyähu,,
LIT2409Targum,Targûm šēnî,,,,
LIT2410Tarifb,Taʾrīf bil-muṣṭalaḥ aš-šarīf,,al-ʿUmari,,
LIT2411Tarih,Taʾrīḫ,,Yaʿqūbī,,
LIT2412Tariha,Taʾrīḫ al-Īrītriyā,,ʿUṯmān Ṣāliḥ Sabī,,
LIT2413Tariha,Taʾrīḫ al-Islām fī l-Ḥabaša,,,,
LIT2414Tariha,Taʾrīḫ al-kanāʾis wal-adyira,Churches and Monasteries of Egypt,"attr. Abū Ṣāliḥ, wr. Abū l-Makārim",,
LIT2415Tariha,Taʾrīḫ ar-rusul wal-mulūk,,aṭ-Ṭabarī,,
LIT2416Tarihi,Taʾrīḫ-i-guzīda,,Ḥamduʾllāh-i-Qazwīnī,,
LIT2417TariKI,Tariḵ Ityoṗya,,Fǝśśǝḥa Giyorgis,,
LIT2418Tarikt,Tarik tǝwlǝddä mänäkosat,,,,
LIT2419Tarikz,Tarik zägalla wäraʾǝyä Lǝbnä Dǝngǝl,,,,
LIT2420TariKz,Tariḵ zähagärä Gamo,,,,
LIT2421Tarika,Tarikä nägäśt,,Ḫǝruy Wäldä Śǝllase,,
LIT2422Tarika,Tarikä nägäśt,,,,
LIT2423Tarika,Tarikä zämän zädagmawi Mǝnilǝk,,,,
LIT2424Tarike,Tarikǝnna mǝssale,,Käbbädä Mikaʾel,,
LIT2425Tasrif,Tašrīf al-ayyām wal-ʿuṣūr fī sīrat al-malik al-Manṣūr,,Ibn ʿAbdaẓẓāhir,,
LIT2426tatann,Ṭaṭäññaw täwanay,,Bǝrhanu Zäryǝhun,,
LIT2427Tawase,Täwaśǝʾo zänǝguś Gälawdewos,,,,
LIT2428Tawhid,Tawhīd inna fiqh,,Ṭalḥa b. Ǧaʿfar Yūsuf,,
LIT2429taytuB,Ṭaytu Bǝṭul,,Mäkwännǝn Ǝndalkaččäw,,
LIT2430tayyaq,Ṭäyyaqi,,Mängǝśtu Lämma,,
LIT2431Tazkar,Täzkarä mädḫǝn,,,,
LIT2432Teachi,Teaching of the 318 Nicene Fathers on the right faith and the monastic life,Didascalia of the 318 Nicene Fathers,,,
LIT2433tebaba,Ṭǝbäbä Sälomon,,,,
LIT2434Teezaz,Tǝʾǝzazä abunä qǝddus Ǝnṭonǝs,,,,
LIT2435Teezaz,Tǝʾǝzazä mänäkosat,,,,
LIT2436Teezaz,Tǝʾǝzazä sänbät,,,,
LIT2437Teezaz,Tǝʾǝzazat,,,,
LIT2438teggat,Ṭǝggät lam,,Ayyalnäh Mulatu,,
LIT2439Tekkus,Tǝkkusat,,Sǝbḥat Gäbrä Ǝgziʾabǝḥer,,
LIT2440Telleq,Tǝllǝqu dañña,,Mälʾaku Bäggosäw,,
LIT2441Telleq,Tǝllǝqu Ǝskǝndǝr,,Käbbädä Mikaʾel,,
LIT2442Temher,Tǝmhǝrt zäʾabba Ǝnṭonǝs,,,,
LIT2443Temher,Tǝmhǝrtä haymanot,,,,
LIT2444Temher,Tǝmhǝrtä ḫǝbuʾat,Ǝlmäsṭoʾagya,,,
LIT2445Temher,Tǝmhǝrtä krǝstiyan,,,,
LIT2446Temher,Tǝmhǝrtä Krǝstos,,,,
LIT2447Temher,Tǝmhǝrti krǝstǝnna,,,,
LIT2448Temher,Tǝmhǝrti qwǝṣri,,,,
LIT2449Teodro,Teodros,,Ṣäggaye Gäbrä Mädḫǝn,,
LIT2450teqemy,Ṭǝqǝm yalläbbät ḉäwata,,Yoftahe Nǝguśe,,
LIT2451tequra,Ṭǝqur anbäsa,,Taddäsä Meḉa,,
LIT2452Tergwa,Tǝrgwame fidälat,,,,
LIT2453Tergwa,Tǝrgwame lämar Yǝsḥaq,,,,
LIT2454Tergwa,Tǝrgwamemäṣḥafä Sälomon…,,attr. Gregory of Nyssa,,
LIT2455Tergwa,Tǝrgwame qälämis,,,,
LIT2456Tergwa,Tǝrgwame wängel[at],,,,
LIT2457Testam,Testament of Adam,,,,
LIT2458Testam,Testament of Joseph,,,,
LIT2459Testam,Testament of Reuben,,,,
LIT2460Testam,Testament of Solomon,,,,
LIT2461Testam,Testamentum Domini,Kidan zäʾǝgziʾǝnä Iyäsus Krǝstos,,,
LIT2462Testam,Testamentum Domini in Galilee,,,,
LIT2463Testam,Testamentum Novum,,Täsfa Ṣǝyon,,
LIT2464Tetrab,Tetrabiblos,,Ptolemy,,
LIT2465Tezzet,Tǝzzǝta,,Ḥaddis ʿAlämayyähu,,
LIT2466Tezzet,Tǝzzǝta,,Mängǝśtu Lämma,,
LIT2467TheBoo,The Book of the Luminaries,,,,
LIT2468Tiburt,Tiburtine Sibyl,,,,
LIT2469Epistl,Epistles ofTimothy,,Timothy,,
LIT2470ToAbla,To Abladius,,Gregory,,
LIT2471ToEulo,To Eulogius,,Evagrius,,
LIT2472TotheG,To the Greeks,,Gregory,,
LIT2473TobitB,"Tobit, Book of",,,,
LIT2474tomara,Ṭomarä tǝsbǝʾǝt,,,,
LIT2475tomare,Ṭomare Paris,,Täklä Maryam Sämharay Sällim,,
LIT2476Tometo,Tome to Theodora,,Theodosios of Alexandria,,
LIT2477Torah,Torah,,,,
LIT2478Tradit,Traditio Apostolica,,Apostolic Tradition Hippolytus,,
LIT2479Transi,Transitus,,Cyril,,
LIT2480Treati,Treatise on Baptism,,,,
LIT2481Treati,Treatise on the First Four Councils,,Severos,,
LIT2482Tuhfat,Tuḥfāt al-albāb,,Abū Ḥāmid al-Ġarnāṭī al-Andalusī,,
LIT2483Unsalm,Uns al-muhaǧ wa-rawḍ al-furaǧ,,al-Idrīsī,,
LIT2484Unwana,ʿUnwān aš-šarīf,,Abū al-Ḥasan,,
LIT2485Vienna,Vienna Protology,,,,
LIT2486Vision,Vision of the Righteous Enoch,,,,
LIT2487Vision,Vision of Theophilus of Alexandria,,,,
LIT2488VitaAb,Vita Abraham archimandritae,,,,
LIT2489VitaMo,Vita Moysis archimandritae,,,,
LIT2490Vitaof,Vita of the Fathers and Brothers of Däbrä Gärzen,,,,
LIT2491VitaPa,Vita Pachomii,,,,
LIT2492VitaSi,Vita Sinuthii,,Besa,,
LIT2493Wadagg,Wädaǧǧe lǝbbe,,Ḫǝruy Wäldä Śǝllase,,
LIT2494Waddih,Wäddi Ḥadärä:kab Badǝmä nab Saḥǝl,,ʿAlämsäggäd Täsfay,,
LIT2495WaddiW,Wäddi Waʿǝro,,Bǝrhanä Ačame,,
LIT2496Waelas,Waʿǝla Šobʿattä ʿAnsäba zämat taḥtay,,,,
LIT2497Wagaht,Wägaḥta naṣǝnnät,,Täḵlay Zäwäldi,,
LIT2498Wagile,Wägʿi lǝbbi,,Bäyyänä Ḫaylä,,
LIT2499Wagiqa,Wägʿi qäddamot,,Täḵlay Zäwäldi,,
LIT2500Wangel,Wänǧeläññaw dañña,,Ḥaddis ʿAlämayyähu,,
LIT2501Warqeh,Wärqǝha,,Musa Aron,,
LIT2502Watato,Wäṭäṭo ǝndabboy ʿAndu,,Bärhe Arʾaya,,
LIT2503Wayana,Way anä däqqi – säʾan mǝmǝlkatʾdo,,Abbäbä Täsfa Giyorgis,,
LIT2504wazema,wazema,,,,
LIT2505Weddas,Wǝddase amlak,,,,
LIT2506Weddas,Wǝddase dǝngǝl,,Giyorgis of Sägla,,
LIT2507Weddas,Wǝddase ǝmqalä näbiyat,,,,
LIT2508Weddas,Wǝddase ḥawaryat,,Giyorgis of Sägla,,
LIT2509Weddas,Wǝddase Maryam,,,,
LIT2510Weddas,Wǝddase mäsqäl,,Giyorgis of Sägla,,
LIT2511Weddas,Wǝddase sämayawǝyan wämǝdrawǝyan,,,,
LIT2512Weddas,Wǝddase wägǝnay lämäsqäl,,,,
LIT2513Weddas,Wǝddaseha läʾǝgzǝtǝnä Maryam,,,,
LIT2514Wisdom,Wisdom of Bagor,,,,
LIT2515Wisdom,Wisdom of Sirach,Book of the All-Virtuous; Wisdom of Joshua ben Sira,,,
LIT2516Wisdom,Wisdom of Solomon,,,,
LIT2517Yaanab,Yaa nabi,,Ismāʿīl Fāraḥ,,
LIT2518Yaafri,Yäʾafrika ḍäḥay,,Yared Gäbrä Mikaʾel,,
LIT2519Yaalam,Yäʿaläm nǝguś,,Mängǝśtu Lämma,,
LIT2520Yaalam,Yäʿaläm tarik,,Käbbädä Mikaʾel,,
LIT2521Yaalam,Yäʿaläm tarik käfǝṭrät ǧämmǝro ǝskä zämänaččǝn dǝräs,,Isenberg,,
LIT2522Yaamar,Yäʾamarǝñña fäliṭočč,,Daññaččäw Wärqu - Amsalu Aklilu,,
LIT2523Yaamar,Yäʾamarǝñña yäǧiʾografi mäzgäbä qalat,,,,
LIT2524Yaandg,Yäʿand geta astäwayǝnnät,,Mängǝśtu Lämma,,
LIT2525Yaarad,Yäʾaradaw Taddäsä,,Ṗawlos Ñoñño,,
LIT2526Yabada,Yäbädäl fǝṣṣame,,Bǝrhanu Zäryǝhun,,
LIT2527Yabaga,Yäbägäna mäzmur,,Admasu Ǧämbäre,,
LIT2528Yabbat,Yabbatočč ḉäwata,,Mängǝśtu Lämma,,
LIT2529Yaberh,Yäbǝrhan fǝqre,,Däbbäbä Säyfu,,
LIT2530Yadamd,Yädäm dǝmṣ,,Mäkwännǝn Ǝndalkaččäw,,
LIT2531YadeKo,Yädǝḵočč kätäma,,Mäkwännǝn Ǝndalkaččäw,,
LIT2532Yaense,Yäʿǝnsǝsat agälgǝlot,,Yared Gäbrä Mikaʾel,,
LIT2533Yaewqa,Yäʿǝwqät bǝllǝḉta,,Käbbädä Mikaʾel,,
LIT2534Yafeqe,Yäfəqər ḉorra,,,,
LIT2535Yafeth,Yäfǝtḥa nägäśt tǝrgwame,,Täwäldä Mädḫǝn,,
LIT2536Yafezd,Yäfez doktor,,Ṣäggaye Gäbrä Mä󑸥󑸫dḫǝn,,
LIT2537Yagall,Yägalla tarik yäšäwa mäng󠅛ǝśt,"History of the Galla,Tarik zägalla",Aṣmä Giyorgis,,
LIT2538Yagall,Yägalla zämän ǝgziʾabǝḥer yäsäṭṭäw 200 ʿamät näw,,,,
