ID,Title 1,Title 2,Author,Author ID,MSS related (lookup)
LIT1368Expedi,Expeditio Aethiopica,,Mendes,,
LIT1369TheExp,TheExpeditions of Iyasu the Little,,,,
LIT1370Exposi,Exposition of the Symbol of Nicaea,,Theodotos of Ankyra,,
LIT1371Exposi,Exposition of the Ten Commandments,,John Chrysostom,,
LIT1372Exposi,Expositiones in Psalmos,,Athanasius,,
LIT1373Bookof,Book ofEzekiel,,,,
LIT1374Bookof,Book of Ezra and Nehemiah,2 Ezra,,,
LIT1375Apocal,Apocalypse ofEzra on the Kingdom of the Arabs,,,,
LIT1376Apocal,Apocalypse ofEzra,4 Ezra,,,
LIT1377Bookof,Book ofEzra,3 Ezra,,,
LIT1378Epifan,Eṗifanyos,,,,
LIT1379edadab,ʿƎḍä däbdabbe,,,,
LIT1380Fabula,Fabula yäʾawrewočč komediya,,Täklä Ḥawaryat Täklä Maryam,,
LIT1381Fahras,Faḫr as-sūdān ʿalā l-bīḍān,,al-Ǧāḥiẓ,,
LIT1382Fathar,Fatḥ ar-raḥmānī,,Hāšim,,
LIT1383Fathma,Fatḥ madīnat Harar,,Yaḥyā b. Naṣrallāh,,
LIT1384Fekkar,Fǝkkare haymanot,Fǝre haymanot,Giyorgis of Gasǝḉḉa,,
LIT1385Fekkar,Fǝkkare Iyäsus,,,,
LIT1386Fekkar,Fǝkkare mäläkot,,,,
LIT1387Fekkar,Fǝkkare wäzena zä-318 rǝtuʿanä haymanot,,,,
LIT1388Felsat,Fǝlsätomu wäṣäʾatomu läʾabäw Abrǝham wäYǝsḥaq wäYaʿǝqob,,,,
LIT1389Feqere,Fǝqǝr ǝskä mäqabǝr,,Ḥaddis ʿAlämayyähu,,
LIT1390Fereqe,Fǝre qǝddase,,,,
LIT1391Festal,Festal Letters,,Athanasius of Alexandria,,
LIT1392Fetehm,Fǝtǝḥ mäḥari,,,,
LIT1393Fethma,Fǝtḥ mänfäsawi,,,,
LIT1394Fetham,Fǝtḥa mägarǝḥ,Fǝtḥǝš mägarǝš,,,
LIT1395Fethan,Fǝtḥa nägäśt,,,,
LIT1396Fethas,Fǝtḥa śǝgawi,,,,
LIT1397Fethat,Fǝtḥat zäʾab,Absolution of the Father Absolution of St. Basil,,,
LIT1398Fethat,Fǝtḥat zäwäld,Absolution of the Son,,,
LIT1399Filkes,Filkǝsyos,,Philoxenus of Mabbug,,
LIT1400FirstH,First Homily on the Blessings,,,,
LIT1401Fisalg,Fisalgos,Physiologus,,,
LIT1402Fitawr,Fitawrari Bälay,,Ǝmmǝru Ḫaylä Śǝllase,,
LIT1403FungCh,Funǧ Chronicle,,,,
LIT1404Futuha,Futūḥ al-Ḥabaša,,ʿArabfaqīh,,
LIT1405GadlaA,Gädlä Abäkäräzun,,,,
LIT1406Gadlaa,Gädlä abäw qǝddusan,Gännätä mänäkosat Geronticon,,,
LIT1407GadlaA,Gädlä ʿAbiyä Ǝgziʾ,,,,
LIT1408GadlaA,Gädlä Abranyos,,,,
LIT1409GadlaA,Gädlä Abrǝha wä-Aṣbǝḥa,,,,
LIT1410GadlaA,Gädlä Abrǝham(zä-Däbrä Ṣǝyon),,,,
LIT1411GadlaA,Gädlä Abrǝham(zä-Qata),,,,
LIT1412GadlaA,Gädlä Abrǝham,Testament of Abraham,,,
LIT1413GadlaA,Gädlä Absadi,,,,
LIT1414GadlaA,Gädlä Abunafer,,,,
LIT1415GadlaA,Gädlä Addam,Book of Adam and EveConflict of Adam and Eve with Satan;Gädlä Addam wäḤewa; Vita of Adam and Eve,,,
LIT1416GadlaA,Gädlä Adḫani,,,,
LIT1417GadlaA,Gädlä Afṣe,,,,
LIT1418GadlaA,Gädlä Alula,,,,
LIT1419GadlaA,Gädlä Ananya,,,,
LIT1420GadlaA,Gädlä Anorewos,,,,
LIT1421GadlaA,Gädlä Arkälädǝs,,,,
LIT1422GadlaA,Gädlä Aron,Motä Aron,,,
LIT1423GadlaA,Gädlä Aron(zä-Däbrä Daret),,,,
LIT1424GadlaA,Gädlä Awsabyos,,,,
LIT1425GadlaA,Gädlä Azqir,,,,
LIT1426GadlaB,Gädlä Bäkimos,,,,
LIT1427GadlaB,Gädlä Bärtälomewos,,,,
LIT1428GadlaB,Gädlä Bäṣälotä Mikaʾel,,,,
LIT1429GadlaB,Gädlä Bäträ Maryam,,,,
LIT1430GadlaB,Gädlä Bǝḍuʿa Amlak,,,,
LIT1431GadlaB,Gädlä Buruk Amlak,,,,
LIT1432GadlaD,Gädlä Danǝʾel (zä-Däbrä Maryam),,,,
LIT1433GadlaD,Gadla Dǝmyanos,,,,
LIT1434Gadlae,Gädlä Ǝḫǝtä Krǝstos,,,,
LIT1435GadlaE,Gadla Elyas Gädamawi,,,,
LIT1436Gadlae,Gädlä ʿƎnbaqom,,,,
LIT1437Gadlae,Gädlä Ǝsṭifanos,,,,
LIT1438GadlaE,Gädlä Ewosṭatewos,,,,
LIT1439Gadlae,Gädlä ʿƎzra(zä-Gundä Gunde),,,,
LIT1440Gadlae,Gädlä ǝḉḉäge Yoḥannǝs,,,,
LIT1441GadlaF,Gädlä Fasilädäs,,,,
LIT1442GadlaF,Gädlä Fǝqǝrtä Krǝstos,,,,
LIT1443GadlaF,Gädlä Fǝre Mikaʾel,,,,
LIT1444GadlaF,Gädlä Filǝṗṗos (zä-Däbrä Bizän),,,,
LIT1445GadlaF,Gädlä Filǝṗṗos (zä-Däbrä Libanos),,,,
LIT1446GadlaF,Gädlä Filmona,,,,
LIT1447GadlaF,Gädlä Fiqṭor,,,,
LIT1448GadlaG,Gädlä Gäbrä Ǝndrǝyas,,,,
LIT1449GadlaG,Gädlä Gäbrä Iyäsus,,,,
LIT1450GadlaG,Gädlä Gäbrä Krǝstos,Vita of St. Alexis,,,
LIT1451GadlaG,Gädlä Gäbrä Mänfäs Qǝddus,,,,
LIT1452GadlaG,Gädlä Gäbrä Mäśiḥ,,,,
LIT1453GadlaG,Gadlä Gäbrä Mäsqäl,,,,
LIT1454GadlaG,Gädlä Gäbrä Mikaʾel(Qwǝraro),,,,
LIT1455GadlaG,Gädlä Giyorgis (Lydda),,,,
LIT1456GadlaG,Gädlä Giyorgis (Sägla),,,,
LIT1457GadlaG,Gädlä Giyorgis Ḥaddis,,,,
LIT1458GadlaG,Gädlä Guba,,,,
LIT1459GadlaH,Gädlä Habtä Maryam,,,,
LIT1460Gadlah,Gädlä Ḥanna,Life of Hannah,,,
LIT1461Gadlah,Gädlä ḥawaryat,,,,
LIT1462GadlaH,Gädlä Heroda,,,,
LIT1463Gadlah,Gädlä Ḥǝṣan Moʾa,,,,
LIT1464Gadlah,Gädlä Ḫirut,,,,
LIT1465GadlaI,Gädlä Isayǝyyas,,,,
LIT1466GadlaI,Gädlä Iyasu zä-Ǧär Śǝllase,,,,
LIT1467GadlaI,Gädlä Iyäsus Moʾa,,,,
LIT1468GadlaK,Gädlä Kiros,,,,
LIT1469GadlaK,Gädlä Krǝstos Śämra,,,,
LIT1470GadlaL,Gädlä Lalibäla,,,,
LIT1471GadlaL,Gädlä Latṣun,,,,
LIT1472GadlaL,Gädlä Lǝbdǝyos,,,,
LIT1473GadlaL,Gädlä Libanos,,,,
LIT1474GadlaL,Gädlä Liqanos,,,,
LIT1475GadlaM,Gädlä Mäbaʾa Ṣǝyon,,,,
LIT1476GadlaM,Gadla Mädḫaninä Ǝgziʾ,,,,
LIT1477GadlaM,Gädlä Märḥa (Yǝmrǝḥanna Krǝstos),,,,
LIT1478GadlaM,Gädlä Märqorewos,,,,
LIT1479GadlaM,Gädlä Märqorewos(Däbrä Dǝmaḥ),,,,
LIT1480GadlaM,GädläMäsqäl Bezanä,,,,
LIT1481GadlaM,Gädlä Mäsqäl Kǝbra,,,,
LIT1482GadlaM,Gädlä Matyas,,,,
LIT1483GadlaM,Gädlä Muse,,,,
LIT1484GadlaN,Gädlä Näʾakkwǝto Läʾab,,,,
LIT1485GadlaO,Gädlä ʿOṣ,,,,
LIT1486GadlaQ,Gädlä Qäwǝsṭos,,,,
LIT1487Gadlaq,Gädlä qǝddusan,Gädlä abäw qǝddusan,,,
LIT1488GadlaQ,Gädlä Qirqos,,,,
LIT1489Gadlas,Gädlä Ṣadǝqan zäBaräknaha,,,,
LIT1490Gadlas,Gädlä ṣadǝqan zä-Bur,,,,
LIT1491Gadlas,Gädlä ṣadǝqan zä-Ṗäraqliṭos,,,,
LIT1492GadlaS,Gädlä Sälama Käśate Bǝrhan,,,,
LIT1493Gadlas,Gädlä sämaʿǝtat,Acts of Saints and Martyrs,,,
LIT1494Gadlas,Gädlä Śämrä Krǝstos,,,,
LIT1495GadlaS,Gädlä Samuʾel(Däbrä Halleluya),,,,
LIT1496GadlaS,Gädlä Samuʾel(Däbrä Wägäg),,,,
LIT1497GadlaS,Gädlä Samuʾel(Waldǝbba),,,,
LIT1498Gadlas,Gädlä Śärḍä Ṗeṭros,,,,
LIT1499GadlaS,Gädlä Sǝbǝstyanos,,,,
LIT1500Gadlas,Gädlä Ṣǝḥma,,,,
LIT1501GadlaS,Gädlä Sinoda (Besa),,,,
LIT1502GadlaS,Gädlä Sinoda (Däbrä Sǝmmuna),,,,
LIT1503GadlaT,Gädlä Tadewos(Däbrä Bartarwa),,,,
LIT1504GadlaT,Gädlä Tadewos(Däbrä Maryam),,,,
LIT1505GadlaT,Gädlä Täklä Alfa,,,,
LIT1506GadlaT,Gädlä Täklä Ḥawaryat,,,,
LIT1507GadlaT,Gädlä Täklä Haymanot,,,,
LIT1508GadlaT,Gädlä Täwäldä Mädḫǝn,,,,
LIT1509GadlaW,Gädlä Wälättä Ṗeṭros,,,,
LIT1510GadlaY,Gädlä Yaʿǝqob,,,,
LIT1511GadlaY,Gädlä Yafqǝrännä Ǝgziʾ,,,,
LIT1512GadlaY,Gädlä Yared,,,,
LIT1513GadlaY,Gädlä Yasay,,,,
LIT1514GadlaY,Gädlä Yǝkunno Amlak,,,,
LIT1515GadlaY,Gädlä Yǝmʾata,,,,
LIT1516GadlaY,Gädlä Yǝmraḥannä Krǝstos,,,,
LIT1517GadlaY,Gädlä Yǝsḥaq,,,,
LIT1518GadlaY,Gädlä Yǝtbaräk,,,,
LIT1519GadlaY,Gädlä Yoḥannǝs Mǝśraqawi,,,,
LIT1520GadlaY,Gädlä Yoḥannǝs zädäbrä Bizän,,,,
LIT1521GadlaY,Gädlä Yoḥanni(Däbrä ʿAśa),,,,
LIT1522GadlaY,Gädlä Yonas(Bur),,,,
LIT1523GadlaY,Gädlä Yosef,,,,
LIT1524GadlaY,Gädlä Yosṭinos,,,,
LIT1525GadlaZ,Gädlä Zäkaryas(Gälila),,,,
LIT1526GadlaZ,Gädlä Zämikaʾel Arägawi,,,,
LIT1527GadlaZ,Gadla Zärʾa Abrǝham,,,,
LIT1528GadlaZ,Gadla Zärʾa Buruk,,,,
LIT1529GadlaZ,Gädlä Zäyoḥannǝs,,,,
LIT1530GadlaZ,Gädlä Zena Marqos,,,,
LIT1531GadlaZ,Gädlä Zena Maryam,,,,
LIT1532GadlaP,Gädlä Ṗänṭälewon,,,,
LIT1533gadwal,Ǧadwal aš-Šāš waš-Šāmī,,Aḥmad aš-Šāmī,,
LIT1534Galata,Galata Waaqayyo Gooftaa Maḉḉaa,,Onesimos,,
LIT1535galqab,Ǧalqaba barsiisaa,Jalqaba Barsiisaa,Aster Gannoo – Onesimos Näsib,,
LIT1536Galtan,Gälṭän bǝnnayäw,,Beka Nämo,,
LIT1537Gamali,"Gamaliel, Gospel of",,,,
LIT1538gamial,Ǧāmiʿal-bayān ʿan taʾwīl āy al-Qurʿān,,aṭ-Ṭabarī,,
LIT1539Gannat,Gännät,,Cyril of Alexandria,,
LIT1540Gannat,Gännätä mänäkosat,,,,
LIT1541Garaan,Garaani Namaa Mana Waaqayyoo Yookis Bultii Seeṭanaa,,Onesimos,,
LIT1542Garaan,Garaani Namaa Mana Waaqayyoo Yookis Bultii Seetanaa,,,,
LIT1543gapane,Ǧaṗan ǝndämǝn säläṭṭänäčč,,Käbbädä Mikaʾel,,
LIT1544Gebrah,Gǝbrä ḥǝmamat,Mäṣḥafä gǝbrä ḥǝmamatHours/Lectionary of the Holy Week,,,
LIT1545Gedayg,Gǝday gǝday aläññ,,,,
LIT1546Genesi,Genesis,,,,
LIT1547Gerumb,Gǝrum bäwǝstä dämänat wälǝʿul ǝmsämayat ǝgziʾabǝḥer,,,,
LIT1548Gessaw,Gǝṣṣawe śǝʿrat,,,,
LIT1549Gessaw,Gǝṣṣawe zäzzäwätr,,,,
LIT1550Gize,Gize,,Mulu Sälomon,,
LIT1551Glaphy,Glaphyra,,Cyril of Alexandria,,
LIT1552Godaan,Godaannisa,,Ḍaaba Wayyeessaa,,
LIT1553Gohase,Goha Ṣǝbah,,Ḫǝruy Wäldä Śǝllase,,
LIT1554Gondar,Gondäre bägaššaw,,Gärima Taffärä,,
LIT1555Gondar,Gondärew Gäbrä Maryam,,Gärima Taffärä,,
LIT1556Gorgor,Gorgoryos ǝḫwä Basǝlyos,,,,
LIT1557Apocal,Apocalypse ofGorgoryos,Raʾǝyä Gorgoryos,,,
LIT1558Gospel,Gospel of Matthew,,,,
LIT1559Gospel,Gospel of Pseudo-Matthew,,,,
LIT1560Gospel,Gospels,Four Gospels; Qǝddus Wängel,,,
LIT1561Gungun,Gungun,,Ḫaylämäläkot Mäwaʾǝl,,
LIT1562Gwabaz,Gwäbäz ayyän,,Yoftaḥe Nǝguśe,,
LIT1563Gwadee,"Gwade, ǝngǝdih amäčǝh näññ",,Mähammäd Usman,,
LIT1564Gwasal,Gwäśʿa lǝbbǝyä qalä śännayä,,,,
LIT1565Hahuba,Ha hu bäsǝddǝst wär,,Ṣäggaye Gäbrä Mädḫǝn,,
LIT1566hababa,Ḫaba baräku Ananya wäʾAzarya wämisaʾel läʾǝgziʾabǝḥer,,,,
LIT1567Bookof,Book of Habakkuk,Prayer Song,,,
LIT1568Legend,Legend ofHabakkuk,,,,
LIT1569habeka,Ḫabekä ǝgziʾo amlakä amalǝkt wäʾǝgziʾa agaʾǝzt,,Cyril,,
LIT1570habeka,Ḫabekä ǝgziʾo anqaʿǝdonä aʿǝyyǝntäna,,Cyril,,
LIT1571HabesS,Habeş Seyahatnamesi,,Ṣādiq al-Muʾayyad al-ʿAẓm,,
LIT1572Hadaiq,Hadāʾiq ar-rūḥ war-rayḥān fī rawā򰄫bī ʿulūm al-Qurʾān,,Muḥammad al-Amīn,,
LIT1573haddis,Ḥaddis,,Bäʿalu Gǝrma,,
LIT1574Hadhir,Haḍir al-Habaḍa wamustaqbaluhā,,Tadrūs Ramzī,,
LIT1575haggum,Ḥāǧǧ ʿumran zǝyaran ab tǝḥti ṣǝlal kitaben sunnan,,Ǧamāl Ibrāhīm Ṣālīh,,
LIT1576Hahuwa,Hahu wäym Päpu,,Ṣäggaye Gäbrä Mädḫǝn,,
LIT1577halley,Ḫallǝyu zäntä bäʾalbabikǝmu mǝnt wǝʾǝtu nǝdet,,Gregory,,
LIT1578hamara,Ḥamärä näfs,,,,
LIT1579hassir,Ḥaṣṣir mäṣḥaf nǝbab bǝtǝgrǝñña - arbǝʿan arbaʿtän zanta,,Yǝsḥaq Täwäldä Mädḫǝn,,
LIT1580hasura,Ḥaṣurä mäsqäl,,,,
LIT1581hatata,Ḥatäta Zärʾa Yaʿǝqob,,,,
LIT1582haylom,Ḫaylom wäddi Asmära,,Yǝsḥaq Yosef,,
LIT1583Hayman,Haymanot mäsiḥawit,,,,
LIT1584Hayman,Haymanot rǝtǝʿǝt,,,,
LIT1585Hayman,Haymanotä abäw,,,,
LIT1586Hayman,Haymanotä abäw,The Faith of the Fathers,,,
LIT1587Hayman,Haymanotä abäw ḥawaryat,,,,
LIT1588Hayman,Haymanotä abäw qäddämt,,,,
LIT1589Heaven,Heavenly Ladder,,Climacus,,
LIT1590heggna,Ḥǝgg nay Läggon Ḉǝwan,,,,
LIT1591heggiH,Ḥǝggi Hab Śǝllus Gärä Ḵǝstos,Ḥǝggi Habśǝllus,,,
LIT1592heggiL,Ḥǝggi Läggo Särda,,,,
LIT1593heggiS,Ḥǝggi Säḥartǝn Lamzan Waärtǝn Damban,,,,
LIT1594Shephe,Shepherd ofHermas,,Hermas,,
LIT1595Hexaem,Hexaemeron of Basil,,,,
LIT1596heywat,Ḥǝywätǝnna yäʾityoṗya ǝrmǝǧǧa,,,,
LIT1597Bookof,Book of theḤimyarites,,,,
LIT1598hisnal,Ḥiṣn al-muslim,Ḥiṣnul muslim,,,
LIT1599Histor,History of NūrMuǧāhid,,,,
LIT1600Histor,History of the Captivity of the Israelites in Babylon,,,,
LIT1601Histor,History of the Councils,,Sawīros,,
LIT1602Histor,History of the Patriarchs of Alexandria,,,,
LIT1603Histor,History of the People of Ethiopia,,Tayyä Gäbrä Maryam,,
LIT1604Histor,History of the Persian Kings,,aṯ-Ṯaʿālibī,,
LIT1605Histor,History of the Rechabites,,,,
LIT1606Histor,History of the Translation of the Body of Täklä Haymanot,,,,
LIT1607Histor,History of the Wood on which Christ was Crucified,,Severos of Ašmunayn,,
LIT1608hoheta,Ḫoḫǝtä bǝrhan,,Giyorgis of Sägla,,
LIT1609Homili,Homilia Aethiopica de nativitate Domini nostri Jesu Christi,,,,
LIT1610Homili,Homiliae,,Clement,,
LIT1611Homili,Homiliary for Lent,,,,
LIT1612Homily,Homily in Honour of Frumentius,,,,
LIT1613Homily,Homily for Burials,,John Chrysostom,,
LIT1614Homily,Homily for Good Friday,,Athanasius,,
LIT1615Homily,Homily for Lenten Fast,,Theophilos of Alexandria,,
LIT1616Homily,Homily for the Commemoration of the Egyptian Martyr Menas,,,,
LIT1617Homily,Homily for the Feast of the Cross,,Jacob of Serug,,
LIT1618Homily,Homily for the Third Sunday in Lent,,Jacob of Serug,,
LIT1619Homily,Homily in Honour of Saint John the Evangelist,,Zärʾa Yaʿǝqob,,
LIT1620Homily,Homily of the 24 Priests,,Severos of Ašmunayn,,
LIT1621Homily,Homily on Abraham for Good Friday,,Jacob of Serug,,
LIT1622Homily,Homily on Archangel Michael,,Timothy,,
LIT1623Homily,Homily on John the Baptist,,John Chrysostom,,
LIT1624Homily,Homily on Mary,,Basil,,
LIT1625Homily,Homily on Mary,,Jacob of Serug,,
LIT1626Homily,Homily on Mary and Joseph,,Jacob of Serug,,
LIT1627Homily,Homily on Mary and Zion,,,,
LIT1628Homily,Homily on Pachomius,,Athanasius,,
LIT1629Homily,Homily on Priests and Deacons who have Fallen Asleep,,Jacob of Serug,,
LIT1630Homily,Homily on Simeon the Priest,,Jacob of Serug,,
LIT1631Homily,Homily on the Angel and the Thief,,Jacob of Serug,,
LIT1632Homily,"Homily on the Angels, God and Faith",,Basil,,
LIT1633Homily,Homily on the Annunciation to the Virgin Mary,,Jacob of Serug,,
LIT1634Homily,Homily on the Annunciation to Zacharias,,Jacob of Serug,,
LIT1635Homily,Homily on the Apostle Thomas,,Jacob of Serug,,
LIT1636Homily,Homily on the Archangel Michael,,Severos of Antioch,,
LIT1637Homily,Homily on the Archangel Michael,,Timothy,,
LIT1638Homily,Homily on the Assumption of Mary,Dǝrsanä fǝlsäta,Cyriacus,,
LIT1639Homily,Homily on the Assumption of Mary,Dǝrsanä fǝlsäta,Cyril,,
LIT1640Homily,Homily on the Assumption of Mary,Dǝrsanä fǝlsäta,Rǝtuʿa Haymanot,,
LIT1641Homily,Homily on the Banishment of John Chrysostom,,Yoḥannǝs,,
LIT1642Homily,Homily on the Canaanite Woman,,Jacob of Serug,,
LIT1643Homily,Homily on the Church of the Rock,,Timothy,,
LIT1644Homily,Homily on the Deceased,,Sälama,,
LIT1645Homily,Homily on the Departure of the Soul,,Theophilos of Alexandria,,
LIT1646Homily,Homily on the Dormition and the Assumption,,Minas,,
LIT1647Homily,Homily on the Dormition of Mary,Dǝrsanä ǝräfta,Theodosius,,
LIT1648Homily,Homily on the Dormition of Mary,Dǝrsanä ǝräfta,Yoḥannǝs,,
LIT1649Homily,Homily on the Faith and Trinity,,Basil,,
LIT1650Homily,Homily on the Finding of the Cross,,,,
LIT1651Homily,Homily on the Four Living Creatures,,,,
LIT1652Homily,Homily on the Glory of Our Lady Mary,,John Chrysostom,,
LIT1653Homily,Homily on the House in which the Holy Virgin lived on Mount Qusqām,,Theophilos of Alexandria,,
LIT1654Homily,Homily on the Icon of Mary,,Cyril,,
LIT1655Homily,Homily on the Letter to Cledonius,,,,
LIT1656Homily,Homily on the Martyrdom of Askänafǝr,,,,
LIT1657Homily,Homily on the MysticSupper,,Theophilos of Alexandria,,
LIT1658Homily,Homily on the Nativity of John the Baptist,,,,
LIT1659Homily,Homily on the Nativity of Mary,,,,
LIT1660Homily,Homily on the Passion of Our Lord,,Ephrem,,
LIT1661Homily,Homily on the Presentation of Jesus,,Cyril,,
LIT1662Homily,Homily on the Resurrection of the Lord,,Cyril,,
LIT1663Homily,Homily on the Salvatory Passion,,Jacob of Serug,,
LIT1664Homily,Homily on the three youths in the fiery furnace,,Theophilos of Alexandria,,
LIT1665Homily,Homily on the Virgin Mary for the Rainy Season,,Severos of Antioch,,
LIT1666Homily,Homily on the Vision of Joseph,,Jacob of Serug,,
LIT1667Homily,Homily on the Visit of Mary to Elisabeth,,Jacob of Serug,,
LIT1668hududa,Ḥudūd al-ʿālam,,,,
LIT1669Hulatt,Hulätt yäʿǝnba däbdabbewočč,,Bǝrhanu Zäryǝhun,,
LIT1670huratu,Ḥurätu läʾǝskǝndǝr,,,,
LIT1671Isaiah,"Isaiah, Ascension of",,,,
LIT1672Isaiah,"Isaiah, Book of",,,,
LIT1673Islamw,Islām wa-l-Ḥabaša,,Yūsuf Aḥmad,,
LIT1674Itiraf,Iʿtirāf al-abāʾ,,,,
LIT1675Itqanf,Itqān fī ʿulūm al-Qurʾān,,as-Suyūṭī,,
LIT1676Ityopy,Ityoṗya mǝn ʿaynätastädadǝr yasfällǝgatal,,Ḥaddis ʿAlämayyähu,,
LIT1677Ityopy,"Ityoṗyanna Mätämma, yäʾaṣe Yoḥannǝs tarik bäʾaḉḉǝru",,Ḫǝruy Wäldä Śǝllase,,
LIT1678Ityuby,Iṯyūbyā fī ʿahd Hayla Silāsī l-awwal,,ʿAbdarraḥmān al-Huṣṣ,,
LIT1679Chroni,Chronicle ofJacob of Edessa,,Jacob of Edessa,,
LIT1680Martyr,Martyrdom ofJames brother of Lord,,,,
LIT1681Bookof,Book ofJames,,,,
LIT1682Epistl,Epistle ofJames,,,,
LIT1683Gospel,Gospel of James,Protoevangelium Jacobi,,,
LIT1684Martyr,Martyrdom ofJames,,,,
LIT1685Bookof,Book of Jeremiah,,,,
LIT1686Epistl,Epistle of Jeremiah,6 Baruch,,,
LIT1687Legend,Legend ofJeremiah,Life of Jeremiah,,,
LIT1688Bookof,Book ofJob,,,,
LIT1689Bookof,Book ofJoel,,,,
LIT1690Actsof,Acts ofJohn,,,,
LIT1691Apocry,Apocryphal Gospel ofJohn,,,,
LIT1692Epistl,Epistles ofJohn,,,,
LIT1693Gospel,Gospel ofJohn,,,,
LIT1694Bookof,BookofJonah,,,,
LIT1695Songof,Song of Jonah,Prayer ofJonah,,,
LIT1696Bookof,Book ofJoshua,,,,
LIT1697Bookof,Book ofJubilees,Mäṣḥafä kufale,,,
LIT1698Epistl,Epistle of Jude,,,,
LIT1699Judean,Judean Antiquities,,,,
LIT1700Bookof,Book ofJudges,,,,
LIT1701Bookof,Book ofJudith,,,,
LIT1702Kabara,Kabara Afraqa,,Ṣäggaye Gäbrä Mädḫǝn,,
LIT1703Kadmas,Kadmas baššagär,,Bäʿalu Gǝrma,,
LIT1704Kaleb,Kaleb,ʿAḍe Kaleb,Käbbädä Mikaʾel,,
LIT1705Kalila,Kalīla wa-Dimna,,,,
LIT1706Kayeqe,Käyǝqǝrta bälay,,Käbbädä Mikaʾel,,
LIT1707Kebrah,Kǝbrä haymanot,,Severos of Ašmunayn,,
LIT1708Kebral,Kǝbrä lǝdät,,Yared Gäbrä Mikaʾel,,
LIT1709Kebran,Kǝbrä nägäśt,,,,
LIT1710Keftat,Kǝftät,,Däbbäbä Säyfu,,
LIT1711Kehdat,Kǝḥdatä säyṭan,,,,
LIT1712Kelett,Kǝlǝttä ǝnä ab dǝfaʿat,,ʿAlämsäggäd Täsfay,,
LIT1713Kerars,Kǝrar sikärr,,Ṣägayye Gäbrä Mädḫǝn,,
LIT1714Kestat,Kǝśtätäaryam,,,,
LIT1715KetabQ,Kǝtab Qǝddus,,,,
LIT1716Kidanz,Kidan zänägh,,,,
LIT1717Kidanz,Kidan zäsärk,,,,
LIT1718Kidana,Kidanä mǝḥrät,,,,
LIT1719Bookso,Books of Kings,Kgs,,,
LIT1720Kitaba,Kitāb ad-daḫāʾirwa t-tuḥat,,ar-Rašīd az-zubayr,,
LIT1721Kitaba,Kitāb al-maǧāll,,,,
LIT1722Kitaba,Kitāb al- maǧāmiʿ,,Sawīrus b. al-Muqaffaʿ,,
LIT1723Kitaba,Kitāb al-Aġānī,,Abū l-Faraǧ al-Iṣfahānī,,
LIT1724Kitaba,Kitāb al-bustān wa-qāʿidat al-ḥukamāʾ wa-šams al-ādāb,,,,
LIT1725Kitaba,Kitāb al-faqar,,ʿUmar ʿAbdōš,,
LIT1726Kitaba,Kitāb al-farāʾiḍ,,,,
LIT1727Kitaba,Kitāb al-fihrist,,Ibn an-Nadīm,,
LIT1728Kitaba,Kitāb al-ʿIbar,,Ibn Ḫaldūn,,
LIT1729Kitaba,Kitāb al-īḍāḥ,,Severos of Ašmunayn,,
LIT1730Kitaba,Kitāb al-Ilmām bi-aḫbār man bi-arḍ al-Ḥabaša min mulūk al-Islām,,al-Maqrīzī,,
LIT1731Kitaba,Kitāb al-Libās,,,,
LIT1732Kitaba,Kitāb al-maġāzī,,al-Wāqidī,,
LIT1733Kitaba,Kitāb al-masālik wa-l-mamālik,,Ibn Ḥawqal,,
LIT1734Kitaba,Kitāb al-masālik wa-l-mamālik,,Iṣṭaḫrī,,
LIT1735Kitaba,Kitāb al-mawāʿiẓ wa-l-iʿtibār fī ḏikr al-ḫiṭaṭ wal-āṯār,Ḫiṭaṭ,al-Maqrīzī,,
LIT1736Kitaba,Kitāb al-muhaḏḏab,,aš-Šīrāzī,,
LIT1737Kitaba,Kitāb al-Muḥkam wal-muḥīt al-aʿẓam fī l-luġa,,Ibn Sīda,,
LIT1738Kitaba,Kitāb al-ʿunwān,,Agapius of Manbiǧ,,
LIT1739Kitaba,Kitāb al-zunūǧ,,,,
LIT1740Kitaba,Kitāb an-naṣīḥatayn li-salāmat ad-dārayn,,Ḥāmid b. Ṣiddīq al-Hararī,,
LIT1741Kitaba,Kitāb as-Sulūk li maʿrifat duwal al-mulūk,,al-Maqrīzī,,
LIT1742Kitaba,Kitāb at-tawārīḫ,,Ibn ar-Rāhib,,
LIT1743Kitaba,Kitāb aṭ-ṭibb ar-rūḥanī,,,,
LIT1744KitabB,Kitāb Bilawhar wa-Būdāsaf,,,,
LIT1745KitabR,Kitāb Ruǧar,,al-Idrīsī,,
LIT1746Kitabs,Kitāb ṣūrat al-arḍ,,Ibn Ḥawqal,,
LIT1747Klewop,Klewopatranna Markantwan,,Afäwärq Gäbrä Iyäsus,,
LIT1748Kresto,Krǝstosǝn sǝlä mämsäl,,De imitatione Christi,,
LIT1749Kresty,Krǝstyanǝnnätǝnna sošalizǝm,,Abbe Gubäñña,,
LIT1750LahaMa,Laḥa Maryam,Laḥa Dǝngǝl,,,
LIT1751Lamena,Lämǝn alsällämhum,,ʿAlämayyähu Mogäs,,
LIT1752Lamenm,Lämǝn motä bilu,,Däbbäbä Säyfu,,
LIT1753Lament,Lamentations,Lam,,,
