ID,Name,First name,Altname,Altname,Altname,Gender,Nationality/Ethnicity,Religion,Relations,Qualifier,Qualifier,Time,Place,Texts related (lookup),MSS related (lookup)
PRS8222Rosset,Rosset, Geneviève,,,,m,,,, director ,,,,,
PRS8223Rossetti,Rossetti, Carlo,,,,m,,,, mil.,,,,,
PRS8224Rossetti,Rossetti, Cesare,,,,m,,,, mil. ,,,,,
PRS8225Rossetti,Rossetti, Franco,,,,m,,,, filmmaker ,,,,,
PRS8226Rossler,Rössler, Otto,,,,m,,,, sch. ,,,,,
PRS8227Roth,Roth, Johannes Rudolph,,,,m,,,, sch. ,,,,,
PRS8228Rothschi,Rothschild, Edmond de,,,,m,,,, Baron ,,,,,
PRS8229Rouaud,Rouaud, Alain,,,,m,,,, sch. ,,,,,
PRS8230Roubet,Roubet, Colette,,,,m,,,, sch. ,,,,,
PRS8231Rouhaut,Rouhaut, M. de,,,,m,,,, sch. ,,,,,
PRS8232Rousseau,Rousseau, Jean-Jacques,,,,m,,,, wr. ,,,,,
PRS8233Rouvroy,Rouvroy de Saint Simon, Claude Henri de,,,,m,,,, count ,,,,,
PRS8234Roux,Roux, Angles,,,,f,,, wife Marius ,,,,,,
PRS8235Roux,Roux, Gaston-Louis,,,,m,,,, art. ,,,,,
PRS8236Roux,Roux, Marius-Honoré,,,,m,,,, dipl. ,,,,,
PRS8237Roveglia,Roveglia Honorati, Adele,,,,m,,,, publ. ,,,,,
PRS8238RoZdestv,Roždestvenskij, Vsevolod,,,,m,,,, poet ,,,,,
PRS8239Rubattin,Rubattino, Raffaele,,,,m,,,, entr. ,,,,,
PRS8240Rubens,Rubens, Peter Paul,,,,m,,,, art. ,,,,,
PRS8241Rubenson,Rubenson, Sven,,,,m,,,, sch. ,,,,,
PRS8242Rudolf,Rudolf,,,,,m,,,, crown prince ,,,,,
PRS8243Ruff,Ruff, Anne-Marie,,,,f,,,, wr. ,,,,,
PRS8244Rufin,Rufin, Jean-Christophe,,,,m,,,, wr. ,,,,,
PRS8245Rufinus,Rufinus of Aquilea,,,,,m,,,, wr. ,,,,,
PRS8246Ruhe,Ruhe,,,,,m,,,, trav. ,,,,,
PRS8247Ruknaddi,Ruknaddīn Barbak Šāh,,,,,m,,,, ruler ,,,,,
PRS8248Rundgren,Rundgren, Frithiof,,,,m,,,, sch. ,,,,,
PRS8249Rüppell,Rüppell, Eduard,,,,m,,,, sch. ,,,,,
PRS8250Rüppell,Rüppell, Wilhelm,,,,m,,,, wr. ,,,,,
PRS8251Ruqayya,Ruqayya,,,,,m,,, daugh. Muḥammad ,,,,,,
PRS8252Ruqayya,Ruqayya bint Ǧallāb,,,,,f,,, moth. Muḥammad al-Ḥasan al-Mīrġanī ,,,,,,
PRS8253Ruspoli,Ruspoli, Eugenio,,,,f,,,, expl. ,,,,,
PRS8254Russegge,Russegger, Joseph Ritter von,,,,m,,,, sch. ,,,,,
PRS8255Russel,Russel, Stanislas,,,,m,,,, count ,,,,,
PRS8256Rustiche,Rustichello da Pisa,,,,,m,,,, wr. ,,,,,
PRS8257Rustum,Rustum,,,,,m,,,, effendi ,,,,,
PRS8258Ruufoo,Ruufoo,,,,,m,,,, miss. ,,,,,
PRS8259Ryckmans,Ryckmans, Gonzague,,,,m,,,, sch. ,,,,,
PRS8260Ryckmans,Ryckmans, Jacques,,,,m,,,, sch. ,,,,,
PRS8261Saaldob,Säʿaldoba,,,,,m,,,, king ,,,,,
PRS8262Saalmüll,Saalmüller, Karl,,,,m,,,, miss. ,,,,,
PRS8263SabaAs,Säbʾa Asgäd,,,,,m,,, son Yagba Ṣǝyon ,,,,,,
PRS8264SabaNo,Säbʾa Nol,,,,,m,,,, king ,,,,,
PRS8265Sabagadi,Säbagadis (Subagadis) Wäldu,,,,,m,,,, däǧǧ., šum ʿagame ,,,,
PRS8266Sabaha,Sabaha,,,,,m,,,, mil. ,,,,,
PRS8267sabalaE,Ṣäbälä Ewosṭatewos,,,,,f,,, daugh. Habtä Ǝgziʾ ,,,,,,
PRS8268sabalaM,Ṣäbälä Maryam,,,,,f,,, daugh. Zärʾa Yaʿǝqob ,,,,,,
PRS8269sabalaM,Ṣäbälä Maryam,,,,,f,,, disc. Zena Maryam ,,,,,,
PRS8270SabanaG,Säbänä Giyorgis,,,,,f,,, daugh. Gälawdewos ,,,,,,
PRS8271SabanaG,Säbänä Giyorgis,,,,,f,,, daugh. Lǝbnä Dǝngǝl ,,,,,,
PRS8272SabanaG,Säbänä Giyorgis,,,,,f,,, moth. ʿAndä Haymanot ,,,,,,
PRS8273Sabarat,Säbärat,,,,,m,,,, mil. ,,,,,
PRS8274Sabine,Sabine,,,,,f,,,, monk ,,,,,
PRS8275SablaD,Säblä Dǝngǝl,,,,,f,,,, name ,,,,,
PRS8276SablaWa,Säblä Wängel,,,,,f,,,, ǝtege ,,,,,
PRS8277SablaWa,Säblä Wängel,,,,,f,,,, lit. ,,,,,
PRS8278SablaWa,Säblä Wängel,,,,,f,,, moth. Iyasu I ,,,,,,
PRS8279SablaWa,Säblä Wängel,,,,,f,,, daugh. Ḫaylu Täklä Haymanot ,,,,,,
PRS8280SablaWa,Säblä Wängel Dästa,,,,,f,,, wife K򠅛aśa Wäldä Maryam ,,,,,,
PRS8281Sabra,Sabra,,Ṣäbra, Ṣǝbra,,m,,,, abba ,,,,,
PRS8282sabraddi,Ṣabraddīn I Muḥammad b. Dalḥūy,,Ṣabraddīn b. Dalḥūy b. Manṣūr,,,m,,,, ruler ,,,,,
PRS8283sabraddi,Ṣabraddīn b. Ādam,,,,,m,,,, ruler ,,,,,
PRS8284sabraddi,Ṣabraddīn b. Saʿdaddīn Abū l-Barakāt Muḥammad,,,,,m,,,, mil. ,,,,,
PRS8285sabriIl,Ṣabrī Ilyās,,Sabri Elias,,,m,,,, rel. ,,,,,
PRS8286saburII,Šābur II,,,,,m,,,, emp. ,,,,,
PRS8287Sacconi,Sacconi, Gaetano,,,,m,,,, merchant ,,,,,
PRS8288Sacconi,Sacconi, Pietro,,,,m,,,, merchant ,,,,,
PRS8289Sachau,Sachau, Eduard,,,,m,,,, sch. ,,,,,
PRS8290Sad,Saʿd,,,,,m,,,, šayḫ ,,,,,
PRS8291sadeff,Ṣaʿd effendi Rifʿat,,,,,m,,,, mil. ,,,,,
PRS8292Sadaddi,Saʿdaddīn,,,,,m,,,, wāzir ,,,,,
PRS8293Sadaddi,Saʿdaddīn Abū al-Barakāt Muḥammad b. Aḥmad Ḥarb Arʿad,,Saʿdaddīn II,,,m,,,, sulṭ. ,,,,,
PRS8294sadalao,Ṣädalä of Madǝr,,,,,f,,,, wäyz. ,,,,,
PRS8295sadalu,Ṣädalu,,,,,m,,, rel. Kǝnfu Addam ,,,,,,
PRS8296sadaluW,Ṣädalu Wäldä Täkle,,,,,m,,,, aläqa,,,,,
PRS8297SadaqaN,Sädäqa Nǝsräni,,,,,m,,,, mason ,,,,,
PRS8298asSadat,as-Sadat, Anwar,,,,m,,,, pol. ,,,,,
PRS8299Saddo,Saddo,,,,,m,,,, káwo ,,,,,
PRS8300sadeqan,Ṣadǝqan,,Ṣadqan,,,m,,,, Sts ,,,,,
PRS8301sadequY,Ṣadǝqu Yoḥannǝs,,,,,m,,, son Fasilädäs ,,,,,,
PRS8302SadiPaw,Sädi Ṗawlos,,Sǝdi Ṗawlos,,,m,,,, sch. ,,,,,
PRS8303Sadiq,Sadiq,,Sandoq,,,m,,, son Abdälla ,,,,,,
PRS8304sadiq,Ṣādiq,,,,,m,,,, amīr ,,,,,
PRS8305Sadiq,Sadiq,,,,,m,,,, gov. of Adyabo ,,,,,
PRS8306assadiq,aṣ-Ṣādiq al-Mahdī,,,,,m,,,, pol. ,,,,,
PRS8307sadiqal,Ṣādiq al-Muʾayyad al-ʿAẓm,,,,,m,,,, dipl., paša ,,,,
PRS8308SadiqDa,Sädiq Danqa,,,,,m,,,, mil. ,,,,,
PRS8309SadiqDa,Sadiq Darqa,,,,,m,,,, rebel ,,,,,
PRS8310saeduW,Ṣäʿǝdu Wäldu,,,,,m,,, br. Säbagadis Wäldu ,,,,,,
PRS8311SafSaga,Saf Sägäd,,,,,m,,, br. Säyfä Arʿad ,,,,,,
PRS8312SafSaga,Saf Sägäd,,,,,m,,, son Wäsän Sägäd ,,,,,,
PRS8313SafaniK,Säfani Krǝstos,,,,,m,,,, ǝḉḉäge ,,,,,
PRS8314assafi,aṣ-Ṣafī Abū l-Faḍāʾil,,,,,m,,,, wr. ,,,,,
PRS8315safiAww,Šafi Awwäl,,,,,m,,,, balabbat ,,,,,
PRS8316safii,Šāfiʿī,,,,,m,,,, masǧid ,,,,,
PRS8317safiyab,Ṣafīya bint Abī l-ʿĀṣ b. Umayya b. ʿAbdaššams,,,,,f,,, moth. Umm Ḥabiba ,,,,,,
PRS8318Saga,Säga,,,,,m,,,, gärad ,,,,,
PRS8319Sagad,Sägäd,,,,,m,,,, káwo ,,,,,
PRS8320Sagara,Sagara, Francisco,,,,m,,,, miss. ,,,,,
PRS8321saggaAm,Ṣägga Amlak,,,,,m,,,, monk ,,,,,
PRS8322saggaHa,Ṣägga Haymanot,,,,,m,,,, monk ,,,,,
PRS8323saggaIy,Ṣägga Iyäsus Ǝyasu,,,,,m,,,, wr. ,,,,,
PRS8324saggaKr,Ṣägga Krǝstos,,Saga Christos, Zagachristo,,m,,,, trav. ,,,,,
PRS8325saggaKr,Ṣägga Krǝstos,,,,,m,,,, ǝḉḉ. ,,,,,
PRS8326saggaMa,Ṣägga Maryam,,,,,f,,, daugh. Abbäbä Rätta ,,,,,,
PRS8327saggaMa,Ṣägga Mäṭaʿ,,,,,m,,,, abbot ,,,,,
PRS8328saggaZa,Ṣägga Zäʾab,,Zagazabo,,,m,,,, dipl. ,,,,,
PRS8329saggaZa,Ṣägga Zäʾab,,,,,m,,, fath. Täklä Haymanot ,,,,,,
PRS8330saggaye,Ṣäggaye Däbalqe,,Ṣäggaye Däbälke,,,m,,,, mus. ,,,,,
PRS8331saggaye,Ṣäggaye Gäbrä Mädḫǝn,,,,,m,,,, wr. ,,,,,
PRS8332sagiser,Šagi Šeroči,,,,,m,,,, tato ,,,,,
PRS8333SagidLa,Sägid Läʾab,,,,,m,,,, eccl. ,,,,,
PRS8334Sagirde,Sägirde,,,,,m,,,, fit. ,,,,,
PRS8335asSahaw,as-Saḫāwī,, Muḥammad b. ʿAbdarraḥmān as-Saḫāwī,,,m,,,, wr. ,,,,,
PRS8336ahayBe,Ḍäḥay Bǝrhanä Śǝllase,,Tsehai Berhane-Selassie,,,f,,,, sch. ,,,,,
PRS8337ahayha,Ḍäḥay Ḫaylä Śǝllase,,Ḍäḥay Wärq,,,f,,,, lǝʿǝlt ,,,,,
PRS8338sahayTo,Ṣäḥay Tolassa,,,,,f,,, wife Guddinaa Tumsaa ,,,,,,
PRS8339ahayaL,Ḍäḥayä Lǝdda,,,,,f,,,, käntiba ,,,,,
PRS8340ahayaW,Ḍäḥayä Wärq Darge,,,,,f,,, daugh. Darge Śahlä Śǝllase ,,,,,,
PRS8341ahaytu,Ḍäḥaytu,,Ṭaytu,,,f,,, daugh. Schimper ,,,,,,
PRS8342ahayue,Ḍäḥayu Ǝnqwä Śǝllase,,,,,m,,,, däǧǧ. ,,,,,
PRS8343sahelIy,Śaḥǝl Iyǝkalʾ,,,,,m,,,, king ,,,,,
PRS8344sahlaDe,Śahlä Dǝngǝl,,Śahlu,,,m,,,, nǝguś ,,,,,
PRS8345sahlaha,Śahlä Ḫaylu,,,,,m,,,, art. ,,,,,
PRS8346sahlase,Śahlä Śǝllase,,,,,m,,,, nǝguś ,,,,,
PRS8347sahlase,Śahlä Śǝllase Bǝrhanä Maryam,,,,,m,,,, wr. ,,,,,
PRS8348sahlase,Śahlä Śǝllase Ḫaylä Śǝllase,,,,,m,,,, lǝʿul ,,,,,
PRS8349sahlesa,Śahle Ṣädalu,,,,,m,,,, pol. ,,,,,
PRS8350SahleSe,Sahle Sellasie Wolde Mariam,,,,,m,,,, wr. ,,,,,
PRS8351Sahlitu,Sahlitu Ǝnqu,,,,,f,,, wife Goššu Zäwde ,,,,,,
PRS8352Sahlstro,Sahlström, Berit,,,,f,,,,art.,,,,,
PRS8353sahlu,Śahlu,,,,,m,,,, märigeta ,,,,,
PRS8354SahluGo,Sahlu Goššu,,,,,m,,, son Goššu ,,,,,,
PRS8355SahluKi,Sahlu Kidane,,,,,m,,,, sch. ,,,,,
PRS8356sahluLu,Śahlu Luqas,,,,,m,,,, aläqa ,,,,,
PRS8357sahluof,Śahlu of Ḥaramat,,,,,m,,,, däǧǧ. ,,,,,
PRS8358Said,Saʿīd,,,,,m,,,, āw ,,,,,
PRS8359Said,Saʿīd,,,,,m,,,, bāšā ,,,,,
PRS8360Said,Saʿīd Aḥmad Muṣṭafā,,,,,m,,,, šayḫ ,,,,,
PRS8361SaidAli,Said Ali Coubèche,,,,,m,,,, dipl. ,,,,,
PRS8362SaidBa,Saʿīd Bašša,,,,,m,,,, šǝfta ,,,,,
PRS8363Saidb,Saʿīd b. Abbād al-Ǧulanda,,,,,m,,,, rel. ,,,,,
PRS8364Saidb,Saʿīd b. ʿAlī b. Wahf,,,,,m,,,, sch. ,,,,,
PRS8365Saidb,Saʿīd b. Ǧubayr,,,,,m,,,, rel. ,,,,,
PRS8366Saidb,Saʿīd b. Naǧāḥ,,,,,m,,,, rul. ,,,,,
PRS8367Saidb,Saʿīd b. Sulṭān,,,,,m,,,, sulṭ. ,,,,,
PRS8368SaidGa,Saʿid Gadabuursi,,,,,m,,,, anc. ,,,,,
PRS8369Saidha,Saʿid Ḥaw,,,,,m,,,, šayḫ ,,,,,
PRS8370Saidhu,Saʿīd Ḥusayn,,,,,m,,,, šayḫ ,,,,,
PRS8371SaidMu,Saʿīd Muḥammad Sayf,,,,,m,,,, gov. ,,,,,
PRS8372SaidNa,Saʿīd Naṣrallāh,,,,,m,,,, šayḫ ,,,,,
PRS8373SaidSal,Said Salah,,,,,m,,,, filmmaker ,,,,,
PRS8374SaidU,Saʿīd ʿUkkāša,,,,,m,,,, ḫalīfa ,,,,,
PRS8375SaintAl,Saint-Alban, Dominique,,,,m,,,, wr. ,,,,,
PRS8376SaintEx,Saint-Exupéry, Antoine de,,,,m,,,, wr. ,,,,,
PRS8377SaintMa,Saint Martin, Louis Vivien de,,,,m,,,, trav. ,,,,,
PRS8378SaintOg,Saint-Ogan, Alain,,,,m,,,, art. ,,,,,
PRS8379sairum,Šaʿir[um] ʾAwtar,,,,,m,,,, ruler,,,,,
PRS8380sakibAr,Šakīb Arslān,,,,,m,,,, sch. ,,,,,
PRS8381sakkor,Šäkkor,,,,,m,,,, Wälqayt anc. ,,,,,
PRS8382Sakonji,Sakonji, Seizo,,,,m,,,, Vice Admiral,,,,,
PRS8383Saladob,Sälʾadoba,,Säʾaldoba,,,m,,,, king ,,,,,
PRS8384salahal,Ṣalāḥ al-Dīn Yūsuf ibn Ayyūb,, Saladin,Ṣalāḥaddīn,,m,,,, sulṭ. ,,,,,
PRS8385SalamMa,Sälam Mäkwǝrya,,,,,m,,,, wr.,,,,,
PRS8386SalamaI,Sälama I Käśate Bǝrhan,,Fǝremnaṭos, Frumentius,,m,,,, St. ,,,,,
PRS8387SalamaI,Sälama II “The Translator”,,Sälama Mätärgwǝm,,,m,,,, St., metr. ,,,,
PRS8388SalamaI,Sälama III,,,,,m,,,, metr. ,,,,,
PRS8389Salama,Sälama,,,,,m,,,, ʿaqqabe säʿat ,,,,,
PRS8390Salama,Sälama “Zäʾazeb”,,,,,m,,,, metr. ,,,,,
PRS8391Salamago,Sälamago,,,,,m,,,, wär. ,,,,,
PRS8392Salamawi,Sälamawit,,,,,m,,,, wäyz. ,,,,,
PRS8393Salamawi,Sälamawit Gäbrä Śǝllase,,,,,m,,,, art. ,,,,,
PRS8394Salamon,Sälämon Täsfa Ṣǝyon,,,,,m,,,, baḥri nägaśi,,,,,
PRS8395SalasDe,Sälas Dǝmṣu,,,,,m,,,, wäyz. ,,,,,
PRS8396Salbucci,Salbucci, Settimo,,,,m,,,, wr. ,,,,,
PRS8397Salehbho,Salehbhoy M. Master,,,,,m,,,, mil. , merch. ,,,,
PRS8398Saletta,Saletta, Tancredi,,,,m,,,, wr. ,,,,,
PRS8399Salgari,Salgari, Emilio,,,,m,,,,,,,,,
PRS8400Salguq,Salǧūq,,,,,m,,,, šāh Sanǧar ,,,,,
PRS8401Salih,Saliḥ,,,,,m,,,, page ,,,,,
PRS8402salih,Ṣāliḥ,,,,,m,,,, qādī ,,,,,
PRS8403salih,Ṣāliḥ,,,,,m,,,, sayyid ,,,,,
PRS8404salih,Ṣāliḥ,,,,,m,,,, šayḫ ,,,,,
PRS8405salihA,Ṣāliḥ ʿAbdallāh Abba Fogi,,,,,m,,,, al-ḥāǧǧ ,,,,,
PRS8406SalihAh,Saliḥ Aḥmad Iyay,,,,,m,,,, pol. ,,,,,
PRS8407salihal,Ṣāliḥ al-Ḥabašī,,,,,m,,,, freedman ,,,,,
PRS8408salihal,Ṣāliḥ al-Ḥusaynī,,,,,m,,,, šarīf ,,,,,
PRS8409salihsu,Ṣāliḥ Šuqrān,,,,,m,,,, freedman ,,,,,
PRS8410Salikof,Sälik of Däbrä Libanos,,,,,m,,,, monk ,,,,,
PRS8411Salimb,Sālim b. ʿAbdarraḥīm,,,,,m,,,, al-ḥāǧǧ ,,,,,
PRS8412Salimben,Salimbeni, Augusto,,,,m,,,, trav. ,,,,,
PRS8413Salman,Salmān,,,,,m,,,, imām ,,,,,
PRS8414Salmant,Salmān the Persian,,Salmān al-Fārisī,,,m,,, Muḥammad’s companion ,,,,,,
PRS8415Salmunb,Salmūn b. Isḥāq,,,,,m,,,, ruler ,,,,,
PRS8416Saloeba,Säloʾǝba,,,,,m,,,, anc. ,,,,,
PRS8417Salome,Salome,,,,,f,,,, bibl. ,,,,,
PRS8418Salome,Sälome,,,,,f,,, moth. Märqorewos ,,,,,,
PRS8419SalomeG,Sälome Gäbrä Ǝgziʾabǝḥer,,,,,f,,,, wr. ,,,,,
PRS8420SalomeH,Sälome Habtä Giyorgis,,,,,f,,, moth. Iyasu Mängäsa ,,,,,,
PRS8421Salomon,Sälomon I,,,,,m,,,, aṣe ,,,,,
PRS8422Salomon,Sälomon II,,,,,m,,,, aṣe ,,,,,
PRS8423Salomon,Sälomon III,,,,,m,,,, aṣe ,,,,,
PRS8424Salomon,Sälomon,,,,,m,,,, ayte ,,,,,
PRS8425Salomon,Salomon, Friedrich,,,,m,,,, sch. ,,,,,
PRS8426Salomon,Sälomon,,,,,m,,, son Yǝsḥaq ,,,,,,
PRS8427Salomon,Sälomon Aṣqu,,,,,m,,,, rel. ,,,,,
PRS8428Salomon,Sälomon Bälaččäw,,,,,m,,,, art. ,,,,,
PRS8429Salomon,Sälomon Bäqqälä,,Solomon Bekele,,,m,,,, filmmaker ,,,,,
PRS8430Salomon,Sälomon Däressa,,,,,m,,,, wr. ,,,,,
PRS8431Salomon,Sälomon Dässaläññ,,,,,m,,,, librarian ,,,,,
PRS8432Salomon,Sälomon ʿƎnqway,,,,,m,,,, sch. ,,,,,
PRS8433Salomon,Sälomon Kädir,,,,,m,,,, mil. ,,,,,
PRS8434Salomon,Sälomon Lulu Mǝtǝkku,,,,,m,,,, wr. ,,,,,
PRS8435Salomon,Sälomon Ḍäḥaye Bäraḵi,,,,,m,,,, wr. ,,,,,
PRS8436Salomon,Sälomon Täsämma,,,,,m,,,, jour. ,,,,,
PRS8437Salomon,Sälomon Täsfa Ṣǝyon,,Solomon Täsfaṣǝn,,,m,,,, baḥri nägaśi ,,,,,
PRS8438Salomon,Sälomon Yǝsḥaq,,,,,m,,,, student ,,,,,
PRS8439Salomon,Sälomon Zärʿay,,,,,m,,,, aytä ,,,,,
PRS8440Salophak,Salophakiolus, Timothy,,,,m,,,, rel. ,,,,,
PRS8441Salsa,Salsa, Tommaso,,,,m,,,, major ,,,,,
PRS8442Salt,Salt, Henry,,,,m,,,, sch. ,,,,,
PRS8443SalvaKi,Salva Kiir,,,,,m,,,, pol. ,,,,,
PRS8444Salvago,Salvago Raggi, Giuseppe,,,,m,,,, gov. ,,,,,
PRS8445Salvemin,Salvemini, Gaetano,,,,m,,,, pol.,,,,,
PRS8446Salwanos,Sälwanos,,,,,m,,,, monk ,,,,,
PRS8447Samanni,Sämʾanni Danǝʾel,,,,,m,,,, miss. ,,,,,
PRS8448Samarroo,Samarroon,,,,,m,,,, šayḫ ,,,,,
PRS8449Samay,Sämay,,,,,m,,,, maʾǝkälä baḥǝr ,,,,,
PRS8450SambolL,Sambol Lakʿóli,,,,,m,,,, anc. ,,,,,
PRS8451Sambucus,Sambucus, Johannes,,,,m,,,, humanist ,,,,,
PRS8452SamenSa,Sämen Sägäd,,,,,m,,,, śǝyyum ,,,,,
PRS8453Samharay,Sämharay Ṣällim,,,,,m,,, fath. Täklä Maryam Sämharay Ṣällim ,,,,,,
PRS8454samirof,Šamir of Ḏū Raydān ,,,,,m,,,,,,,,,
PRS8455samirYu,Šamir Yuhaḥmid,,,,,m,,,, king ,,,,,
PRS8456samirYu,Šamir Yuharʿiš,,Šammar Yuharʿiš,,,m,,,, king ,,,,,
PRS8457Sammo,Sämmo,,,,,m,,,, fit. ,,,,,
PRS8458SammuNe,Sämmu Nǝguś,,,,,m,,, son Bǝrru Lubo ,,,,,,
PRS8459Samora,Samora,,,,,m,,,, káwo ,,,,,
PRS8460Samraddi,Samraddīn,,,,,m,,,, gärad ,,,,,
PRS8461samraAb,Śämrä Ab,,,,,m,,, disc. Zena Marqos ,,,,,,
PRS8462samraGi,Śämrä Giyorgis,,,,,f,,, wife Krǝstos Śämrä ,,,,,,
PRS8463samraKr,Śämrä Krǝstos,,,,,m,,,, śǝyyumä Säḥart ,,,,,
PRS8464samraKr,Śämrä Krǝstos,,,,,m,,,, St. ,,,,,
PRS8465samsar,Šams ar-Riʾāsa Abū l-Barakāt,,,,,m,,,, wr. ,,,,,
PRS8466samsaddi,Šamsaddīn b. Muḥammad b. Aḥmad Badlāy,,,,,m,,,, ruler ,,,,,
PRS8467samsaddi,Šamsaddīn b. Sulaymān,,,,,m,,, broth. ʿUṯmān b. Sulaymān ,,,,,,
PRS8468samsaddi,Šamsaddīn Muẓaffar Šāh,,,,,m,,,, ruler ,,,,,
PRS8469Samson,Samson,,,,,m,,,, rel. ,,,,,
PRS8470SamsonG,Samson Giorgis,,Samson Giyorgis,,,m,,,, filmmaker,,,,,
PRS8471Samuel,Samuʾel,,,,,m,,,, bishop ,,,,,
PRS8472Samuel,Samuʾel,,,,,m,,,, Coptic bishop ,,,,,
PRS8473Samuel,Samuʾel,,,,,m,,,, Cath. priest ,,,,,
PRS8474Samuel,Samuʾel,,,,,m,,, disc. Bäṣälota Mikaʾel ,,,,,,
PRS8475Samuel,Samuʾel,,,,,m,,, disc. Mälkǝʾa Krǝstos ,,,,,,
PRS8476Samuel,Samuʾel,,,,,m,,,, gov. Šire  ,,,,,
PRS8477Samuel,Samuel (The Confessor),,,,,m,,,, St. ,,,,,
PRS8478Samuel,Samuel,,,,,m,,,, prophet ,,,,,
PRS8479Samuel,Samuel, V.C.,,,,m,,,, sch. ,,,,,
PRS8480Samuel,Samuʾel Alemo,,,,,m,,, victim of Mammo Wälde ,,,,,,
PRS8481Samuel,Samuʾel Asäffa,,,,,m,,,, acad. ,,,,,
PRS8482Samuel,Samuʾel Giyorgis,,,,,m,,,, baldäräba ,,,,,
PRS8483Samuel,Samuʾel of Däbrä Halleluya,,,,,m,,,, St. ,,,,,
PRS8484Samuel,Samuʾel of Däbrä Qwäyäṣa,,,,,m,,,, St. ,,,,,
PRS8485Samuel,Samuʾel of Däbrä Wägäg,,,,,m,,,, St. ,,,,,
PRS8486Samuel,Samuʾel of Efär,,,,,m,,,, monk ,,,,,
PRS8487Samuel,Samuʾel of Ǝndägä򱹭bṭän,,,,,m,,,, nǝburä ǝd ,,,,,
PRS8488Samuel,Samuʾel of Gundä Gunde,,,,,m,,,, abunä ,,,,,
PRS8489Samuel,Samuʾel of Qalamūn,,,,,m,,,, St. ,,,,,
PRS8490Samuel,Samuʾel of Säqurt,,,,,m,,,, monk ,,,,,
PRS8491Samuel,Samuʾel of Waldǝbba,,,,,m,,,, St. ,,,,,
PRS8492SamuelS,Samuel Simon Ismaël,,,,,m,,,, comp. ,,,,,
PRS8493Samuil,Samūʾīl as-Suryānī,,,,,m,,,, sch. ,,,,,
PRS8494Sanbalt,Sänbält,,,,,m,,,, moth. Näg򠅜aśi Krǝstos ,,,,,
PRS8495SanbatM,Sänbät Mäḥari,,,,,m,,,, pol. ,,,,,
PRS8496Sanbatu,Sänbätu Danǝʾel,,,,,m,,,, miss. ,,,,,
PRS8497Sanches,Sanches, João,,,,m,,,, env. ,,,,,
PRS8498SandaqM,Sändäq Mängǝśtu,,,,,f,,, wife Andom Täsfa Ṣǝyon ,,,,,,
PRS8499Sandford,Sandford, Christine,,,,f,,,, educator ,,,,,
PRS8500Sandford,Sandford, Daniel Arthur,,,,m,,,, mil. ,,,,,
PRS8501Sandoval,Sandoval, Alonso de,,,,m,,,, wr. ,,,,,
PRS8502Sandri,Sandri, Bernardino,,,,m,,,, sch. ,,,,,
PRS8503Sandri,Sandri, Leonardo,,,,m,,,, eccl. ,,,,,
PRS8504Sandros,Sandros,,,,,m,,, disc. Yared ,,,,,,
PRS8505Sangar,Sanǧar,,,,,m,,,, šāh ,,,,,
PRS8506Sanguine,Sanguinetti, Nenne Poggi,,,,m,,,, art. ,,,,,
PRS8507sankoNa,Šänko Nägaśi,,,,,m,,, son Nägaśi Krǝstos ,,,,,,
PRS8508Sankoras,Sänkoräs,,,,,m,,,, priest ,,,,,
PRS8509sannayM,Śännay Mänfäs,,,,,m,,,, abbot ,,,,,
PRS8510sannayt,Śännayt Abärra,,,,,m,,,, wr. ,,,,,
PRS8511Sannayt,Sännayt Gäbrähǝywät Mähari,,,,,m,,,, mus. ,,,,,
PRS8512Sansnos,Sansnōs,,,,,m,,,, scribe ,,,,,
PRS8513Santa,Santa, Luigi,,,,m,,,, eccl. ,,,,,
PRS8514Santini,Santini, Giovanni,,,,m,,,, eccl. ,,,,,
PRS8515Santini,Santini, Ruggiero,,,,m,,,, mil. ,,,,,
PRS8516Sapanhi,Säpänhi,, Scipinao,Šipinihi, Shipenao,m,,,, king ,,,,,
PRS8517Sapero,Sapero,,Sapera,,,m,,,, mil. ,,,,,
PRS8518Sapeto,Sapeto, Giuseppe, miss. ,,,m,,,,,,,,,
PRS8519Saporito,Saporito, Jean-Louis,,,,m,,,, filmmaker ,,,,,
PRS8520Sapricea,Sapricean, Timoteos Vardapet,Dimotheos Saptrichian,,,m,,,, dipl.,,,,,
PRS8521Saquel,Saquʾel,,,,,m,,,, rel. ,,,,,
PRS8522Saquyan,Saquyän,,,,,m,,,, abba ,,,,,
PRS8523Sara,Sara,,,,,f,,, sis. Mar Bǝḥnam ,,,,,,
PRS8524Sara,Sara,,,,,f,,, moth. Ǝsṭifanos ,,,,,,
PRS8525Sara,Sara,,,,,f,,, moth. Śärḍä Ṗ󡹭eṭros ,,,,,,
PRS8526Sara,Sara,,,,,f,,, moth. Ṣǝḥma ,,,,,,
PRS8527SaraGez,Sara Gǝzaw,,,,,f,,, wife Mäkwännǝn Ḫaylä Śǝllase ,,,,,,
PRS8528Sara,Sara, Susan,,,,f,,,, miss. ,,,,,
PRS8529SaraNeg,Sara Nǝguśe,,,,,f,,, wife Mayer ,,,,,,
PRS8530araQem,Ḍärä Qǝmǝs,,,,,m,,,, ruler ,,,,,
PRS8531Sarabehi,Särabǝḥil Dankǝf,,Šaraḥbiʾil Yakkuf,,,m,,,, ruler ,,,,,
