ID,Name,First name,Altname,Altname,Altname,Gender,Nationality/Ethnicity,Religion,Relations,Qualifier,Qualifier,Time,Place,Texts related (lookup),MSS related (lookup)
PRS1802AmaraD,ʿAmāra Dūnqas,,,,,m,,,, king ,,,,,
PRS1803AmaraMa,Amarä Mammo,,,,,m,,,, translator ,,,,,
PRS1804Amaracc,Amaräčč Näsibu,,,,,f,,,, wäyz. ,,,,,
PRS1805Amaratac,Amarätäčč Walu,,,,,f,,,, wäyz. ,,,,,
PRS1806Amarro,Amarro,,,,,m,,,, chief ,,,,,
PRS1807AmataDe,Amätä Dǝngǝl,,,,,f,,, sis. Lǝbnä Dǝngǝl ,,,,,,
PRS1808AmataGi,Amätä Giyorgis,,,,,f,,, daugh. Lǝbnä Dǝngǝl ,,,,,,
PRS1809AmataKr,Amätä Krǝstos,,,,,f,,, daugh. Gudamo ,,,,,,
PRS1810AmataLe,Amätä Lǝʿul,,,,,f,,, wife Yǝmrǝḥannä Ǝgziʾ , queen,,,,,
PRS1811AmataMa,Amätä Mänfäs Qǝddus,,,,,f,,, moth. Ǝndrǝyas ,,,,,,
PRS1812AmataMa,Amätä Maryam,,,,,f,,,, wäyz. ,,,,,
PRS1813AmataMa,Amätä Maryam,,,,,f,,, moth. Isayǝyyas ,,,,,,
PRS1814AmataMa,Amätä Maryam,,,,,f,,, moth. Samuʾel of Waldǝbba ,,,,,,
PRS1815AmataMa,Amätä Maryam,,,,,f,,, moth. Zena Maryam ,,,,,,
PRS1816AmataMi,Amätä Mikaʾel,,,,,f,,, moth. Gäbrä Ǝgziʾabḥer Elyas ,,,,,,
PRS1817AmataMi,Amätä Mikaʾel,,Amätä Maryam,,,f,,, daugh. Śärṣä Dǝngǝl ,,,,,,
PRS1818AmataMi,Amätä Mikaʾel,,,,,f,,, sis. Lǝbnä Dǝngǝl ,,,,,,
PRS1819Amatase,Amätä Śǝllase,,,,,f,,,, ǝmmahoy ,,,,,
PRS1820Amatase,Amätä Śǝllase,,,,,f,,,, donor ,,,,,
PRS1821Amatase,Amätä Śǝllase,,,,,f,,, wife Gugsa Märsa ,,,,,,
PRS1822Amatase,Amätä Śǝra Ṣǝyon,,,,,f,,, wife Täwäldä Mädḫǝn ,,,,,,
PRS1823Amatase,Amätä Ṣǝyon,,,,,f,,, daugh. Kǝflä Waḥid ,,,,,,
PRS1824Amatase,Amätä Ṣǝyon,,,,,f,,, daugh. Naʾod ,,,,,,
PRS1825AmataWa,Amätä Wängel (Märʿatä Wängel),,,,,f,,, moth. Zäkrǝstos,,,,,,
PRS1826AmataWe,Amätä Wǝṭǝn,,,,,f,,, sis. Lǝbnä Dǝngǝl ,,,,,,
PRS1827AmataYo,Amätä Yoḥannǝs,,,,,f,,, wife Täklä Haymanot,,,,,,
PRS1828AmataZa,Amätä Zärʾa Ṣǝyon,,,,,f,,,, wäyz. ,,,,,
PRS1829Amatalla,Amatallāh bint ʿAbdaššakūr,,,,,f,,, daugh. Abdaššakūr b. Yūsuf ,,,,,,
PRS1830AmayaTu,Amaya Tulluu,,,,,m,,,, fit. ,,,,,
PRS1831AmbaNah,Amba Näḥad,,,,,m,,,, sǝyyum ,,,,,
PRS1832Ambasag,Ambäsa Ǧǝr Bǝḥe,,,,,m,,,, filmmaker ,,,,,
PRS1833Ambasay,Ambäsay,,,,,m,,, son Yämanä Krǝstos ,,,,,,
PRS1834AmbasoG,Ambaṣo Gässäsä,,,,,m,,,, däǧǧ. ,,,,,
PRS1835Ambau,Ambau, Getty,,,,m,,,, wr. ,,,,,
PRS1836AmbayDa,Ambay Däqa,,,,,m,,,, reg. ,,,,,
PRS1837Ambaya,Ambayä,,,,,m,,,, däǧǧ. ,,,,,
PRS1838Amborn,Amborn, Hermann,,,,m,,,, sch. ,,,,,
PRS1839Ambrose,Ambrose,,,,,m,,,, St. ,,,,,
PRS1840Ambrus,Ambrus [ʿAmr],,,,,m,,, br. Imruʾ al-Qays ,,,,,,
PRS1841AmdaBe,ʿAmdä Bǝrhan,,,,,m,,,, abba ,,,,,
PRS1842Amdaha,ʿAmdä Ḥawaryat,,,,,m,,,, wr.,,,,,
PRS1843AmdaIy,ʿAmdä Iyäsus,,,,,m,,,, aṣe ,,,,,
PRS1844AmdaMa,ʿAmdä Maryam,,,,,m,,,, mäm. ,,,,,
PRS1845AmdaMa,ʿAmdä Maryam,,,,,m,,, son Zärʾa Yaʿǝqob ,,,,,,
PRS1846AmdaMa,ʿAmdä Mäsqäl,,ʿAmdä Säyṭan,,,m,,,, bitw. ,,,,,
PRS1847AmdaMi,ʿAmdä Mikaʾel,,,,,m,,,, baḥǝr nägaš ,,,,,
PRS1848AmdaMi,ʿAmdä Mikaʾel,,,,,m,,,, ras bitw. ,,,,,
PRS1849AmdaMi,ʿAmdä Mikaʾel Dässaläññ,,,,,m,,,, ato ,,,,,
PRS1850AmdaMi,ʿAmdä Mikaʾel,,,,,m,,, son Robel ,,,,,,
PRS1851Amdasa,ʿAmdä Ṣadiq,,,,,m,,,, däǧǧ. ,,,,,
PRS1852Amdase,ʿAmdä Śǝllase,,,,,m,,,, abba ,,,,,
PRS1853Amdase,ʿAmdä Śǝllase,,,,,m,,,, mon. ,,,,,
PRS1854Amdase,ʿAmdä Ṣǝyon I,,Gäbrä Mäsqäl,,,m,,,, aṣe ,,,,,
PRS1855Amdase,ʿAmdä Ṣǝyon II,,,,,m,,, son Ǝskǝndǝr , aṣe,,,,,
PRS1856Amdase,ʿAmdä Ṣǝyon,,,,,m,,,, pretender  ,,,,,
PRS1857Amdase,ʿAmdä Ṣǝyon,,,,,m,,, son Abärra Kaśa Ḫaylu ,,,,,,
PRS1858Amdase,ʿAmdä Ṣǝyon,,,,,m,,, son Zärʾa Yaʿǝqob ,,,,,,
PRS1859Amdom,ʿAmdom,,,,,m,,,, šum Ṣǝraʾ ,,,,,
PRS1860Amdu,ʿAmdu,,,,,m,,,, mäkbǝb ,,,,,
PRS1861Amduy,Amduy,,,,,m,,,, mädäbay ,,,,,
PRS1862Amenhote,Amenhotep III,,,,,m,,,, pharaoh ,,,,,
PRS1863Amer,Amǝr,,,,,m,,,, ruler ,,,,,
PRS1864Amerb,ʿAmǝr b. ʿAlī,,,,,m,,,, nāʾib ,,,,,
PRS1865Amhaesa,Amḫa Ǝšäte,,,,,m,,,, mus. ,,,,,
PRS1866AmhaMar,Amḫa Märsǝʿe Ḫazän,,,,,m,,,, wr. ,,,,,
PRS1867Amida,Amida,,,,,m,,,, king ,,,,,
PRS1868alAmin,al-Amīn b. Ḥāmid b. Nāfʿūtāy,,,,,m,,,, šayḫ ,,,,,
PRS1869alAmin,al-Amīn Idrīs,,,,,m,,,, qäññ.,,,,,
PRS1870alAmin,al-Amīn ʿUṯmān al-Amīn,,,,,m,,,, šayḫ, muftī ,,,,
PRS1871AminaAb,Amina Abubakr ʿAli,,,,,f,,, wife Mǝnilǝk Iyasu ,,,,,,
PRS1872Amlakata,Amläkätawit,,,,,f,,,, princess ,,,,,
PRS1873AmlasuA,Amläsu Arʾaya,,,,,f,,, wife Alula Ǝngǝda ,,,,,,
PRS1874Ammanas,Ammänä Šäwa,,,,,m,,,, däǧǧ. ,,,,,
PRS1875AmmehaA,Ammǝḫa Abärra Kaśa,,,,,m,,,, pol. ,,,,,
PRS1876AmmehaD,Ammǝḫa Dästa,,,,,m,,,, lǝǧ ,,,,,
PRS1877AmmehaG,Ammǝḫa Giyorgis,,,,,m,,,, abbot ,,,,,
PRS1878AmmehaI,Ammǝḫa Iyäsus,,,,,m,,,, mär.az. ,,,,,
PRS1879AmmehaI,Ammǝḫa Iyäsus,,,,,m,,,, monk ,,,,,
PRS1880Ammeha,Ammǝḫa Ḍäḥay,,Abbay,,,m,,,, pol. ,,,,,
PRS1881Ammehas,Ammǝḫa Ṣǝyon,,,,,m,,,, ʿaqqabe säʿat ,,,,,
PRS1882Ammehas,Ammǝḫa Ṣǝyon,,,,,m,,,, anc. ,,,,,
PRS1883Ammehas,Ammǝḫa Ṣǝyon,,,,,m,,, fath. Zärʾa Abrǝham ,,,,,,
PRS1884Ammeros,Ammǝro Śǝllase Abbäbä,,,,,m,,,, däǧǧ. ,,,,,
PRS1885Ammianus,Ammianus Marcellinus,,,,,m,,,, hist. ,,,,,
PRS1886Ammoni,Ammoni,,,,,m,,,, hermit ,,,,,
PRS1887AmmuneO,Ammune Omar,,,,,f,,, wife Elemo Qiliṭuu,,,,,,
PRS1888Amna,Amna,,,,,m,,,, asit ,,,,,
PRS1889Amole,Amole,,,,,m,,,, kaati ,,,,,
PRS1890Amon,Amon,,,,,m,,,, church author ,,,,,
PRS1891Amonewos,Amonewos,,Amonyos,,,m,,,, abba ,,,,,
PRS1892Amos,Amos,,,,,m,,,, prophet ,,,,,
PRS1893Amotagar,Amotagär,,,,,m,,,, anc. ,,,,,
PRS1894Amrb,ʿAmr b. al-ʿĀṣ,,,,,m,,,, rel. ,,,,,
PRS1895Amrb,ʿAmr b. al-Munḏir,,,,,m,,,, pol. ,,,,,
PRS1896Amrb,ʿAmr b. ʿUmayya aḍ-Ḍamrī,,,,,m,,,, pol. ,,,,,
PRS1897AmrQal,ʿAmr Qälḍäḥay,,,,,m,,,, tǝgre mäkwännǝn ,,,,,
PRS1898Amrot,Amrot,,,,,m,,,, painter ,,,,,
PRS1899AmsalaK,Amsalä Krǝstos,,,,,m,,,, tǝgre mäkwännǝn ,,,,,
PRS1900Amsale,Amsale,,,,,m,,,, däǧǧ. ,,,,,
PRS1901AmsaleB,Amsale Bäyyänä,,,,,f,,, moth. Wägayyähu Nǝgatu ,,,,,,
PRS1902AmsaleG,Amsale Gännät Yǝmär,,,,,f,,, wife Wägayyähu Nǝgatu ,,,,,,
PRS1903AmsaluA,Amsalu Aklilu,,,,,m,,,, sch. ,,,,,
PRS1904Amuma,Amuma,,,,,m,,,, Or. chief,,,,,
PRS1905Amun,Amun,,Amun-Re of Gem-(pa)-Iten,,,m,,,, rel. ,,,,,
PRS1906Ananyao,Ananya of Däbrä Ṣärabi,,,,,m,,,, abba ,,,,,
PRS1907Anasa,Anasa,,,,,m,,,, slave ,,,,,
PRS1908Anastasi,Anastasius,,,,,m,,,, emp. ,,,,,
PRS1909Anastasi,Anastasius of Sinai,,,,,m,,,, church author ,,,,,
PRS1910Anaximan,Anaximandros,,,,,m,,,, geog. ,,,,,
PRS1911Anbas,Anbäs,,,,,m,,,, St. (3 Mäskäräm) ,,,,,
PRS1912Anbas,Anbäs,,,,,m,,,, St. (2 Taḫśaś),,,,,
PRS1913AnbasGa,Anbäs Gama,,,,,m,,,, mil. leader ,,,,,
PRS1914AnbasaD,Anbäsa Dawit,,,,,m,,,, gov. ,,,,,
PRS1915AnbasaW,Anbäsa Wǝdǝm,,,,,m,,,, aṣe ,,,,,
PRS1916Anbasat,Anbäsät Gäläba,,,,,m,,,, reg. ,,,,,
PRS1917Anbaso,Anbäso,,,,,m,,,, šǝh, spirit ,,,,
PRS1918AndaHa,ʿAndä Haymanot,,ʿAmdä Haymanot,,,m,,,, ras ,,,,,
PRS1919Andaber,ʿAndäbǝrhan,,,,,m,,,, acad. ,,,,,
PRS1920Andargac,Andargaččäw,,,,,m,,,, abägaz ,,,,,
PRS1921Andargac,Andargaččäw Assäggǝd,,,,,m,,,, pol. ,,,,,
PRS1922Andargac,Andargaččäw Mäsay,,,,,m,,,, ras ,,,,,
PRS1923Andarge,Andarge,,,,,m,,,, pol. ,,,,,
PRS1924Andas,Andas,,,,,m,,,, king ,,,,,
PRS1925Andayl,Andayl,,,,,m,,,, pol. ,,,,,
PRS1926Andebet,Andǝbet,,,,,m,,,, pl.n. ,,,,,
PRS1927Andersse,Anderssen, Ernst,Andersson,,,m,,,, trav. ,,,,,
PRS1928AndomTa,Andom Täsfa Ṣǝyon,,,,,m,,,, däǧǧ. ,,,,,
PRS1929AndhraP,Andhra Pradesh,,,,,m,,,, reg. ,,,,,
PRS1930Andrade,Andrade, António de,,,,m,,,, miss. ,,,,,
PRS1931Andrade,Andrade, Lázaro de,,,,m,,,, miss. ,,,,,
PRS1932Andrawos,Andrawos,,,,,m,,,, abbot ,,,,,
PRS1933Andrede,André de Longjumeau,,,,,m,,,, monk ,,,,,
PRS1934Andrzeje,Andrzejewski, Bogumił Witalis,,,,m,,,, sch. ,,,,,
PRS1935AneesaK,Aneesa Kassam,,,,,m,,,, sch. ,,,,,
PRS1936Anestasy,Anǝsṭasyos,,,,,m,,,, däǧǧ., ras ,,,,
PRS1937Anfray,Anfray, Francis,,,,m,,,, sch.,,,,,
PRS1938Anfur,Anfur,,,,,m,,, son Qǝbʾa Krǝstos ,,,,,,
PRS1939Angabo,Angäbo,,Gäbgäb,Gäbgäbo,,m,,,, hero ,,,,,
PRS1940Angeli,Angeli, Jacopo,,,,m,,,, sch. ,,,,,
PRS1941Angotay,Angotay,,,,,m,,,, mil. leader ,,,,,
PRS1942Anianos,Anianos,,,,,m,,,, monk ,,,,,
PRS1943Ankatto,ʿAnkattó,,ʿAnkattá,,,m,,,, imām ,,,,,
PRS1944Ankezan,Ankǝzan,,,,,m,,,, anc. ,,,,,
PRS1945Anko,Anko,,,,,m,,,, anc. ,,,,,
PRS1946Annaa,Annaa,,,,,m,,,, anc. ,,,,,
PRS1947Annarato,Annaratone, Carlo,,,,m,,,, entr. ,,,,,
PRS1948Anne,Anne,,Hannah,,,f,,, moth. Mary ,St.,,,,,
PRS1949Anneebo,Anneebo,,,,,m,,,, woma ,,,,,
PRS1950Annesley,Annesley, George,Valentia,,,m,,,,Lord,,,,,
PRS1951Anniyo,Anniyo,,,,,m,,,, king ,,,,,
PRS1952Anno,Anno,,,,,m,,,, Hadiyya king ,,,,,
PRS1953AnnoBak,Anno Bako,,,,,m,,,, Or. chief ,,,,,
PRS1954AnoreA,Anore,,Anorewos,,,m,,,, däǧǧ.,,,,,
PRS1955Anorewos,Anorewos “the Elder”,,,,,m,,,, St. ,,,,,
PRS1956Anorewos,Anorewos “the Younger”,,,,,m,,,, st. ,,,,,
PRS1957Anqitos,Anqiṭos,,,,,m,,,, king,,,,,
PRS1958Anqwalit,Anqwalit Gwangul,,,,,f,,, wife Ḫaylu Yosedeq ,,,,,,
PRS1959Ansar,Anṣar,,,,,m,,,, pol. ,,,,,
PRS1960Anse,Anse,,,,,m,,,, káwo ,,,,,
PRS1961Antanah,Antänäh Gäbru,,,,,m,,,, qesä gäbäz ,,,,,
PRS1962Anthony,Anthony,,Ǝnṭonǝs,,,m,,,, St. ,,,,,
PRS1963Anthony,Anthony of Aleppo,,,,,m,,,, monk ,,,,,
PRS1964Anthony,Anthony the Syrian,,,,,m,,,, rel. ,,,,,
PRS1965Antichri,Antichrist,,,,,m,,,, rel. ,,,,,
PRS1966Antinori,Antinori, Orazio,,,,m,,,, dipl., sch. ,,,,
PRS1967Antonell,Antonelli, Pietro,,,,m,,,, count ,,,,,
PRS1968Antoninu,Antoninus of Piacenza,,,,,m,,,, trav. ,,,,,
PRS1969Antonio,Antonio,,,,,m,,,, monk,,,,,
PRS1970Antonio,Antonio Abissino,,,,,m,,,, Fra ,,,,,
PRS1971Antonio,Antonio da Virgoletta,,,,,m,,,, miss. ,,,,,
PRS1972Antonio,Antonio of “Urvuar”,,,,,m,,,, monk ,,,,,
PRS1973AnyaAny,Anya Anya,,,,,m,,,, pol. ,,,,,
PRS1974Anzakonb,Anzäkonba,,,,,m,,,, anc. ,,,,,
PRS1975Anzani,Anzani, Arturo,,,,m,,,, sch. ,,,,,
PRS1976AnzeFra,Anze Franco, Emilio,,,,m,,,, dipl. ,,,,,
PRS1977AnzeMat,Anze Matienzo, Eduardo,,,,m,,,, pol. ,,,,,
PRS1978ApaAaro,Apa Aaron,,,,,m,,,, St. ,,,,,
PRS1979Apadana,Apadana,,,,,m,,,, reg. ,,,,,
PRS1980Aphrahat,Aphrahat,,,,,m,,,, wr. ,,,,,
PRS1981Apollina,Apollinaris of Laodicea,,,,,m,,,, rel. ,,,,,
PRS1982Apollo,Apollo,,,,,m,,,, rel. ,,,,,
PRS1983Apostoli,Apostoli,,Awsteli,,,m,,,, cra. ,,,,,
PRS1984Appelius,Appelius, Mario,,,,m,,,, wr. ,,,,,
PRS1985Appenzel,Appenzeller, Heinrich,,,,m,,,, artisan ,,,,,
PRS1986Appion,Appion,,,,,m,,,, bishop ,,,,,
PRS1987Appleyar,Appleyard, David L.,,,,m,,,, sch. ,,,,,
PRS1988Aprico,Aprico, Adolfo,,,,m,,,, trav. ,,,,,
PRS1989Aqayl,ʿAqayl,,,,,m,,,, anc. ,,,,,
PRS1990AqbaMi,ʿAqbä Mikaʾel,,,,,m,,,, baḥ.n. ,,,,,
PRS1991Aqil,ʿAqīl,,,,,m,,,, as-sayyid ,,,,,
PRS1992Aqilb,ʿAqīl b. Abī Ṭālib,,Caqil Abuu Taalib,,,m,,,, anc. ,,,,,
PRS1993Aqlesya,Aqlesya,,,,,f,,, moth. Gäbrä Mänfäs Qǝddus ,,,,,,
PRS1994Aqweba,ʿAqwǝbä Mikaʾel,,,,,m,,,, tǝgre mäkwännǝn ,,,,,
PRS1995Arabfaq,ʿArabfaqīh,,Šihābaddīn Aḥmad b. ʿAbdalqādir b. Sālim b. ʿUṯmān “ʿArabfaqīh”,,,m,,,, wr. ,,,,,
PRS1996Aradacc,Aradäčč Gäbrä Kidan,,,,,f,,, daugh. Dǝnqǝnäš Mǝrḉa ,,,,,,
PRS1997Aradacc,Aradäčč Tädla,,,,,f,,,, wäyz. ,,,,,
PRS1998Aragawi,Arägawi Bärhe (Bärhu),,,,,m,,,, pol. ,,,,,
PRS1999Aragawi,Arägawi Säbagadis,,,,,m,,,, šum ʿagame ,,,,,
PRS2000AragayB,Arägay Bäčäre,,,,,m,,,, nǝburä ǝd ,,,,,
PRS2001Araggas,Aräggaš Säyfu,,,,,m,,,, wr. ,,,,,
PRS2002Arakel,Arakel,, ʿAli Ḵarbe; ʿAli Ḵar, Aṛakel Nubar,Dabroyan ,m,,,,bey,,,,,
PRS2003Arambour,Arambourg, Camille,,,,m,,,, sch. ,,,,,
PRS2004Arana,Arana, Antonio de,,,,m,,,, wr. ,,,,,
PRS2005ArayAga,Aray Agaba,,,,,m,,,, šayḫ ,,,,,
PRS2006Araya,Arʾaya,,,,,m,,,, däǧǧ. ,,,,,
PRS2007ArayaA,Arʾaya Abbäbä,,,,,m,,,, lǝǧ ,,,,,
PRS2008ArayaB,Arʾayä Bälay,,,,,m,,,, wr. ,,,,,
PRS2009ArayaD,Arʾaya Dawit,,,,,m,,,, art. ,,,,,
PRS2010Arayas,Arʾaya Śǝllase,,,,,m,,,, transl. ,,,,,
PRS2011Arayas,Arʾaya Śǝllase Dǝmṣa,,,,,m,,,, ras ,,,,,
PRS2012Arayas,Arʾaya Śǝllase Yoḥannǝs,,,,,m,,,, ras ,,,,,
PRS2013Arayo,Arʾayo (Arʾaya Krǝstos),,,,,m,,,, wag šum ,,,,,
PRS2014Arbahim,Arbāhim b. Ḥamad “Surus”,,,,,m,,,, abba ,,,,,
PRS2015Arbahim,Arbāhim (Ibrāhim) b. Šeḥem,,,,,m,,,, trader ,,,,,
PRS2016Arcadius,Arcadius,,,,,m,,,, emp. ,,,,,
PRS2017ArcheAp,Arche Apa,,,,,m,,,, kati,,,,,
PRS2018Archinto,Archinto, Filippo,,,,m,,,, vicar general ,,,,,
PRS2019Ardaro,Ardaro,,,,,m,,,, bábi ,,,,,
PRS2020Aren,Arén, Gustav,,,,m,,,, miss. ,,,,,
PRS2021Arendrub,Arendrub, Søren Adolf,,,,m,,,, mil. ,,,,,
PRS2022AreroRa,Arero Rammata,,,,,m,Oromo,,,sch.,,,,,
PRS2023Arethas,Arethas,, Ḫirut,Ḥāriṯ,,m,,,, St. ,,,Naǧrān,,
PRS2024Arganon,Arganon,,,,,m,,,, abbot ,,,,,
PRS2025Arganona,Arganonä Śǝllase,,,,,m,,,, monk ,,,Däbrä Mäʿar,,
PRS2026Argun,Arġūn,,,,,m,,,, īlḫān ,,,,,
PRS2027Arhab,Arhā (b. Aṣḥam b. Abǧar),,,,,m,,,, king ,,,,,
PRS2028arifag,ʿĀrif aġa ,,,,,m,,,,aġa,,,,,
PRS2029Arimondi,Arimondi, Giuseppe Edoardo,,,,m,,,, mil. ,,,,,
PRS2030Ariosto,Ariosto, Ludovico,,,,m,,,, wr. ,,,,,
PRS2031Aristode,Aristodemus,,,,,m,,,, sch. ,,,,,
PRS2032Aristotl,Aristotle,,,,,m,,,, philos. ,,,,,
PRS2033AriusA,Arius (Aryos),,,,,m,,,, theol. ,,,,,
PRS2034ArkaDe,Arkä Dǝngǝl,,,,,m,,,, abba ,,,,,
PRS2035Arkase,ʿArkä Śǝllus,,,,,m,,,, rebel ,,,,,
PRS2036Arkasel,Arkä Śǝllus (ʿArke),,,,,m,,,, wr. ,,,,,
PRS2037Arkalade,Arkälädǝs (Arkälädis),,,,,m,,,, abba ,,,,,
PRS2038Arkalade,Arkälädǝs (Arkälädis),,,,,m,,,, blatten geta ,,,,,
PRS2039Arkalade,Arkälädǝs,,,,,m,,, fath. Ḥǝḍan Moʿa ,,,,,,
PRS2040Arkell,Arkell, Anthony John,,,,m,,,, archt. ,,,,,
PRS2041ArmahA,Armaḥ (Armäḥo),,,,,m,,,, king ,,,,,
PRS2042Armandy,Armandy, André,,,,m,,,, wr. ,,,,,
PRS2043Armattoe,Armattoe, Ralph,,,,m,,,, pol. ,,,,,
PRS2044Armbrust,Armbruster, Charles Hubert,,,,m,,,, sch. ,,,,,
PRS2045Arnhard,Arnhard, Carl von,,,,m,,,, sch. ,,,,,
PRS2046Arnoldi,Arnoldi, Konstantin,,,,m,,,, mil. ,,,,,
PRS2047Arnoulph,Arnoulphe,,,,,m,,,, patriarch ,,,,,
PRS2048Arnoux,Arnoux, Pierre,,,,m,,,, trader ,,,,,
PRS2049Aronof,Aron of Däbrä Daret,, Ǝḉe Aron,Aron Mänkǝrawi,,m,,,,St.,,, Däbrä Daret,,
PRS2050Aronof,Aron of Gälila,,,,,m,,,, St.,,,Gälila,,
PRS2051Aronof,Aron of Kǝtur,,,,,m,,,, St. ,,,,,
PRS2052Aronof,Aron of Qwärräro,,,,,m,,,, St. ,,,,,
PRS2053AronTak,Aron Täklä Täsfaṣǝyon,,,,,m,,,, mus. ,,,,,
PRS2054Arqadewo,Arqadewos,,,,,m,,,, abet. ,,,,,
PRS2055Arrakb,ʿArrāk b. Malik,,,,,m,,,, faqīh ,,,,,
PRS2056Arras,Arras, Victor, sch. ,,,m,,,,,,,,,
PRS2057Arraweel,Arraweelo,,,,,f,,,, queen ,,,,,
PRS2058Arriano,Arrian of Nicomedia,,,,,m,,,, geog. ,,,,,
PRS2059Arro,ʿArro,,,,,m,,, moth. Muḥammad ʿAbdallāh ,,,,,,
PRS2060Arsandau,Arsandaux, Henri,,,,m,,,, sch. ,,,,,
PRS2061Arsanofi,Arsänofis,,,,,m,,,, martyr ,,,,,
PRS2062Arsanyos,Arsanyos,,,,,m,,,, Ewosṭ. abbot ,,,,,
PRS2063Arsanyos,Arsanyos,,,,,m,,,, martyr ,,,,,
PRS2064Arsanyos,Arsanyos,,,,,m,,,, qes aṣe ,,,,,
PRS2065Arse,ʿArse,,,,,m,,,, graz. ,,,,,
PRS2066Arse,Arše,,,,,m,,,, anc. ,,,,,
PRS2067Arsenius,Arsenius,,Arsenius the Great,,,m,,,,St.,,,Scetis,,
PRS2068Arsenofi,Arsenofis,,,,,m,,,, martyr ,,,,,
PRS2069Arsima,Arsima,,,,,f,,, moth. Gäbrä Ǝndrǝyas ,,,,,,
PRS2070Arsonwa,Arsonwa,,,,,f,,, moth. Samuʾel of Däbrä Wägäg ,,,,,,
PRS2071Artamono,Artamonov, Leonid K.,,,,m,,,, officer ,,,,,
PRS2072Artemido,Artemidorus of Ephesus,,,,,m,,,, geog. ,,,,,
PRS2073Arwe,Arwe,,,,,m,,,, king ,,,,,
PRS2074AsaBor,ʿAsa Bōraytó,,,,,m,,,, anc. ,,,,,
PRS2075AsadaAs,Asädä Asfaw,,,,,f,,,, lǝʿǝlt ,,,,,
PRS2076AdadaAs,Aḍädä Asfaw,,,,,f,,,, wäyz. ,,,,,
PRS2077AsadaHa,Aṣädä Habtä Maryam (Asadaa Habta Maraam),,,,,f,,,, pol.,,,,,
PRS2078AsadaMa,Aṣädä Maryam Täklä Maryam,,,,,f,,, moth. Mälʾakä Ḍäḫay Iyasu ,,,,,,
PRS2079AsadaMa,Aṣädä Maryam Wäsän Yälläh,,,,,f,,, wife Semerjibashian ,,,,,,
PRS2080AsadaMi,Aṣädä Mikaʾel,,,,,f,,, moth. Käbbädä Mikaʾel ,,,,,,
PRS2081Asadu,Asadu,,,,,m,,,, aläqa ,,,,,
PRS2082Asaena,Asaʿǝnä Maryam,,,,,m,,,, abba ,,,,,
PRS2083AsafaaT,Asafaa Tafarraa Dibaabaa,,,,,m,,,, wr. ,,,,,
PRS2084Asaffa,Asäffa,,,,,m,,,, woma ,,,,,
PRS2085AsaffaD,Asäffa Dämǝsse,,,,,m,,,, mil. ,,,,,
PRS2086AsaffaG,Asäffa Gäbrä Maryam,,,,,m,,,, wr. ,,,,,
PRS2087AsaffaL,Asäffa Lämma,,,,,m,,,, mil. ,,,,,
PRS2088AsaffaT,Asäffa Täkle,,,,,m,,,, Prof. ,,,,,
PRS2089Asaffat,Asäffa Ṭǝlahun,,,,,m,,,, pol. ,,,,,
PRS2090Asammera,Asämmǝräw Däse,,,,,m,,,, archt. ,,,,,
PRS2091AsanaaN,Ašanaa Naggaadee,,,,,m,,,, miss. ,,,,,
PRS2092AsaraKr,Aśärä Krǝstos,,,,,m,,,, qes ḥaḍe ,,,,,
PRS2093Asayo,Asayo,,,,,m,,,, blatten geta,,,,,
PRS2094Asbahu,Aṣbaḥu,,,,,m,,,, king ,,,,,
PRS2095Asbarom,Asbärom,,,,,m,,,, anc. ,,,,,
PRS2096Asbas,Asbas,,,,,m,,,, archon ,,,,,
PRS2097Asbe,Asbe,,,,,m,,,, priest ,,,,,
PRS2098Asbehay,Asbe Ḫaylu,,,,,m,,,, pol. ,,,,,
PRS2099Asbeha,Aṣbǝḥa,,,,,m,,,, däǧǧ. ,,,,,
PRS2100Asbeha,Aṣbǝḥa,,,,,m,,,, king,,,,,
PRS2101Asbo,ʿAsbo,,,,,m,,, son-in-law Ǝslam Däḥar,,,,,,
PRS2102Asbo,Asbo,,,,,m,,,, däǧǧ. ,,,,,
PRS2103Asboh,Aṣboḥ,,,,,m,,,, king ,,,,,
PRS2104AderI,Aḍer I,, Assǝr,Aśär I,,m,,,, wag šum ,,,,,
PRS2105Aseyat,Aseyat,,,,,f,,, moth. Bušrā ,,,,,,
PRS2106AsfaAye,Asfa Ayena,,,,,m,,,, Mil. ,,,,,
PRS2107AsfaKre,Aṣfä Krǝstos,,,,,m,,,, mäm. ,,,,,
PRS2108AsfaMar,Asfa Maryam,,,,,m,,,, monk ,,,,,
PRS2109AsfaSah,Asfa Sahǝl,,,,,m,,,, king ,,,,,
PRS2110AsfaWas,Asfa Wäsän (Ammǝḫa Iyäsus),,,,,m,,,, mär.az. ,,,,,
PRS2111AsfaWas,Asfa Wäsän Aśśǝrate,,,,,m,,,, wr. ,,,,,
PRS2112AsfaWas,Asfa Wäsän Ḫaylä Śǝllase,,,,,m,,,, alga wäraš ,,,,,
PRS2113AsfaWas,Asfa Wäsän Kaśa Ḫaylu,,,,,m,,,, däǧǧ. ,,,,,
PRS2114AsfaYel,Asfa Yǝlma,,,,,f,,,, wäyz. ,,,,,
PRS2115Asfahb,Aṣfaḥ b. ʿAlī,,,,,m,,,, molla ,,,,,
