ESadmy002, Mälkǝʿa gubaʾe, Collection of Images
            ESdd047, Gädlä Qirqos “Vita of Cyricus” / Dǝrsanä kidanä mǝḥrät “Homily of the Covenant of Mercy” / Gädlä Zä-Mikaʾel ʾArägawi "Vita of Zä-Mikaʾel ʾArägawi" / Discourse by John Chrysostom on the life and decollation of John the Baptist / Homily by John Chrysostom on the glory of John the Baptist / Homily by John of Constantinople on the Four Living Creatures, for the 8th of Ḥǝdar / Homily by an anonymous author for the commemoration of the Four Living Creatures and the Twenty-Four Heavenly Priests / Homily by an anonymous author for the commemoration of the angels Michael and Gabriel, the Twenty-Four Heavenly Priests and the Four Living Creatures for the 12th of Ḥǝdar and Säne / Täʾamrä Gäbrǝʾel “Miracles of Gabriel” / Täʾamrä Rufaʾel “Miracles of Raphael”
            ESdd048, Filkǝsyos, Book of Philoxenus of Mabbogh
            ESdd049, Filkǝsyos, Book of Philoxenus of Mabbogh
            ESdd050, Dawit “Psalter”
            ESddm001, ʾArbaʿtu wängel “Four Gospels”
            ESddm002, Dǝrsanä mädḫane ʿaläm “Homily on the Saviour of the World” / Mäṣḥaf lä-täzkarä mädḫane ʿaläm “Book for the Commemoration of the Saviour of the World” / Mälkǝʾa mädḫane ʿaläm “Image of the Saviour of the World”
            ESddm003, Sǝnkǝssar “Synaxarion” (the second half of the year)
            ESddm004, Mäṣḥafä qǝddase “Missal”
            ESddm005, Dәrsanä Rufaʾel “Homily on Raphael” / Täʾamrä Rufaʾel “Miracles of Raphael”
            ESddm006, Mäṣḥafä gǝnzät “Book of the Funeral Ritual”
            ESddm007, Gädlä Kiros “Vita of Kiros” / Mäzmurä Dawit “Psalms of David”
            ESddm008, Sǝnkǝssar “Synaxarion” (the first half of the year)
            ESddm009, Dǝggwa, Antiphonary / Ṣomä Dǝggwa, Antiphonary for Lent
            ESddm010, Dǝrsanä Mikaʾel, Homiliary for the feasts of St. Michael
            ESddm011, Dawit “Psalter”
            ESddm012, Säʿatat zä-lelit wä-zä-nägh “Horologium for the Night and the Morning Hours”
            ESddm013, ʾAmmǝstu ʾaʿmadä mǝsṭir "The Five Pillars of Mystery’’
            ESddm014, Lǝfafä ṣǝdq “Bandlet of Righteousness” / Mängädä sämay “Journey to Heaven”
            ESddm015, Mäṣḥafä ʾaślәṭi, Lectionary for the entire year
            ESddm016, Bǝsratä Yoḥannǝs “Gospel of John”
            ESddm017, Maḫletä ṣǝge "Canticle of the Flower" / Ṣälot zä-ʾǝgzǝʾtǝnä Maryam bä-Däbrä Golgota, Prayer of Our Lady Mary on Mount Golgotha on the 21st of Säne / O-rǝḫrǝḫtä ḥǝllina... “O tender-hearted...” / Mäṣḥafä kidanä mǝḥrät “Book of the Covenant of Mercy” / Mälkǝʾa Krǝstos "Image of Christ" / Mälkǝʾa Maryam "Image of Mary"
            ESddm018, Ṣälot zä-ʾǝgzǝʾtǝnä Maryam bä-Däbrä Golgota, Prayer of Our Lady on Mount Golgotha on the 21st of Säne / Tǝmhǝrtä ḫǝbuʾat “Teaching of Mysteries”
            ESddm019, Mäftәḥe śәray “Undoing of Charms”
            ESddm020, Bǝsratä Yoḥannǝs "Gospel of John" / Mälkǝʾa Maryam "Image of Mary"
            ESddm021, Ṣälotä kidan zä-śälästu gizeyat “Covenant Prayer of the Three Hours” / Excerpt from the Ordinary of the Mass / Tǝmhǝrtä ḫǝbuʾat “Teaching of the Mysteries” / ʾƎgziʾabǝḥer zä-bǝrhanat ʾǝgziʾabǝḥer zä-śǝlṭanat… “God of Lights, God of Powers…” / Anaphora of Our Lord Jesus Christ
            ESddm022, Täʾamrä Maryam “Miracles of Mary” / Täʾamrä ʾIyäsus “Miracles of Jesus”
            ESddm023, Ṣälot zä-ʾǝgzǝʾtǝnä Maryam bä-Däbrä Golgota, Prayer of Our Lady Mary on Mount Golgotha on the 21st of Säne / Tǝmhǝrtä ḫǝbuʾat “Teaching of Mysteries”
            ESdma001, ʾArbaʿtu wängel “Four Gospels”
            ESdma002, Mäṣḥafä qǝddase “Missal”
            ESdma003, Zǝmmare, Eucharistic hymns / Mäwaśǝʾt, Antiphonary for feasts and funeral service
            ESdma004, ʾArbaʿtu wängel “Four Gospels”
            ESdma005, Täʾamrä Maryam "Miracles of Mary"
            ESdma007, Täʾamrä Maryam "Miracles of Mary"
            ESdma008, Mäṣḥafä lǝdätu lä-ʾabunä Täklä Haymanot “Book of the Genealogy of ʾabunä Täklä Haymanot” / Gädlä Täklä Haymanot “Vita of Täklä Haymanot” / Mäṣḥafä fǝlsätu lä-ʾabunä Täklä Haymanot “Book of the Translation of ʾabunä Täklä Haymanot” / Täʾamrä Täklä Haymanot “Miracles of Täklä Haymanot”
            ESdma009, Täʾamrä Maryam "Miracles of Mary" / Täʾamrä Mikaʾel "Miracles of Michael" / Täʾamrä Gäbrä Mänfäs Qǝddus "Miracles of Gäbrä Mänfäs Qǝddus"
            ESdma010, Täʾamrä Maryam "Miracles of Mary" / Excerpt from a lectionary
            ESdma011, Nägärä Maryam “The Story of Mary”
            ESdma012, Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” /  Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus”
            ESdma013, Mäṣḥafä ʾaślәṭi, Lectionary for the entire year
            ESdma013a, Zǝmmare, Eucharistic hymns / Mäwaśǝʾt, Antiphonary for feasts and funeral service
            ESdma013b, Säʿatat zä-lelit wä-zä-nägh “Horologium for the Night and the Morning Hours”
            ESdma013c, Excerpts from Dǝggwa, Antiphonary
            ESdma014, Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”
            ESdmb001, Dǝrsanä Mikaʾel, Homiliary for the feasts of St. Michael
            ESdmb002, Dǝrsanä Mikaʾel, Homiliary for the feasts of St. Michael
            ESdmb003, Täʾamrä Maryam "Miracles of Mary"
            ESdmb004, Sǝnkǝssar “Synaxarion” (the second half of the year)
            ESdmb005, Täʾamrä Maryam "Miracles of Mary"
            ESdmb006, Mäṣḥafä gǝnzät “Book of the Funeral Ritual” / Mäṣḥafä ʾardǝʾǝt “Book of the Disciples”
            ESdmb007, ʾArbaʿtu wängel “Four Gospels”
            ESdmb008, Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”
            ESdmb009, Mäṣḥafä gǝnzät “Book of the Funeral Ritual”
            ESdmd001, Gädlä Täklä Haymanot “Vita of Täklä Haymanot” / Mäṣḥafä lǝdätu lä-ʾabunä Täklä Haymanot “Book of the Genealogy of ʾabunä Täklä Haymanot” / Täʾamrä Täklä Haymanot “Miracles of Täklä Haymanot” / Gädlä ʾEwosṭatewos “Vita of ʾEwosṭatewos” / Täʾamrä ʾEwosṭatewos “Miracles of ʾEwosṭatewos”
            ESdmd002, Sǝnkǝssar “Synaxarion” (the first half of the year)
            ESdmd003, ʾArbaʿtu wängel “Four Gospels”
            ESdmd005, Mäṣḥafä qǝddase “Missal”
            ESdmd006, Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” /  Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus”
            ESdmd007, Mäṣḥafä gǝnzät “Book of the Funeral Ritual”
            ESdmd009, Mäṣḥaf lä-täzkarä mädḫane ʿaläm “Book for the Commemoration of the Saviour of the World” / Mälkǝʾa mädḫane ʿaläm “Image of the Saviour of the World” / Mäṣḥafä ḫǝmamatihu wä-zena sǝqlätu lä-ʾIyäsus Krǝstos “Book of the Passion and Story of the Crucifixion of Jesus Christ”
            ESdmd010, Täʾamrä Yoḥannǝs Mäṭmǝq “Miracles of John the Baptist”
            ESdmd011, Mäzmur, Antiphones for Sundays of the year / Dǝggwa, Antiphonary
            ESdmd012, Scriptural readings for the Night Hours / Rәʾәyä täʾamәr, Vision of St. John the Evangelist about the Miracles of Mary / Mäṣḥafä gәṣṣәw, Lectionary for the entire year
            ESdmd013, Gädlä Kiros “Vita of Kiros” / Mälkǝʾa Kiros “Image of Kiros” (II) / Mälkǝʾa Kiros “Image of Kiros” (III)
            ESdsm002, ʾArbaʿtu wängel “Four Gospels” / Homily by John Chrysostom on the Lord's Prayer
            ESdsm003, Dǝrsanä Mikaʾel, Homiliary for the feasts of St. Michael
            ESdsm004, Täʾamrä ʾIyäsus “Miracles of Jesus”
            ESdsm005, Sǝnkǝssar “Synaxarion” (the second half of the year)
            ESdsm006, Gädlä Täklä Haymanot “Vita of Täklä Haymanot” / Mäṣḥafä lǝdätu lä-ʾabunä Täklä Haymanot “Book of the Genealogy of ʾabunä Täklä Haymanot” / Täʾamrä Täklä Haymanot “Miracles of Täklä Haymanot / Mälkǝʾa Täklä Haymanot “Image of Täklä Haymanot” / Commemorative notice for the 24th of Näḥase dedicated to St. Täklä Haymanot
            ESdsm007, Mäṣḥafä gǝnzät “Book of the Funeral Ritual” / Excerpts from Mängädä sämay "Journey to Heaven", biblical readings
            ESdsm008, Ṣalotä ˤǝṭan “Prayer of Incense”
            ESdsm012, Dǝrsanä Mikaʾel, Homiliary for the feasts of St. Michael
            ESdsm013, Haymanotä ʾabäw “Faith of the Fathers” /
                Mäṣḥafä ṭomar “Book of the Letter (from Heaven)”
            ESdsm015, Mäṣḥafä qǝddase “Missal”
            ESdsm016, Dawit “Psalter” / Unidentified text
            ESdsm017, Gädlä Ṣadәqan [zä-Baräknaha] “Vita of the Righteous Ones [of Baräknaha]” / Mälkәʾa Ṣadәqan [zä-Baräknaha] “Image of the Righteous Ones [of Baräknaha]” / Dәrsanä sänbätä krәstiyan “Homily on the Christian Sabbath”
            ESdsm018, Dәrsanä sänbätä krǝstiyan “Homily on the Sabbath of Christians” / Mälkǝʾa sänbätä krǝstiyan “Image of the Sabbath of Christians” / Mäṣḥafä ṭomar “Book of the Letter (from Heaven)”
            ESdsm020, Mäṣḥafä täklil “Book of the Marriage Ritual”
            ESdsm021a, Mäṣḥafä krәstәnna “Book of the Christening”
            ESdsm021b, Täʾamrä Maryam “Miracles of Mary”
            ESdsm021c, Täʾamrä Maryam “Miracles of Mary”
            ESdz001, ʾArbaʿtu wängel “Four Gospels”
            ESdz002, Mäṣḥafä gǝnzät “Book of the Funeral Ritual”
            ESdz003, Haymanotä ʾabäw “Faith of the Fathers” / Täʾamrä Maryam “Miracles of Mary”
            ESdz004, Gädlä ḥawaryat, Apocryphal Acts of the Apostles
            ESdz005, Collection of miniatures / Täʾamrä Maryam "Miracles of Mary"
            ESdz006, Mälkǝʾa gubaʾe “Collection of Images” / Collection of ʾarke-hymns
            ESdz007, Nägärä Maryam "The Story of Mary"
            ESdz008, Fragments of three various manuscripts
            ESdz009, Dǝggwa, Antiphonary / Mǝʿǝraf, The Common of the Office / Mäwaśǝʾt, Antiphonary for feasts and funeral service
            ESdz010, Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”
            ESdz011, Mäṣḥafä krǝstǝnna “Book of the Christening” / Mäṣḥafä ṭomar “Book of the Letter (from Heaven)” / Śǝrʿatä fäws mänfäsawi “Order of Spiritual Medicine” / Mäṣḥafä qedär “Book of the Jar”
            ESdz012, Mäṣḥafä qǝddase "Missal"
            ESdz013, Mäṣḥafä qǝddase “Missal”
            ESdz014, Täʾamrä Maryam “Miracles of Mary”
            ESdz017, Sǝnkǝssar “Synaxarion” (the first half of the year)
            ESdz018, Gädlä sämaʿtat, Vitae of Saints and Martyrs
            ESdz019, Gädlä Täklä Haymanot “Vita of Täklä Haymanot” / Mäṣḥafä lǝdätu lä-ʾabunä Täklä
               Haymanot “Book of the Genealogy of Täklä Haymanot”
            ESdz020, Ṣalotä ˤǝṭan “Prayer of Incense”
            ESdz023, Mäṣḥafä qǝddase “Missal”
            ESdz024, ʾArbaʿtu wängel “Four Gospels”
            ESdz025, Dawit “Psalter”
            ESehpp001, Dawit "Psalter"
            ESehpp002, Gädlä ḥawaryat, Apocryphal Acts of the Apostles
            ESehpp003, Dǝrsanä mädḫane ʿaläm “Homily on the Saviour of the World” / Mäṣḥaf lä-täzkarä mädḫane ʿaläm “Book for the Commemoration of the Saviour of the World” / Mälkǝʾa mädḫane ʿaläm “Image of the Saviour of the World”
            ESehpp004, Gädlä Mäzgäbä Śәllase “Vita of Mäzgäbä Śәllase” / Mälkәʾa Mäzgäbä Śәllase “Image of Mäzgäbä Śәllase” / Sälam-hymn for Mäzgäbä Śәllase
            ESehpp005, Dǝrsanä Mikaʾel, Homiliary for the feasts of St. Michael
            ESehpp006, Gädlä Gäbrä Mänfäs Qǝddus "Vita of Gäbrä Mänfäs Qǝddus"
            ESehpp007, Gädlä Yoḥannǝs Mäṭmǝq “Vita of John the Baptist” / Täʾamrä Yoḥannǝs Mäṭmǝq “Miracles of John the Baptist”
            ESehpp008, Dǝrsanä Mikaʾel, Homiliary for the feasts of St. Michael
            ESehpp009, Mäṣḥafä krǝstǝnna "Book of the Christening"
            ESehpp010, Sǝnkǝssar "Synaxarion" (the second half of the year)
            ESehpp011, Gädlä hawaryat, Apocryphal Acts of the Apostles
            ESehpp012, ʾArbaʿtu wängel “Four Gospels”
            ESehpp013, Mäṣḥafä gǝnzät “Book of the Funeral Ritual”
            ESehpp014, Mäftәḥe śәray “Undoing of Charms” / Ǝgziʾabǝḥer zä-bǝrhanat ʾǝgziʾabǝḥer zä-śǝlṭanat... “God of Lights, God of Powers...” / Fәtḥat zäwäld “Absolution of the Son”
            ESehpp015, Mäṣḥafä qǝddase, Missal
            ESehpp016, Dәrsanä sänbätä krәstiyan “Homily on the Christian Sabbath”
            ESehpp017, Lǝfafä ṣǝdq “Bandlet of Righteousness”
            ESems005, Dǝrsanä Mikaʾel, Homiliary for the feasts of St. Michael
            ESems014, Ṣälot zä-ʾǝgzǝʾtǝnä Maryam bä-wǝsṭä hagärä Bartos “Prayer of Our Lady Mary in the Country of Bartos” / Ṣälot zä-ʾǝgzǝʾtǝnä Maryam bä-Däbrä Golgota, Prayer of Our Lady Mary on Mount Golgotha on the 21st of Säne
            ESeth001, Täʾamrä ʾIyäsus “Miracles of Jesus”
            ESeth002, Mäṣḥafä gǝnzät “Book of the Funeral Ritual”
            ESeth003, Mäṣḥafä qǝddase “Missal”
            ESeth004, Gädlä Täklä Haymanot “Vita of Täklä Haymanot” / Mäṣḥafä fǝlsätu lä-ʾabunä Täklä Haymanot “Book of the Translation of ʾabunä Täklä Haymanot” / Täʾamrä Täklä Haymanot “Miracles of Täklä Haymanot”
            ESeth005, Dǝrsanä Gäbrǝʾel, Homiliary for the feasts of St. Gabriel / Täʾamrä Gäbrǝʾel “Miracles of Gabriel” / Mälkǝʾa Gäbrǝʾel “Image of Gabriel”
            ESeth006, Mǝʿǝraf, The Common of the Office / Dǝggwa, Antiphonary / Zǝmmare, Eucharistic hymns
            ESeth007, Gädlä Täklä Haymanot “Vita of Täklä Haymanot” / Täʾamrä Täklä Haymanot “Miracles of Täklä Haymanot”
            ESeth008, Dǝrsanä Mikaʾel, Homiliary for the feasts of St. Michael
            ESeth010, Mäṣḥafä qǝddase “Missal”
            ESeth011, ʾArbaʿtu wängel “Four Gospels”
            ESeth012, Mäṣḥafä krәstәnna “Book of the Christening”
            ESfbm001, Täʾamrä Maryam “Miracles of Mary”
            ESfbm002, Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”
            ESfbm003, Sǝnkǝssar “Synaxarion” (the second half of the year)
            ESfbm004, Dǝrsanä mädḫane ʿaläm “Homily on the Saviour of the World” / Mäṣḥaf lä-täzkarä mädḫane ʿaläm “Book for the Commemoration of the Saviour of the World” / Mälkǝʾa mädḫane ʿaläm “Image of the Saviour of the World”
            ESfbm005, Mäṣḥafä qǝddase “Missal”
            ESfbm006, Mäṣḥafä gǝnzät “Book of the Funeral Ritual”
            ESfbm007, Sǝnkǝssar “Synaxarion” (the first half of the year)
            ESfbm008, Gädlä Mäzgäbä Śәllase “Vita of Mäzgäbä Śәllase” / Mälkәʾa Mäzgäbä Śәllase “Image of Mäzgäbä Śәllase” / Täʾamrä Mäzgäbä Śәllase “Miracles of Mäzgäbä Śәllase
            ESfbm009, Dawit “Psalter”
            ESfbm010, Mäṣḥafä qǝddase “Missal”
            ESfbm011, Mäṣḥafä qǝddase “Missal”
            ESfbm012, Gädlä Mäzgäbä Śәllase "Vita of Mäzgäbä Śәllase" / Täʾamrä Mäzgäbä Śәllase "Miracles of Mäzgäbä Śәllase" / Mälkәʾa Mäzgäbä Śәllase "Image of Mäzgäbä Śәllase" / Sälam-hymn for Mäzgäbä Śәllase
            ESfbm013, Gädlä Täklä Haymanot “Vita of Täklä Haymanot” / Mäṣḥafä lǝdätu lä-ʾabunä Täklä Haymanot “Book of the Genealogy of ʾabunä Täklä Haymanot” / Täʾamrä Täklä Haymanot “Miracles of ʾabunä Täklä Haymanot” / Mäṣḥafä fǝlsätu lä-ʾabunä Täklä Haymanot “Book of the Translation of ʾabunä Täklä Haymanot”
            ESfbm014, Mäṣḥafä krǝstǝnna “Book of the Christening” / Mäṣḥafä qedär “Book of the Jar”
            ESfbm015, Ṣalotä ˤǝṭan “Prayer of Incense”
            ESfbm016, Barәkännä ʾәgziʾo… “Bless us, O Lord…” (Blessing prayer) / Mäṣḥafä ʾaślәṭi, Lectionary for the entire year / Täʾamrä Maryam “Miracles of Mary”
            ESfbm017, Dǝrsanä Mikaʾel, Homiliary for the feasts of St. Michael / Dǝrsanä Gäbrǝʾel, Homiliary for the feasts of St. Gabriel / Mälkǝʾa Gäbrǝʾel "Image of Gabriel"
            ESfbm018, Täʾamrä ʾIyäsus “Miracles of Jesus”
            ESfbm019, Täʾamrä Maryam “Miracles of Mary”
            ESfbm020, Dәrsanä sänbätä krǝstiyan “Homily on the Sabbath of Christians”
            ESfbm021, ʾArbaʿtu wängel “Four Gospels”
            ESgbi001, ʾArbaʿtu wängel “Four Gospels”
            ESgbi002, Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”
            ESgbi004, Dawit “Psalter” / Prayers
            ESgbi005, Ammǝstu ʾaʿmadä mǝsṭir "The Five Pillars of Mystery" / Tǝmhǝrtä ḫǝbuʿat "Teaching of Mysteries"
            ESgbi006, Haymanotä ʾabäw “Faith of the Fathers” / Mäṣḥafä ṭomar “Book of the Letter (from Heaven)”
            ESgbi007, Täʾamrä ʾIyäsus “Miracles of Jesus”
            ESgbi008, Sǝnkǝssar “Synaxarion” (the second half of the year)
            ESgbi009, Mäṣḥafä qǝddase “Missal”
            ESgbi010, ʾO-ʾǝgziʾǝyä ʾIyäsus Krǝstos ʿǝqäbänni... “Oh my Lord Jesus Christ, protect me...” / Mälkǝʾa ʾIyäsus “Image of Jesus” / Dǝrsan maḥyawi “The Life-Giving Homily” / Täʾamrä ʾIyäsus “Miracles of Jesus” / Protective prayers / Excerpts from Haymanotä ʾabäw “Faith of the Fathers” / Excerpt from the Revelation of John
            ESgbi011, Täʾamrä Maryam "Miracles of Mary"
            ESgbi012, Mäṣḥafä qǝddase “Missal”
            ESgbi013, Mäṣḥafä ḫǝmamatihu wä-zena sǝqlätu lä-ʾIyäsus Krǝstos “Book of the Passion and Story of the Crucifixion of Jesus Christ” / Täʾamrä täzkarä motu lä-ʾIyäsus Krǝstos “Miracles Concerning the Commemoration of the Death of Jesus Christ” / Gädlä Täklä Maryam “Vita of Täklä Maryam (Mäbʿa Ṣǝyon)” / Miracles of the Saviour of the World worked by ʾabunä Täklä Maryam
            ESgkm001, ʾArägawi mänfäsawi “Spiritual Elder”
            ESgkm002, Täʾamrä Maryam “Miracles of Mary” / Täʾamrä ʾIyäsus “Miracles of Jesus” / Excerpts from the Bible
            ESgkm003, Zǝmmare, Eucharistic hymns / Mäwaśǝʾt, Antiphonary for feasts and funeral service / Mǝʿǝraf, The Common of the Office
            ESgkm004, Täʾamrä Maryam “Miracles of Mary”
            ESgkm005, ʾArbaˤtu wängel “Four Gospels”
            ESgkm006, Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”
            ESgkm007, Dǝrsan maḥyäwi “The Life-Giving Homily” / Mälkǝʾa Iyäsus “Image of Jesus”
            ESgkm008, Tǝrgwame mälʾǝktä Ṗawlos ḫabä ʾayhud zä-Yoḥannәs ʾAfä Wärq "Commentary of John Chrysostom on the Epistle of Paul to the Hebrews"
            ESgkm009, Sǝnkǝssar “Synaxarion” (the first half of the year)
            ESgkm010, Mäṣḥafä gǝnzät “Book of the Funeral Ritual” / Ṣälotä śǝryätä ḫaṭiʾat “Prayer of Absolution of Sins”
            ESgkm011, Sǝnkǝssar “Synaxarion” (the second half of the year)
            ESgkm012, Dǝrsanä Mikaʾel, Homiliary for the feasts of St. Michael / Mälkǝʾa Mikaʾel "Image of Michael"
            ESgkm013, Gädlä Mäzgäbä Śәllase “Vita of Mäzgäbä Śәllase” / Mälkәʾa Mäzgäbä Śәllase “Image of Mäzgäbä Śәllase” / Sälam-hymn for Mäzgäbä Śәllase
            ESgkm014, Dawit “Psalter”
            ESgkm015, Ṣalotä ˤǝṭan “Prayer of Incense”
            ESgkm016, Täʾamrä ʾIyäsus “Miracles of Jesus”
            ESgkm017, Mäṣḥafä kidanä mǝḥrät “Book of the Covenant of Mercy” / Täʾamrä Maryam “Miracles of Mary” / Mälkǝʿa kidanä mǝḥrät “Image of the Covenant of Mercy”
            ESgkm018, Dawit “Psalter”
            ESgkm019, ʾArganonä wǝddase “The Harp of Praise”
            ESgkm020, Mälkǝʾa kidanä mǝḥrät “Image of the Covenant of Mercy” / Dǝrsanä kidanä mǝḥrät “Homily for  the Covenant of Mercy” / Mäṣḥafä kidanä mǝḥrät “Book of the Covenant of Mercy”
            ESgkm021, Mäṣḥafä krǝstǝnna “Book of the Christening”
            ESgkm022, Mäṣḥafä qǝddase “Missal”
            ESgkm022a, Dawit “Psalter”
            ESgmg001, Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”
            ESgmg002, ʾArbaʿtu wängel “Four Gospels”
            ESgmg003, ʾArbaʿtu wängel “Four Gospels”
            ESgmg004, Täʾamrä Maryam "Miracles of Mary"
            ESgmg005, Haymanotä ʾabäw “Faith of the Fathers” / Mäṣḥafä ṭomar “Book of the Letter (from Heaven)”
            ESgmg006, Mäṣḥafä ʾaślәṭi, Lectionary for the entire year / Barәkännä ʾәgziʾo… “Bless us, O Lord…”
            ESgmg007, Dawit “Psalter”
            ESgmg009, Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” / Homily by Zena Gäbrǝʾel on Gäbrä Mänfäs Qǝddus / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus”
            ESgmg010, Mäṣḥafä qǝddase "Missal"
            ESgmg011, Täʾamrä Maryam "Miracles of Mary" / Täʾamrä Mikaʾel "Miracles of Michael" / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus"
            ESgmg012, Zena nägäromu lä-śǝllase “Story of the Trinity” / Täʾamrihomu lä-ʾab wä-wäld wä-mänfäs qǝddus “Miracles of the Father and the Son and the Holy Spirit” / Mälkǝʾa śǝllase “Image of the Trinity”
            ESgmg013, Dǝrsan maḥyawi “The Life-Giving Homily” / Mälkǝʾa mädḫane ʿaläm “Image of the Saviour of the World”
            ESgmg014, Gädlä Libanos “Vita of Libanos” / Täʾamrä Libanos “Miracles of Libanos” / Mälkәʾa Libanos “Image of Libanos”
            ESgmg015, Mäzmur, Antiphones for Sundays of the year / Mǝʿǝraf, The Common of the Office / Zǝmmare, Eucharistic hymns /  Mäwaśǝʾt, Antiphonary for feasts and funeral service
            ESgmg016, Täʾamrä ʾIyäsus “Miracles of Jesus”
            ESgmg017, Mälkǝʾa Zä-Mikaʾel ʾArägawi "Image of Zä-Mikaʾel ʾArägawi" / Gädlä Zä-Mikaʾel ʾArägawi "Vita of Zä-Mikaʾel ʾArägawi" / Ṭǝntä lǝdätomu lä-mänäkosat "Origin of the Monks" / Gädlä Gäbrä Krǝstos "Vita of Gäbrä Krǝstos [St. Alexius]"
            ESgmg018, Mäṣḥafä gǝnzät “Book of the Funeral Ritual"
            ESgmg019, Ṣälot zä-ʾǝgzǝʾtǝnä Maryam bä-wǝsṭä hagärä Bartos “Prayer of Our Lady Mary in the Country of Bartos” / Ṣälot zä-ʾǝgzǝʾtǝnä Maryam bä-Däbrä Golgota, Prayer of Our Lady Mary on Mount Golgotha on the 21st of Säne / Nǝgǝränni sǝmäkä … “Tell me your name …”
            ESgmg020, Mäṣḥafä gәṣṣawe, Lectionary for the entire year
            ESgmg021, Ṣalotä ˤǝṭan “Prayer of Incense”
            ESgms001, Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”
            ESgms002, ʾArbaʿtu wängel “Four Gospels”
            ESgms003, Mäṣḥafä gǝnzät “Book of the Funeral Ritual”
            ESgms004, Mäṣḥafä qǝddase “Missal”
            ESgms005, Täʾamrä ʾIyäsus “Miracles of Jesus”
            ESgms006, Sǝnkǝssar “Synaxarion” (the second half of the year)
            ESgms007, Mäṣḥafä gǝnzät “Book of the Funeral Ritual” / Ṣälotä śǝryätä ḫaṭiʾat “Prayer of Absolution of Sins”
            ESgms008, Haymanotä ʾabäw “Faith of the Fathers”
            ESgms009, Dǝggwa, Antiphonary / Mäzmur, Antiphones for Sundays of the year
            ESgms010, Mäṣḥafä qǝddase “Missal”
            ESgms011, Mäṣḥafä ḫǝmamatihu wä-zena sǝqlätu lä-ʾIyäsus Krǝstos “Book of the Passion and Story of the Crucifixion of Jesus Christ” / Täʾamrä [täzkarä] motu lä-ʾIyäsus Krǝstos “Miracles Concerning the Commemoration of the Death of Our Saviour Jesus Christ” / Gädlä Täklä Maryam “Vita of Täklä Maryam (Mäbʿa Ṣǝyon)” / Miracles of the Saviour of the World worked by ʾabunä Täklä Maryam / Mästäbqwǝʿ zä-mäsqäl “Supplication of the Cross”
            ESgms012, Mäṣḥafä gǝnzät “Book of the Funeral Ritual” / Ṣälotä śǝryätä ḫaṭiʾat “Prayer of Absolution of Sins”
            ESgms013, Täʾamrä Maryam "Miracles of Mary" / Mäṣḥafä ṭomar "Book of the Letter (from Heaven)" / Śǝrʿatä fäws mänfäsawi “Order of Spiritual Medicine”
            ESgms014, Dǝrsanä Mikaʾel, Homiliary for the feasts of St. Michael
            ESgms015, Scriptural readings for the Night Hours / Rәʾәyä täʾamәr, Vision of St. John the Evangelist about the Miracles of Mary / Mäṣḥafä gәṣṣәw, Lectionary for the entire year
            ESgms016, Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus”
            ESgms017, Mäṣḥafä täklil “Book of the Marriage Ritual” / Mäṣḥafä qedär “Book of the Jar”
            ESgms018, Ṣalotä ˤǝṭan “Prayer of Incense”
            ESgsq012, Mäṣḥafä gǝnzät "Book of the Funeral Rite"
            EShmm001, ʾArbaʿtu wängel “Four Gospels”
            EShmm010, Mäṣḥafä śǝnä fǝṭrät “Book of the Beauty of Creation’’ / ʾAmmǝstu ʾaʿmadä mǝsṭir “The Five Pillars of Mystery’’
